Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/19/001/0,019001,Type of synoptic feature,0,Depression or low (extratroplcal),,,,,Operational
bufr4/0/19/001/1,019001,Type of synoptic feature,1,Tropical depression,,,,,Operational
bufr4/0/19/001/2,019001,Type of synoptic feature,2,Tropical storm,,,,,Operational
bufr4/0/19/001/3,019001,Type of synoptic feature,3,Severe tropical storm,,,,,Operational
bufr4/0/19/001/4,019001,Type of synoptic feature,4,Typhoon,,,,,Operational
bufr4/0/19/001/5-9,019001,Type of synoptic feature,5-9,Reserved,,,,,Operational
bufr4/0/19/001/10,019001,Type of synoptic feature,10,Dust/sandstorm,,,,,Operational
bufr4/0/19/001/11-62,019001,Type of synoptic feature,11-62,Reserved,,,,,Operational
bufr4/0/19/001/63,019001,Type of synoptic feature,63,Missing value,,,,,Operational
bufr4/0/19/008/0,019008,Vertical extent of circulation,0,Reserved,,,,,Operational
bufr4/0/19/008/1,019008,Vertical extent of circulation,1,Shallow (top of circulation below 700-hPa level),,,,,Operational
bufr4/0/19/008/2,019008,Vertical extent of circulation,2,Medium (top between 700-hPa and 400-hPa level),,,,,Operational
bufr4/0/19/008/3,019008,Vertical extent of circulation,3,Deep (top above 400-hPa level),,,,,Operational
bufr4/0/19/008/4-6,019008,Vertical extent of circulation,4-6,Reserved,,,,,Operational
bufr4/0/19/008/7,019008,Vertical extent of circulation,7,Missing value,,,,,Operational
bufr4/0/19/010/1,019010,Method for tracking the centre of synoptic feature,1,Minimum value of sea level pressure,,,,,Operational
bufr4/0/19/010/2,019010,Method for tracking the centre of synoptic feature,2,Maximum value of 850 hPa relative vorticity,,,,,Operational
bufr4/0/19/010/3-14,019010,Method for tracking the centre of synoptic feature,3-14,Reserved,,,,,Operational
bufr4/0/19/010/15,019010,Method for tracking the centre of synoptic feature,15,Missing value,,,,,Operational
bufr4/0/19/100/0-2,019100,Time interval to calculate the movement of the tropical cyclone,0-2,Not used,,,,,Operational
bufr4/0/19/100/3,019100,Time interval to calculate the movement of the tropical cyclone,3,During the preceding 15 minutes,,,,,Operational
bufr4/0/19/100/4,019100,Time interval to calculate the movement of the tropical cyclone,4,During the preceding 30 minutes,,,,,Operational
bufr4/0/19/100/5,019100,Time interval to calculate the movement of the tropical cyclone,5,During the preceding 1 hour,,,,,Operational
bufr4/0/19/100/6,019100,Time interval to calculate the movement of the tropical cyclone,6,During the preceding 2 hours,,,,,Operational
bufr4/0/19/100/7,019100,Time interval to calculate the movement of the tropical cyclone,7,During the preceding 3 hours,,,,,Operational
bufr4/0/19/100/8,019100,Time interval to calculate the movement of the tropical cyclone,8,During the preceding 6 hours,,,,,Operational
bufr4/0/19/100/9,019100,Time interval to calculate the movement of the tropical cyclone,9,During a period of more than 6 hours,,,,,Operational
bufr4/0/19/100/10,019100,Time interval to calculate the movement of the tropical cyclone,10,Undetermined,,,,,Operational
bufr4/0/19/100/11-14,019100,Time interval to calculate the movement of the tropical cyclone,11-14,Not used,,,,,Operational
bufr4/0/19/100/15,019100,Time interval to calculate the movement of the tropical cyclone,15,Missing value,,,,,Operational
bufr4/0/19/101/0,019101,Accuracy of the position of the centre of the tropical cyclone,0,Reserved,,,,,Operational
bufr4/0/19/101/1,019101,Accuracy of the position of the centre of the tropical cyclone,1,"Eye visible on radar scope, accuracy good (within 10 km)",,,,,Operational
bufr4/0/19/101/2,019101,Accuracy of the position of the centre of the tropical cyclone,2,"Eye visible on radar scope, accuracy fair (within 30 km)",,,,,Operational
bufr4/0/19/101/3,019101,Accuracy of the position of the centre of the tropical cyclone,3,"Eye visible on radar scope, accuracy poor (within 50 km)",,,,,Operational
bufr4/0/19/101/4,019101,Accuracy of the position of the centre of the tropical cyclone,4,"Position of the centre within the area covered by the radar scope, determination by means of the spiral-band overlay, accuracy good (within 10 km)",,,,,Operational
bufr4/0/19/101/5,019101,Accuracy of the position of the centre of the tropical cyclone,5,"Position of the centre within the area covered by the radar scope, determination by means of the spiral-band overlay, accuracy fair (within 30 km)",,,,,Operational
bufr4/0/19/101/6,019101,Accuracy of the position of the centre of the tropical cyclone,6,"Position of the centre within the area covered by the radar scope, determination by means of the spiral-band overlay, accuracy poor (within 50 km)",,,,,Operational
bufr4/0/19/101/7,019101,Accuracy of the position of the centre of the tropical cyclone,7,"Position of the centre outside the area covered by the radar scope, extrapolation by means of the spiral-band overlay",,,,,Operational
bufr4/0/19/101/8-9,019101,Accuracy of the position of the centre of the tropical cyclone,8-9,Reserved,,,,,Operational
bufr4/0/19/101/10,019101,Accuracy of the position of the centre of the tropical cyclone,10,Accuracy undetermined,,,,,Operational
bufr4/0/19/101/11-14,019101,Accuracy of the position of the centre of the tropical cyclone,11-14,Not used,,,,,Operational
bufr4/0/19/101/15,019101,Accuracy of the position of the centre of the tropical cyclone,15,Missing value,,,,,Operational
bufr4/0/19/102/0,019102,Shape and definition of the eye of the tropical cyclone,0,Circular,,,,,Operational
bufr4/0/19/102/1,019102,Shape and definition of the eye of the tropical cyclone,1,Elliptical - the minor axis is at least 3/4 the length of the major axis,well defined,,,,Operational
bufr4/0/19/102/2,019102,Shape and definition of the eye of the tropical cyclone,2,Elliptical - the minor axis is less than 3/4 the length of the major axis,well defined,,,,Operational
bufr4/0/19/102/3,019102,Shape and definition of the eye of the tropical cyclone,3,Apparent double eye,well defined,,,,Operational
bufr4/0/19/102/4,019102,Shape and definition of the eye of the tropical cyclone,4,Other shape,well defined,,,,Operational
bufr4/0/19/102/5,019102,Shape and definition of the eye of the tropical cyclone,5,Ill defined,,,,,Operational
bufr4/0/19/102/6,019102,Shape and definition of the eye of the tropical cyclone,6,Undetermined,,,,,Operational
bufr4/0/19/102/7,019102,Shape and definition of the eye of the tropical cyclone,7,Missing value,,,,,Operational
bufr4/0/19/103/0,019103,Diameter of major axis of the eye of the tropical cyclone,0,Less than 5 km,,,,,Operational
bufr4/0/19/103/1,019103,Diameter of major axis of the eye of the tropical cyclone,1,5 to less than 10 km,,,,,Operational
bufr4/0/19/103/2,019103,Diameter of major axis of the eye of the tropical cyclone,2,10 to less than 15 km,,,,,Operational
bufr4/0/19/103/3,019103,Diameter of major axis of the eye of the tropical cyclone,3,15 to less than 20 km,,,,,Operational
bufr4/0/19/103/4,019103,Diameter of major axis of the eye of the tropical cyclone,4,20 to less than 25 km,,,,,Operational
bufr4/0/19/103/5,019103,Diameter of major axis of the eye of the tropical cyclone,5,25 to less than 30 km,,,,,Operational
bufr4/0/19/103/6,019103,Diameter of major axis of the eye of the tropical cyclone,6,30 to less than 35 km,,,,,Operational
bufr4/0/19/103/7,019103,Diameter of major axis of the eye of the tropical cyclone,7,35 to less than 40 km,,,,,Operational
bufr4/0/19/103/8,019103,Diameter of major axis of the eye of the tropical cyclone,8,40 to less than 50 km,,,,,Operational
bufr4/0/19/103/9,019103,Diameter of major axis of the eye of the tropical cyclone,9,50 km and greater,,,,,Operational
