ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
33,Quality information,033002,Quality information,Code table,0,0,2,Code table,0,1,,,Operational
33,Quality information,033003,Quality information,Code table,0,0,3,Code table,0,1,,,Operational
33,Quality information,033005,Quality information (AWS data),Flag table,0,0,30,Flag table,0,10,,,Operational
33,Quality information,033006,Internal measurement status information (AWS),Code table,0,0,3,Code table,0,1,,,Operational
33,Quality information,033007,Per cent confidence,%,0,0,7,%,0,3,,,Operational
33,Quality information,033015,Data quality-check indicator,Code table,0,0,6,Code table,0,2,,,Operational
33,Quality information,033020,Quality control indication of following value,Code table,0,0,3,Code table,0,1,,,Operational
33,Quality information,033021,Quality of following value,Code table,0,0,2,Code table,0,1,,,Operational
33,Quality information,033022,Quality of buoy satellite transmission,Code table,0,0,2,Code table,0,1,,,Operational
33,Quality information,033023,Quality of buoy location,Code table,0,0,2,Code table,0,1,,,Operational
33,Quality information,033024,Station elevation quality mark (for mobile stations),Code table,0,0,4,Code table,0,2,,,Operational
33,Quality information,033025,ACARS interpolated values indicator,Code table,0,0,3,Code table,0,1,,,Operational
33,Quality information,033026,Moisture quality,Code table,0,0,6,Code table,0,2,,,Operational
33,Quality information,033027,Location quality class (range of radius of 66 % confidence),Code table,0,0,3,Code table,0,1,,,Operational
33,Quality information,033028,Snapshot overall quality,Code table,0,0,3,Code table,0,1,,,Operational
33,Quality information,033030,Scan line status flags for ATOVS,Flag table,0,0,24,Flag table,0,8,,,Operational
33,Quality information,033031,Scan line quality flags for ATOVS,Flag table,0,0,24,Flag table,0,8,,,Operational
33,Quality information,033032,Channel quality flags for ATOVS,Flag table,0,0,24,Flag table,0,8,,,Operational
33,Quality information,033033,Field of view quality flags for ATOVS,Flag table,0,0,24,Flag table,0,8,,,Operational
33,Quality information,033035,Manual/automatic quality control,Code table,0,0,4,Code table,0,2,,,Operational
33,Quality information,033036,Nominal confidence threshold,%,0,0,7,%,0,3,,,Operational
33,Quality information,033037,Wind correlation error,Flag table,0,0,20,Flag table,0,7,,,Operational
33,Quality information,033038,Quality flags for ground-based GNSS data,Flag table,0,0,10,Flag table,0,4,,,Operational
33,Quality information,033039,Quality flags for radio occultation data,Flag table,0,0,16,Flag table,0,6,,,Operational
33,Quality information,033040,Confidence interval,%,0,0,7,%,0,3,,,Operational
33,Quality information,033041,Attribute of following value,Code table,0,0,2,Code table,0,1,,,Operational
33,Quality information,033042,Type of limit represented by following value,Code table,0,0,3,Code table,0,1,,,Operational
33,Quality information,033043,AST confidence,Flag table,0,0,8,Flag table,0,3,,,Operational
33,Quality information,033044,ASAR quality information,Flag table,0,0,15,Flag table,0,5,,,Operational
33,Quality information,033045,Probability of following event,%,0,0,7,%,0,3,(see Notes 1 and 3),"168,173",Operational
33,Quality information,033046,Conditional probability of following event with respect to specified conditioning event,%,0,0,7,%,0,3,"(see Notes 1, 2 and 3)","168,173,174",Operational
33,Quality information,033047,Measurement confidence data,Flag table,0,0,31,Flag table,0,11,,,Operational
33,Quality information,033048,Confidence measure of SAR inversion,Code table,0,0,2,Code table,0,1,,,Operational
33,Quality information,033049,Confidence measure of wind retrieval,Code table,0,0,2,Code table,0,1,,,Operational
33,Quality information,033050,Global GTSPP quality flag,Code table,0,0,4,Code table,0,2,,,Operational
33,Quality information,033052,S band ocean retracking quality,Flag table,0,0,21,Flag table,0,7,,,Operational
33,Quality information,033053,Ku band ocean retracking quality,Flag table,0,0,21,Flag table,0,7,,,Operational
