Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/03/001/1/007003,03,Meteorological sequences common to vertical soundings data,303001,,,007003,Geopotential,,,,Operational
bufr4/3/03/001/2/011001,03,Meteorological sequences common to vertical soundings data,303001,,,011001,Wind direction,,,,Operational
bufr4/3/03/001/3/011002,03,Meteorological sequences common to vertical soundings data,303001,,,011002,Wind speed,,,,Operational
bufr4/3/03/002/1/007004,03,Meteorological sequences common to vertical soundings data,303002,(Wind at pressure level),,007004,Pressure,,,,Operational
bufr4/3/03/002/2/011001,03,Meteorological sequences common to vertical soundings data,303002,(Wind at pressure level),,011001,Wind direction,,,,Operational
bufr4/3/03/002/3/011002,03,Meteorological sequences common to vertical soundings data,303002,(Wind at pressure level),,011002,Wind speed,,,,Operational
bufr4/3/03/003/1/007004,03,Meteorological sequences common to vertical soundings data,303003,,,007004,Pressure,,,,Operational
bufr4/3/03/003/2/010003,03,Meteorological sequences common to vertical soundings data,303003,,,010003,Geopotential,,,,Operational
bufr4/3/03/003/3/012001,03,Meteorological sequences common to vertical soundings data,303003,,,012001,Temperature/air temperature,,,,Operational
bufr4/3/03/003/4/012003,03,Meteorological sequences common to vertical soundings data,303003,,,012003,Dewpoint temperature,,,,Operational
bufr4/3/03/004/1/007004,03,Meteorological sequences common to vertical soundings data,303004,,,007004,Pressure,,,,Operational
bufr4/3/03/004/2/010003,03,Meteorological sequences common to vertical soundings data,303004,,,010003,Geopotential,,,,Operational
bufr4/3/03/004/3/012001,03,Meteorological sequences common to vertical soundings data,303004,,,012001,Temperature/air temperature,,,,Operational
bufr4/3/03/004/4/012003,03,Meteorological sequences common to vertical soundings data,303004,,,012003,Dewpoint temperature,,,,Operational
bufr4/3/03/004/5/011001,03,Meteorological sequences common to vertical soundings data,303004,,,011001,Wind direction,,,,Operational
bufr4/3/03/004/6/011002,03,Meteorological sequences common to vertical soundings data,303004,,,011002,Wind speed,,,,Operational
bufr4/3/03/011/1/007003,03,Meteorological sequences common to vertical soundings data,303011,(Wind at height),,007003,Geopotential,,,,Operational
bufr4/3/03/011/2/008001,03,Meteorological sequences common to vertical soundings data,303011,(Wind at height),,008001,Vertical sounding significance,,,,Operational
bufr4/3/03/011/3/011001,03,Meteorological sequences common to vertical soundings data,303011,(Wind at height),,011001,Wind direction,,,,Operational
bufr4/3/03/011/4/011002,03,Meteorological sequences common to vertical soundings data,303011,(Wind at height),,011002,Wind speed,,,,Operational
bufr4/3/03/012/1/007004,03,Meteorological sequences common to vertical soundings data,303012,(Wind at pressure level),,007004,Pressure,,,,Operational
bufr4/3/03/012/2/008001,03,Meteorological sequences common to vertical soundings data,303012,(Wind at pressure level),,008001,Vertical sounding significance,,,,Operational
bufr4/3/03/012/3/011001,03,Meteorological sequences common to vertical soundings data,303012,(Wind at pressure level),,011001,Wind direction,,,,Operational
bufr4/3/03/012/4/011002,03,Meteorological sequences common to vertical soundings data,303012,(Wind at pressure level),,011002,Wind speed,,,,Operational
bufr4/3/03/013/1/007004,03,Meteorological sequences common to vertical soundings data,303013,"(Geopotential, temperature, humidity, wind at pressure level)",,007004,Pressure,,,,Operational
bufr4/3/03/013/2/008001,03,Meteorological sequences common to vertical soundings data,303013,"(Geopotential, temperature, humidity, wind at pressure level)",,008001,Vertical sounding significance,,,,Operational
bufr4/3/03/013/3/010003,03,Meteorological sequences common to vertical soundings data,303013,"(Geopotential, temperature, humidity, wind at pressure level)",,010003,Geopotential,,,,Operational
bufr4/3/03/013/4/012001,03,Meteorological sequences common to vertical soundings data,303013,"(Geopotential, temperature, humidity, wind at pressure level)",,012001,Temperature/air temperature,,,,Operational
bufr4/3/03/013/5/013003,03,Meteorological sequences common to vertical soundings data,303013,"(Geopotential, temperature, humidity, wind at pressure level)",,013003,Relative humidity,,,,Operational
bufr4/3/03/013/6/011001,03,Meteorological sequences common to vertical soundings data,303013,"(Geopotential, temperature, humidity, wind at pressure level)",,011001,Wind direction,,,,Operational
bufr4/3/03/013/7/011002,03,Meteorological sequences common to vertical soundings data,303013,"(Geopotential, temperature, humidity, wind at pressure level)",,011002,Wind speed,,,,Operational
bufr4/3/03/014/1/007004,03,Meteorological sequences common to vertical soundings data,303014,"(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,007004,Pressure,,,,Operational
bufr4/3/03/014/2/008001,03,Meteorological sequences common to vertical soundings data,303014,"(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,008001,Vertical sounding significance,,,,Operational
bufr4/3/03/014/3/010003,03,Meteorological sequences common to vertical soundings data,303014,"(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,010003,Geopotential,,,,Operational
bufr4/3/03/014/4/012001,03,Meteorological sequences common to vertical soundings data,303014,"(Geopotential, temperature, dewpoint temperature, wind at pressure level)",,012001,Temperature/air temperature,,,,Operational
