ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
40,Satellite data,40001,Surface soil moisture (ms),%,1,0,10,%,1,4,,,Operational
40,Satellite data,40002,Estimated error in surface soil moisture,%,1,0,10,%,1,4,,,Operational
40,Satellite data,40003,Mean surface soil moisture,Numeric,3,0,10,Numeric,3,4,,,Operational
40,Satellite data,40004,Rain fall detection,Numeric,3,0,10,Numeric,3,4,,,Operational
40,Satellite data,40005,Soil moisture correction flag,Flag table,0,0,8,Flag table,0,3,,,Operational
40,Satellite data,40006,Soil moisture processing flag,Flag table,0,0,16,Flag table,0,6,,,Operational
40,Satellite data,40007,Soil moisture quality,%,1,0,10,%,1,4,,,Operational
40,Satellite data,40008,Frozen land surface fraction,%,1,0,10,%,1,4,,,Operational
40,Satellite data,40009,Inundation and wetland fraction,%,1,0,10,%,1,4,,,Operational
40,Satellite data,40010,Topographic complexity,%,1,0,10,%,1,4,,,Operational
40,Satellite data,40011,Interpolation flag,Flag table,0,0,8,Flag table,0,3,,,Operational
40,Satellite data,40012,Radiometer data quality flag,Flag table,0,0,8,Flag table,0,3,,,Operational
40,Satellite data,40013,Radiometer brightness temperature interpretation flag,Code table,0,0,3,Code table,0,1,,,Operational
40,Satellite data,40014,High-frequency fluctuations of the sea-surface topography correction,m,4,-3000,13,m,4,4,,,Operational
40,Satellite data,40015,Normalized differential vegetation index (NDVI),Numeric,2,-100,8,Numeric,2,3,,,Operational
40,Satellite data,40016,Residual RMS in band,Numeric,3,0,14,Numeric,3,5,,,Operational
40,Satellite data,40017,Non-normalized principal component score,Numeric,0,-1073741824,31,Numeric,0,10,,,Operational
40,Satellite data,40018,GIacAvgImagIIS - average of imager measurements,W m-2 sr-1 m,6,0,24,W m-2 sr-1 m,6,8,,,Operational
40,Satellite data,40019,GIacVarImagIIS - variance of imager measurements,W m-2 sr-1 m,6,0,24,W m-2 sr-1 m,6,8,,,Operational
40,Satellite data,40020,GqisFlagQualDetailed - quality flag for the system,Flag table,0,0,17,Flag table,0,6,,,Operational
40,Satellite data,40021,Fraction of weighted AVHRR pixel in IASI FOV covered with snow/ice,%,0,0,7,%,0,3,,,Operational
40,Satellite data,40022,"Number of missing, bad or failed AVHRR pixels",Numeric,0,0,7,Numeric,0,3,,,Operational
40,Satellite data,40023,Auxiliary altimeter state flags,Flag table,0,0,5,Flag table,0,2,,,Operational
40,Satellite data,40024,Meteorological map availability,Code table,0,0,3,Code table,0,1,,,Operational
40,Satellite data,40025,Interpolation flag for mean diurnal tide,Code table,0,0,2,Code table,0,1,,,Operational
40,Satellite data,40026,Score quantization factor,Numeric,2,0,16,Numeric,2,5,,,Operational
40,Satellite data,40027,Sun glint angle,deg,2,-18000,16,deg,2,5,,,Operational
40,Satellite data,40028,GMI quality flag,Code table,0,0,4,Code table,0,2,,,Operational
40,Satellite data,40029,Horizontal observation integration length,m,0,0,26,m,0,8,,,Operational
40,Satellite data,40030,Horizontal line of sight wind,m/s,2,-32767,16,m/s,2,5,,,Operational
40,Satellite data,40031,Error estimate of horizontal line of sight wind,m/s,2,0,15,m/s,2,5,,,Operational
40,Satellite data,40032,Derivative wind to pressure,m s-1 Pa-1,3,-100000,18,m s-1 Pa-1,3,6,,,Operational
40,Satellite data,40033,Derivative wind to temperature,m s-1 K-1,3,-100000,18,m s-1 K-1,3,6,,,Operational
40,Satellite data,40034,Derivative wind to backscatter ratio,m/s,3,-200000,19,m/s,3,6,,,Operational
40,Satellite data,40035,Satellite range,m,0,380000,18,m,0,6,,,Operational
40,Satellite data,40036,Lidar L2b classification type,Code table,0,0,4,Code table,0,2,,,Operational
40,Satellite data,40037,Backscatter ratio,Numeric,3,500,20,Numeric,3,7,,,Operational
40,Satellite data,40038,Cloud particle size,m,7,0,28,m,7,6,,,Operational
40,Satellite data,40039,Single look complex image intensity,Numeric,0,-25,5,Numeric,0,3,,,Operational
40,Satellite data,40040,Single look complex image skewness,Numeric,2,1,13,Numeric,0,4,,,Operational
40,Satellite data,40041,Single look complex image kurtosis,Numeric,2,1,13,Numeric,0,4,,,Operational
40,Satellite data,40042,Single look complex image variance,Numeric,2,1,13,Numeric,0,4,,,Operational
40,Satellite data,40043,Satellite manoeuvre indicator,Code table,0,0,3,Code table,0,1,,,Operational
40,Satellite data,40044,Dust index,Numeric,1,0,8,Numeric,1,3,,,Operational
40,Satellite data,40045,Cloud formation and height assignment,Flag table,0,0,5,Flag table,0,2,,,Operational
40,Satellite data,40046,Cloudiness summary,Code table,0,0,3,Code table,0,1,,,Operational
40,Satellite data,40047,Validation flag for IASI or IASI-NG level 1 product,Code table,0,0,3,Code table,0,1,,,Operational
40,Satellite data,40048,Validation flag of AMSU-A level 1 data flow,Code table,0,0,3,Code table,0,1,,,Operational
40,Satellite data,40049,Cloud tests executed and results,Flag table,0,0,16,Flag table,0,5,,,Operational
40,Satellite data,40050,Retrieval initialisation,Flag table,0,0,8,Flag table,0,3,,,Operational
40,Satellite data,40051,Convergence of the iterative retrieval,Code table,0,0,3,Code table,0,1,,,Operational
40,Satellite data,40052,Indication of super-adiabatic and super-saturation in final retrieval,Flag table,0,0,8,Flag table,0,3,,,Operational
40,Satellite data,40053,Number of iterations used for retrieval,Numeric,0,0,8,Numeric,0,3,,,Operational
40,Satellite data,40054,Potential processing and inputs errors,Flag table,0,0,13,Flag table,0,4,,,Operational
40,Satellite data,40055,Diagnostics on the retrieval,Flag table,0,0,21,Flag table,0,7,,,Operational
40,Satellite data,40056,General retrieval quality,Code table ,0,0,3,Code table,0,1,,,Operational
40,Satellite data,40057,IASI level 2 retrieval flags,Flag table,0,0,31,Flag table,0,10,,,Operational
40,Satellite data,40058,Number of vectors describing the characterization matrices,Numeric,0,0,8,Numeric,0,3,,,Operational
40,Satellite data,40059,Number of layers actually retrieved,Numeric,0,0,8,Numeric,0,3,,,Operational
40,Satellite data,40060,Number of profiles retrieved in scanline,Numeric,0,0,8,Numeric,0,3,,,Operational
40,Satellite data,40061,Air partial columns on each retrieved layer,mol cm-2,3,0,16,mol cm-2,3,5,,,Operational
40,Satellite data,40062,A-priori partial columns on each retrieved layer,mol cm-2,10,0,16,mol cm-2,10,5,,,Operational
40,Satellite data,40063,Scaling vector multiplying the a priori vector in order to define the retrieved vector,Numeric,5,0,26,Numeric,5,8,,,Operational
40,Satellite data,40064,Main eigenvalues of the sensitivity matrix,Numeric,6,0,31,Numeric,6,10,,,Operational
40,Satellite data,40065,Main eigenvectors of the sensitivity matrix,Numeric,6,-1000000000,31,Numeric,6,10,,,Operational
40,Satellite data,40066,Quality indicator for atmospheric water vapour,Numeric,1,0,8,Numeric,1,3,,,Operational
40,Satellite data,40067,Quality indicator for atmospheric temperature,Numeric,1,0,8,Numeric,1,3,,,Operational
40,Satellite data,40068,General retrieval quality flag for SO2,Code table,0,0,4,Code table,0,2,,,Operational
40,Satellite data,40069,PWLR estimated retrieval error for surface air temperature,K,4,-1000000,21,K,4,7,(see Note),114,Operational
40,Satellite data,40070,PWLR estimated retrieval error of surface dewpoint,K,4,-1000000,21,K,4,7,,,Operational
40,Satellite data,40071,Retrieval error covariance matrix for ozone in principal component domain,Numeric,4,-1000000,21,Numeric,4,7,,,Operational
40,Satellite data,40072,PWLR estimated retrieval quality indicator of atmospheric ozone,Numeric,1,0,8,Numeric,1,3,,,Operational
40,Satellite data,40073,PWLR estimated retrieval error of surface skin temperature,K,1,0,8,K,1,3,,,Operational
40,Satellite data,40074,General interferometry quality flags,Flag table,0,0,16,,,,,,Operational
