Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/04/001/1/008003,04,Meteorological sequences common to satellite observations,304001,"(Cloud top pressure, temperature, wind)",,008003,Vertical significance (satellite observations),,,,Operational
bufr4/3/04/001/2/010004,04,Meteorological sequences common to satellite observations,304001,"(Cloud top pressure, temperature, wind)",,010004,Pressure,,,,Operational
bufr4/3/04/001/3/012001,04,Meteorological sequences common to satellite observations,304001,"(Cloud top pressure, temperature, wind)",,012001,Temperature/air temperature,,,,Operational
bufr4/3/04/001/4/011001,04,Meteorological sequences common to satellite observations,304001,"(Cloud top pressure, temperature, wind)",,011001,Wind direction,,,,Operational
bufr4/3/04/001/5/011002,04,Meteorological sequences common to satellite observations,304001,"(Cloud top pressure, temperature, wind)",,011002,Wind speed,,,,Operational
bufr4/3/04/002/1/008003,04,Meteorological sequences common to satellite observations,304002,"(Cloud top pressure, wind)",,008003,Vertical significance (satellite observations),,,,Operational
bufr4/3/04/002/2/010004,04,Meteorological sequences common to satellite observations,304002,"(Cloud top pressure, wind)",,010004,Pressure,,,,Operational
bufr4/3/04/002/3/011001,04,Meteorological sequences common to satellite observations,304002,"(Cloud top pressure, wind)",,011001,Wind direction,,,,Operational
bufr4/3/04/002/4/011002,04,Meteorological sequences common to satellite observations,304002,"(Cloud top pressure, wind)",,011002,Wind speed,,,,Operational
bufr4/3/04/003/1/008003,04,Meteorological sequences common to satellite observations,304003,(Surface temperature),,008003,Vertical significance (satellite observations),,,,Operational
bufr4/3/04/003/2/012001,04,Meteorological sequences common to satellite observations,304003,(Surface temperature),,012001,Temperature/air temperature,,,,Operational
bufr4/3/04/004/1/008003,04,Meteorological sequences common to satellite observations,304004,"(Cloud top pressure, cloud cover, temperature)",,008003,Vertical significance (satellite observations),,,,Operational
bufr4/3/04/004/2/010004,04,Meteorological sequences common to satellite observations,304004,"(Cloud top pressure, cloud cover, temperature)",,010004,Pressure,,,,Operational
bufr4/3/04/004/3/020010,04,Meteorological sequences common to satellite observations,304004,"(Cloud top pressure, cloud cover, temperature)",,020010,Cloud cover (total),,,,Operational
bufr4/3/04/004/4/012001,04,Meteorological sequences common to satellite observations,304004,"(Cloud top pressure, cloud cover, temperature)",,012001,Temperature/air temperature,,,,Operational
bufr4/3/04/005/1/002024,04,Meteorological sequences common to satellite observations,304005,(Layer mean relative humidity),,002024,Integrated mean humidity computational method,,,,Operational
bufr4/3/04/005/2/007004,04,Meteorological sequences common to satellite observations,304005,(Layer mean relative humidity),,007004,Pressure,Define layer,,,Operational
bufr4/3/04/005/3/007004,04,Meteorological sequences common to satellite observations,304005,(Layer mean relative humidity),,007004,Pressure,,,,Operational
bufr4/3/04/005/4/013003,04,Meteorological sequences common to satellite observations,304005,(Layer mean relative humidity),,013003,Relative humidity,,,,Operational
bufr4/3/04/006/1/014001,04,Meteorological sequences common to satellite observations,304006,(Radiation),,014001,"Long-wave radiation, integrated over 24 hours",Outgoing long-wave radiation,,,Operational
bufr4/3/04/006/2/014001,04,Meteorological sequences common to satellite observations,304006,(Radiation),,014001,"Long-wave radiation, integrated over 24 hours",Incoming long-wave radiation,,,Operational
bufr4/3/04/006/3/014003,04,Meteorological sequences common to satellite observations,304006,(Radiation),,014003,"Short-wave radiation, integrated over 24 hours",Outgoing short-wave radiation,,,Operational
bufr4/3/04/011/1/002163,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,002163,Height assignment method,,,,Operational
bufr4/3/04/011/2/002164,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,002164,Tracer correlation method,,,,Operational
bufr4/3/04/011/3/008012,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,008012,Land/sea qualifier,,,,Operational
bufr4/3/04/011/4/007024,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,007024,Satellite zenith angle,,,,Operational
bufr4/3/04/011/5/002057,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,002057,Origin of first-guess information for GOES-I/M soundings,,,,Operational
bufr4/3/04/011/6/008021,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,008021,Time significance,,,,Operational
bufr4/3/04/011/7/004001,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004001,Year,,,,Operational
bufr4/3/04/011/8/004002,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004002,Month,,,,Operational
bufr4/3/04/011/9/004003,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004003,Day,,,,Operational
bufr4/3/04/011/10/004004,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004004,Hour,,,,Operational
bufr4/3/04/011/11/008021,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,008021,Time significance,,,,Operational
bufr4/3/04/011/12/004024,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004024,Time period or displacement,,,,Operational
bufr4/3/04/011/13/110004,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,110004,Replicate 10 descriptors 4 times,,,,Operational
bufr4/3/04/011/14/008021,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,008021,Time significance,,,,Operational
bufr4/3/04/011/15/004004,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004004,Hour,,,,Operational
bufr4/3/04/011/16/004005,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004005,Minute,,,,Operational
bufr4/3/04/011/17/004006,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004006,Second,,,,Operational
bufr4/3/04/011/18/008021,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,008021,Time significance,,,,Operational
bufr4/3/04/011/19/004004,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004004,Hour,,,,Operational
bufr4/3/04/011/20/004005,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004005,Minute,,,,Operational
bufr4/3/04/011/21/004006,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,004006,Second,,,,Operational
bufr4/3/04/011/22/011001,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,011001,Wind direction,,,,Operational
bufr4/3/04/011/23/011002,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,011002,Wind speed,,,,Operational
bufr4/3/04/011/24/103010,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,103010,Replicate 3 descriptors 10 times,,,,Operational
bufr4/3/04/011/25/002163,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,002163,Height assignment method,,,,Operational
bufr4/3/04/011/26/007004,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,007004,Pressure,,,,Operational
bufr4/3/04/011/27/012001,04,Meteorological sequences common to satellite observations,304011,(GOES-I/M info),,012001,Temperature/air temperature,,,,Operational
bufr4/3/04/030/1/027031,04,Meteorological sequences common to satellite observations,304030,(Location of platform),,027031,"In direction of 0 degrees longitude, distance from the Earth's centre",,,,Operational
bufr4/3/04/030/2/028031,04,Meteorological sequences common to satellite observations,304030,(Location of platform),,028031,"In direction 90 degrees East, distance from the Earth's centre",,,,Operational
bufr4/3/04/030/3/010031,04,Meteorological sequences common to satellite observations,304030,(Location of platform),,010031,"In direction of the North Pole, distance from the Earth's centre",,,,Operational
bufr4/3/04/031/1/001041,04,Meteorological sequences common to satellite observations,304031,(Speed of platform),,001041,Absolute platform velocity - first component,,,,Operational
bufr4/3/04/031/2/001042,04,Meteorological sequences common to satellite observations,304031,(Speed of platform),,001042,Absolute platform velocity - second component,,,,Operational
bufr4/3/04/031/3/001043,04,Meteorological sequences common to satellite observations,304031,(Speed of platform),,001043,Absolute platform velocity - third component,,,,Operational
bufr4/3/04/032/1/002153,04,Meteorological sequences common to satellite observations,304032,(Cloud fraction),,002153,Satellite channel centre frequency,,,,Operational
bufr4/3/04/032/2/002154,04,Meteorological sequences common to satellite observations,304032,(Cloud fraction),,002154,Satellite channel band width,,,,Operational
