Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/42/004/0,042004,Confidence of inversion for each partition of swell wave spectra,0,Wave direction resolved,,,,,Operational
bufr4/0/42/004/1,042004,Confidence of inversion for each partition of swell wave spectra,1,180-degree ambiguity not resolved,,,,,Operational
bufr4/0/42/004/2-14,042004,Confidence of inversion for each partition of swell wave spectra,2-14,Reserved,,,,,Operational
bufr4/0/42/004/15,042004,Confidence of inversion for each partition of swell wave spectra,15,Missing,,,,,Operational
bufr4/0/42/017/0,042017,Quality flag of swell wave spectra,0,Good,,,,,Operational
bufr4/0/42/017/1,042017,Quality flag of swell wave spectra,1,Medium,,,,,Operational
bufr4/0/42/017/2,042017,Quality flag of swell wave spectra,2,Low,,,,,Operational
bufr4/0/42/017/3,042017,Quality flag of swell wave spectra,3,Poor,,,,,Operational
bufr4/0/42/017/4-14,042017,Quality flag of swell wave spectra,4-14,Reserved,,,,,Operational
bufr4/0/42/017/15,042017,Quality flag of swell wave spectra,15,Missing,,,,,Operational
bufr4/0/42/018/0,042018,Quality flag for each partition of swell wave spectra,0,Very good,,,,,Operational
bufr4/0/42/018/1,042018,Quality flag for each partition of swell wave spectra,1,Good,,,,,Operational
bufr4/0/42/018/2,042018,Quality flag for each partition of swell wave spectra,2,Medium,,,,,Operational
bufr4/0/42/018/3,042018,Quality flag for each partition of swell wave spectra,3,Low,,,,,Operational
bufr4/0/42/018/4,042018,Quality flag for each partition of swell wave spectra,4,Poor,,,,,Operational
bufr4/0/42/018/5-14,042018,Quality flag for each partition of swell wave spectra,5-14,Reserved,,,,,Operational
bufr4/0/42/018/15,042018,Quality flag for each partition of swell wave spectra,15,Missing,,,,,Operational
