Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/40/005/1,040005,Soil moisture correction flag,1,Soil moisture between -20% and 0%,,,,,Operational
bufr4/0/40/005/2,040005,Soil moisture correction flag,2,Soil moisture between 100% and 120%,,,,,Operational
bufr4/0/40/005/3,040005,Soil moisture correction flag,3,Correction of wet backscatter reference,,,,,Operational
bufr4/0/40/005/4,040005,Soil moisture correction flag,4,Correction of dry backscatter reference,,,,,Operational
bufr4/0/40/005/5,040005,Soil moisture correction flag,5,Correction of volume scattering in sand,,,,,Operational
bufr4/0/40/005/6-7,040005,Soil moisture correction flag,6-7,Reserved,,,,,Operational
bufr4/0/40/005/All 8,040005,Soil moisture correction flag,All 8,Missing value,,,,,Operational
bufr4/0/40/006/1,040006,Soil moisture processing flag,1,Not soil,,,,,Operational
bufr4/0/40/006/2,040006,Soil moisture processing flag,2,Sensitivity to soil moisture below limit,,,,,Operational
bufr4/0/40/006/3,040006,Soil moisture processing flag,3,Azimuthal noise above limit,,,,,Operational
bufr4/0/40/006/4,040006,Soil moisture processing flag,4,Backscatter Fore-Aft beam out of range,,,,,Operational
bufr4/0/40/006/5,040006,Soil moisture processing flag,5,Slope Mid-Fore beam out of range,,,,,Operational
bufr4/0/40/006/6,040006,Soil moisture processing flag,6,Slope Mid-Aft beam out of range,,,,,Operational
bufr4/0/40/006/7,040006,Soil moisture processing flag,7,Soil moisture below -20%,,,,,Operational
bufr4/0/40/006/8,040006,Soil moisture processing flag,8,Soil moisture above 120%,,,,,Operational
bufr4/0/40/006/9-15,040006,Soil moisture processing flag,9-15,Reserved,,,,,Operational
bufr4/0/40/006/All 16,040006,Soil moisture processing flag,All 16,Missing value,,,,,Operational
bufr4/0/40/011/1,040011,Interpolation flag,1,Mean sea-surface (MSS) interpolation flag,,,,,Operational
bufr4/0/40/011/2,040011,Interpolation flag,2,"Ocean tide solution 1 interpolation flag (0 = 4 points over ocean, 1 = less than 4 points)",,,,,Operational
bufr4/0/40/011/3,040011,Interpolation flag,3,"Ocean tide solution 2 interpolation flag (0 = 4 points over ocean, 1 = less than 4 points)",,,,,Operational
bufr4/0/40/011/4,040011,Interpolation flag,4,"Meteorological data interpolation flag (0 = 4 points over ocean, 1 = less than 4 points)",,,,,Operational
bufr4/0/40/011/5-7,040011,Interpolation flag,5-7,Reserved,,,,,Operational
bufr4/0/40/011/All 8,040011,Interpolation flag,All 8,Missing value,,,,,Operational
bufr4/0/40/012/1,040012,Radiometer data quality flag,1,18.7 GHz brightness temperature,,,,,Operational
bufr4/0/40/012/2,040012,Radiometer data quality flag,2,23.8 GHz brightness temperature,,,,,Operational
bufr4/0/40/012/3,040012,Radiometer data quality flag,3,34 GHz brightness temperature,,,,,Operational
bufr4/0/40/012/4-7,040012,Radiometer data quality flag,4-7,Reserved,,,,,Operational
bufr4/0/40/012/All 8,040012,Radiometer data quality flag,All 8,Missing value,,,,,Operational
bufr4/0/40/013/0,040013,Radiometer brightness temperature interpretation flag,0,Interpolation with no gap between JMR data,,,,,Operational
bufr4/0/40/013/1,040013,Radiometer brightness temperature interpretation flag,1,Interpolation with gaps between JMR data,,,,,Operational
bufr4/0/40/013/2,040013,Radiometer brightness temperature interpretation flag,2,Extrapolation of JMR data,,,,,Operational
bufr4/0/40/013/3,040013,Radiometer brightness temperature interpretation flag,3,Failure of extrapolation and interpolation,,,,,Operational
bufr4/0/40/013/4-6,040013,Radiometer brightness temperature interpretation flag,4-6,Reserved,,,,,Operational
bufr4/0/40/013/7,040013,Radiometer brightness temperature interpretation flag,7,Missing value,,,,,Operational
bufr4/0/40/020/1,040020,GqisFlagQualDetailed - quality flag for the system,1,NZPD and complex calibration error,,,,,Operational
bufr4/0/40/020/2,040020,GqisFlagQualDetailed - quality flag for the system,2,Band 3 affected by spike,,,,,Operational
bufr4/0/40/020/3,040020,GqisFlagQualDetailed - quality flag for the system,3,Band 3 affected by saturation,,,,,Operational
bufr4/0/40/020/4,040020,GqisFlagQualDetailed - quality flag for the system,4,Band 2 affected by spike,,,,,Operational
bufr4/0/40/020/5,040020,GqisFlagQualDetailed - quality flag for the system,5,Band 1 affected by spike,,,,,Operational
bufr4/0/40/020/6,040020,GqisFlagQualDetailed - quality flag for the system,6,Overflow/under flow,,,,,Operational
bufr4/0/40/020/7,040020,GqisFlagQualDetailed - quality flag for the system,7,On-board processing error,,,,,Operational
bufr4/0/40/020/8,040020,GqisFlagQualDetailed - quality flag for the system,8,Spectral calibration error,,,,,Operational
bufr4/0/40/020/9,040020,GqisFlagQualDetailed - quality flag for the system,9,Radiometric calibration error,,,,,Operational
bufr4/0/40/020/10,040020,GqisFlagQualDetailed - quality flag for the system,10,Missing AVHRR data,,,,,Operational
bufr4/0/40/020/11,040020,GqisFlagQualDetailed - quality flag for the system,11,Missing IIS data,,,,,Operational
bufr4/0/40/020/12,040020,GqisFlagQualDetailed - quality flag for the system,12,Missing sounder data,,,,,Operational
bufr4/0/40/020/13,040020,GqisFlagQualDetailed - quality flag for the system,13,GqisFlagQual summary flag for all bands,,,,,Operational
bufr4/0/40/020/14,040020,GqisFlagQualDetailed - quality flag for the system,14,On-ground processing error,,,,,Operational
bufr4/0/40/020/15,040020,GqisFlagQualDetailed - quality flag for the system,15,Inter-calibration error IASI/AVHRR,,,,,Operational
bufr4/0/40/020/16,040020,GqisFlagQualDetailed - quality flag for the system,16,Spare,,,,,Operational
bufr4/0/40/020/All 17,040020,GqisFlagQualDetailed - quality flag for the system,All 17,Missing value,,,,,Operational
bufr4/0/40/023/1,040023,Auxiliary altimeter state flags,1,"Band sequence (0 = 3Ku_1C_3Ku, 1 = 2Ku_1C_2Ku)",,,,,Operational
bufr4/0/40/023/2,040023,Auxiliary altimeter state flags,2,"C band frequency (0 = 320 MHz, 1 = 100 MHz)",,,,,Operational
bufr4/0/40/023/3,040023,Auxiliary altimeter state flags,3,"C band status (0 = On, 1 = Off)",,,,,Operational
bufr4/0/40/023/4,040023,Auxiliary altimeter state flags,4,"Ku band status (0 = On, 1 = Off)",,,,,Operational
bufr4/0/40/023/All 5,040023,Auxiliary altimeter state flags,All 5,Missing value,,,,,Operational
bufr4/0/40/024/0,040024,Meteorological map availability,0,2 maps available (6 hours apart),,,,,Operational
bufr4/0/40/024/1,040024,Meteorological map availability,1,2 maps available (> 6 hours apart),,,,,Operational
bufr4/0/40/024/2,040024,Meteorological map availability,2,1 map available; data extrapolated,,,,,Operational
bufr4/0/40/024/3,040024,Meteorological map availability,3,No maps used,,,,,Operational
bufr4/0/40/024/4-6,040024,Meteorological map availability,4-6,Reserved,,,,,Operational
bufr4/0/40/024/7,040024,Meteorological map availability,7,Missing value,,,,,Operational
bufr4/0/40/025/0,040025,Interpolation flag for mean diurnal tide,0,Good,,,,,Operational
bufr4/0/40/025/1,040025,Interpolation flag for mean diurnal tide,1,Bad,,,,,Operational
bufr4/0/40/025/2,040025,Interpolation flag for mean diurnal tide,2,Reserved,,,,,Operational
bufr4/0/40/025/3,040025,Interpolation flag for mean diurnal tide,3,Missing value,,,,,Operational
bufr4/0/40/028/0,040028,GMI quality flag,0,Good data,,,,,Operational
bufr4/0/40/028/1,040028,GMI quality flag,1,Possible sun glint,,,,,Operational
bufr4/0/40/028/2,040028,GMI quality flag,2,Possible radio-frequency interference,,,,,Operational
bufr4/0/40/028/3,040028,GMI quality flag,3,Degraded geolocation data,,,,,Operational
bufr4/0/40/028/4,040028,GMI quality flag,4,Data corrected for warm load intrusion,,,,,Operational
bufr4/0/40/028/5,040028,GMI quality flag,5,Scan blanking on,,,,,Operational
bufr4/0/40/028/6,040028,GMI quality flag,6,Data is missing from file or unreadable,,,,,Operational
bufr4/0/40/028/7,040028,GMI quality flag,7,Unphysical brightness temperature,,,,,Operational
bufr4/0/40/028/8,040028,GMI quality flag,8,Error in geolocation data,,,,,Operational
bufr4/0/40/028/9,040028,GMI quality flag,9,Data missing in one channel,,,,,Operational
bufr4/0/40/028/10,040028,GMI quality flag,10,Data missing in multiple channels,,,,,Operational
bufr4/0/40/028/11,040028,GMI quality flag,11,Lat/lon values are out of range,,,,,Operational
bufr4/0/40/028/12,040028,GMI quality flag,12,Non-normal status modes,,,,,Operational
bufr4/0/40/028/13,040028,GMI quality flag,13,Distance to corresponding low frequency pixel > 7 km,,,,,Operational
bufr4/0/40/028/14,040028,GMI quality flag,14,Reserved,,,,,Operational
bufr4/0/40/028/15,040028,GMI quality flag,15,Missing value (no quality information available),,,,,Operational
bufr4/0/40/036/0,040036,Lidar L2b classification type,0,Clear,,,,,Operational
bufr4/0/40/036/1,040036,Lidar L2b classification type,1,Cloud,,,,,Operational
bufr4/0/40/036/2,040036,Lidar L2b classification type,2,Aerosol,,,,,Operational
bufr4/0/40/036/3,040036,Lidar L2b classification type,3,Attenuated,,,,,Operational
bufr4/0/40/036/4,040036,Lidar L2b classification type,4,Surface,,,,,Operational
bufr4/0/40/036/5-14,040036,Lidar L2b classification type,5-14,Reserved,,,,,Operational
bufr4/0/40/036/15,040036,Lidar L2b classification type,15,Missing value,,,,,Operational
bufr4/0/40/043/0,040043,Satellite manoeuvre indicator,0,The platform is not undergoing a manoeuvre,,,,,Operational
bufr4/0/40/043/1,040043,Satellite manoeuvre indicator,1,"The platform is undergoing a manoeuvre, nominal processing",,,,,Operational
bufr4/0/40/043/2,040043,Satellite manoeuvre indicator,2,"The platform is undergoing a manoeuvre, no processing",,,,,Operational
bufr4/0/40/043/3-6,040043,Satellite manoeuvre indicator,3-6,Reserved,,,,,Operational
bufr4/0/40/043/7,040043,Satellite manoeuvre indicator,7,Missing value,,,,,Operational
bufr4/0/40/045/1,040045,Cloud formation and height assignment,1,Cloud products retrieved with the chi-squared method,,,,,Operational
bufr4/0/40/045/2,040045,Cloud formation and height assignment,2,Cloud products retrieved with the CO2-slicing,,,,,Operational
bufr4/0/40/045/3,040045,Cloud formation and height assignment,3,Height assignment performed with statistical first guess retrieval,,,,,Operational
bufr4/0/40/045/4,040045,Cloud formation and height assignment,4,Height assignment performed with NWP forecasts,,,,,Operational
bufr4/0/40/045/All 5,040045,Cloud formation and height assignment,All 5,Missing value,,,,,Operational
bufr4/0/40/046/0,040046,Cloudiness summary,0,The IASI IFOV is clear,,,,,Operational
bufr4/0/40/046/1,040046,Cloudiness summary,1,Small cloud contamination possible,,,,,Operational
bufr4/0/40/046/2,040046,Cloudiness summary,2,The IASI IFOV is partially covered by clouds,,,,,Operational
bufr4/0/40/046/3,040046,Cloudiness summary,3,High or full cloud coverage,,,,,Operational
bufr4/0/40/046/4-6,040046,Cloudiness summary,4-6,Reserved,,,,,Operational
bufr4/0/40/046/7,040046,Cloudiness summary,7,Missing value,,,,,Operational
bufr4/0/40/047/0,040047,Validation flag for IASI or IASI-NG level 1 product,0,The measurements and side information are available and of good quality for L2 processing,,,,,Operational
bufr4/0/40/047/1,040047,Validation flag for IASI or IASI-NG level 1 product,1,"The L1c products are of degraded quality according to L1c flags, no L2 processing",,,,,Operational
bufr4/0/40/047/2,040047,Validation flag for IASI or IASI-NG level 1 product,2,"Quality control indicates that the L1c data are of degraded quality (not indicated by the IASI L1c flags), no L2 processing",,,,,Operational
bufr4/0/40/047/3-6,040047,Validation flag for IASI or IASI-NG level 1 product,3-6,Reserved,,,,,Operational
bufr4/0/40/047/7,040047,Validation flag for IASI or IASI-NG level 1 product,7,Missing value,,,,,Operational
bufr4/0/40/048/0,040048,Validation flag of AMSU-A level 1 data flow,0,"The expected AMSU measurements are available, of good quality and collocated with IASI for processing",,,,,Operational
bufr4/0/40/048/1,040048,Validation flag of AMSU-A level 1 data flow,1,AMSU-A data are available but of degraded quality (according to AMSU L1 flags or QC tests) and not used for processing,,,,,Operational
bufr4/0/40/048/2,040048,Validation flag of AMSU-A level 1 data flow,2,No coincident (time and space) AMSU measurements available for processing,,,,,Operational
bufr4/0/40/048/3-6,040048,Validation flag of AMSU-A level 1 data flow,3-6,Reserved,,,,,Operational
bufr4/0/40/048/7,040048,Validation flag of AMSU-A level 1 data flow,7,Missing value,,,,,Operational
bufr4/0/40/049/1-3,040049,Cloud tests executed and results,1-3,Reserved,,,,,Operational
bufr4/0/40/049/4,040049,Cloud tests executed and results,4,IASI cloud optical thickness indicates a cloud,,,,,Operational
bufr4/0/40/049/5,040049,Cloud tests executed and results,5,IASI cloud optical thickness computed,,,,,Operational
bufr4/0/40/049/6,040049,Cloud tests executed and results,6,AVHRR heterogeneity test indicates a cloud,,,,,Operational
bufr4/0/40/049/7,040049,Cloud tests executed and results,7,AVHRR heterogeneity test executed,,,,,Operational
bufr4/0/40/049/8,040049,Cloud tests executed and results,8,IASI-AVHRR ANN cloud test indicates a cloud,,,,,Operational
bufr4/0/40/049/9,040049,Cloud tests executed and results,9,IASI-AVHRR ANN cloud test executed,,,,,Operational
bufr4/0/40/049/10,040049,Cloud tests executed and results,10,AVHRR integrated cloud fraction indicates a cloud,,,,,Operational
bufr4/0/40/049/11,040049,Cloud tests executed and results,11,AVHRR integrated cloud fraction assessed,,,,,Operational
bufr4/0/40/049/12,040049,Cloud tests executed and results,12,AMSU cloud test indicates a cloud,,,,,Operational
bufr4/0/40/049/13,040049,Cloud tests executed and results,13,AMSU cloud test executed,,,,,Operational
bufr4/0/40/049/14,040049,Cloud tests executed and results,14,IASI Window cloud test indicates a cloud,,,,,Operational
bufr4/0/40/049/15,040049,Cloud tests executed and results,15,IASI Window cloud test executed,,,,,Operational
bufr4/0/40/049/All 16,040049,Cloud tests executed and results,All 16,Missing value,,,,,Operational
bufr4/0/40/050/1-4,040050,Retrieval initialisation,1-4,Reserved,,,,,Operational
bufr4/0/40/050/5,040050,Retrieval initialisation,5,MHS included ,,,,,Operational
bufr4/0/40/050/6,040050,Retrieval initialisation,6,AMSU included,,,,,Operational
bufr4/0/40/050/7,040050,Retrieval initialisation,7,IASI included,,,,,Operational
bufr4/0/40/050/All 8,040050,Retrieval initialisation,All 8,Missing value,,,,,Operational
bufr4/0/40/051/0,040051,Convergence of the iterative retrieval,0,Optimal estimation methods (OEM) not attempted,,,,,Operational
bufr4/0/40/051/1,040051,Convergence of the iterative retrieval,1,OEM aborted because first guess residuals too high,,,,,Operational
bufr4/0/40/051/2,040051,Convergence of the iterative retrieval,2,"The minimization did not converge, sounding rejected",,,,,Operational
bufr4/0/40/051/3,040051,Convergence of the iterative retrieval,3,"The minimization did not converge, sounding accepted",,,,,Operational
bufr4/0/40/051/4,040051,Convergence of the iterative retrieval,4,The minimization converged but sounding rejected,,,,,Operational
bufr4/0/40/051/5,040051,Convergence of the iterative retrieval,5,"The minimization converged, sounding accepted",,,,,Operational
bufr4/0/40/051/6,040051,Convergence of the iterative retrieval,6,Reserved,,,,,Operational
bufr4/0/40/051/7,040051,Convergence of the iterative retrieval,7,Missing value,,,,,Operational
bufr4/0/40/052/1-3,040052,Indication of super-adiabatic and super-saturation in final retrieval,1-3,Reserved,,,,,Operational
bufr4/0/40/052/4,040052,Indication of super-adiabatic and super-saturation in final retrieval,4,Supersaturation conditions in the OEM retrieval,,,,,Operational
bufr4/0/40/052/5,040052,Indication of super-adiabatic and super-saturation in final retrieval,5,Superadiabatic conditions in the OEM retrieval,,,,,Operational
bufr4/0/40/052/6,040052,Indication of super-adiabatic and super-saturation in final retrieval,6,Supersaturation conditions in the first guess,,,,,Operational
bufr4/0/40/052/7,040052,Indication of super-adiabatic and super-saturation in final retrieval,7,Superadiabatic conditions in the first guess,,,,,Operational
bufr4/0/40/052/All 8,040052,Indication of super-adiabatic and super-saturation in final retrieval,All 8,Missing value,,,,,Operational
bufr4/0/40/054/1,040054,Potential processing and inputs errors,1,An error has been detected,,,,,Operational
bufr4/0/40/054/2,040054,Potential processing and inputs errors,2,Message from L1,,,,,Operational
bufr4/0/40/054/3,040054,Potential processing and inputs errors,3,Message from L2,,,,,Operational
bufr4/0/40/054/4,040054,Potential processing and inputs errors,4,Message from ancillary data,,,,,Operational
bufr4/0/40/054/5,040054,Potential processing and inputs errors,5,Message from fitting procedure,,,,,Operational
bufr4/0/40/054/6,040054,Potential processing and inputs errors,6,File opening,,,,,Operational
bufr4/0/40/054/7,040054,Potential processing and inputs errors,7,File reading,,,,,Operational
bufr4/0/40/054/8,040054,Potential processing and inputs errors,8,Quality flag,,,,,Operational
bufr4/0/40/054/9,040054,Potential processing and inputs errors,9,"Level 2 ""from linear regression""(F_Qual), report a pixel where L2 are not fully trusted",,,,,Operational
bufr4/0/40/054/10,040054,Potential processing and inputs errors,10,Empty field or data,,,,,Operational
