ClassNo,ClassName_en,FXY,ElementName_en,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_en,noteIDs,Status
8,Significance qualifiers,8001,Vertical sounding significance,Flag table,0,0,7,Flag table,0,3,,,Operational
8,Significance qualifiers,8002,Vertical significance (surface observations),Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8003,Vertical significance (satellite observations),Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8004,Phase of aircraft flight,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8005,Meteorological attribute significance,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8006,Ozone vertical sounding significance,Flag table,0,0,9,Flag table,0,3,,,Operational
8,Significance qualifiers,8007,Dimensional significance,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8008,Radiation vertical sounding significance,Flag table,0,0,9,Flag table,0,3,,,Operational
8,Significance qualifiers,8009,Detailed phase of flight,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8010,Surface qualifier (temperature data),Code table,0,0,5,Code table,0,2,,,Operational
8,Significance qualifiers,8011,Meteorological feature,Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8012,Land/sea qualifier,Code table,0,0,2,Code table,0,1,,,Operational
8,Significance qualifiers,8013,Day/night qualifier,Code table,0,0,2,Code table,0,1,,,Operational
8,Significance qualifiers,8014,Qualifier for runway visual range,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8015,Significant qualifier for sensor,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8016,Change qualifier of a trend-type forecast or an aerodrome forecast,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8017,Qualifier of the time when the forecast change is expected,Code table,0,0,2,Code table,0,1,,,Operational
8,Significance qualifiers,8018,SEAWINDS land/ice surface type,Flag table,0,0,17,Flag table,0,6,,,Operational
8,Significance qualifiers,8019,Qualifier for following centre identifier,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8020,Total number of missing entities (with respect to accumulation or average),Numeric,0,0,16,Numeric,0,5,,,Operational
8,Significance qualifiers,8021,Time significance,Code table,0,0,5,Code table,0,2,,,Operational
8,Significance qualifiers,8022,Total number (with respect to accumulation or average),Numeric,0,0,16,Numeric,0,5,,,Operational
8,Significance qualifiers,8023,First-order statistics,Code table,0,0,6,Code table,0,2,(see Note 3),70,Operational
8,Significance qualifiers,8024,Difference statistics,Code table,0,0,6,Code table,0,2,(see Note 4),61,Operational
8,Significance qualifiers,8025,Time difference qualifier,Code table,0,0,4,Code table,0,2,(see Note 5),49,Operational
8,Significance qualifiers,8026,Matrix significance,Code table,0,0,6,Code table,0,2,,,Operational
8,Significance qualifiers,8029,Surface type,Code table,0,0,8,Code table,0,3,,,Operational
8,Significance qualifiers,8030,"Manual on Codes (Volume I.1, Section C) Code table from which data are derived",Numeric,0,0,13,Numeric,0,4,,,Operational
8,Significance qualifiers,8031,Data category - CREX table A,Numeric,0,0,8,Numeric,0,3,,,Operational
8,Significance qualifiers,8032,Status of operation,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8033,Method of derivation of percentage confidence,Code table,0,0,7,Code table,0,3,(see Note 6),50,Operational
8,Significance qualifiers,8034,Temperature/salinity measurement qualifier,Code table,0,0,4,Code table,0,2,,,Operational
8,Significance qualifiers,8035,Type of monitoring exercise,Code table,0,0,3,Code table,0,1,,,Operational
8,Significance qualifiers,8036,Type of centre or station performing monitoring,Code table,0,0,3,Code table,0,1,,,Operational
