Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,Status
06,Meteorological or oceanographic sequences common to oceanographic observations,D06001,"(Depth, temperature)",,B02032,Indicator for digitization,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06001,"(Depth, temperature)",,R02000,Delayed replication of 2 descriptors,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06001,"(Depth, temperature)",,B07062,Depth below sea/water surface,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06001,"(Depth, temperature)",,B22042,Sea/water temperature,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06002,(Current),,B02031,Duration and time of current measurement,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06002,(Current),,B22004,Direction of current,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06002,(Current),,B22031,Speed of current,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06003,(Surface wind and temperature),,B02002,Type of instrumentation for wind measurement,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06003,(Surface wind and temperature),,B11011,Wind direction at 10 m,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06003,(Surface wind and temperature),,B11012,Wind speed at 10 m,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06003,(Surface wind and temperature),,B12004,Air temperature at 2 m,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06004,"(Depth, temperature, salinity)",,B02032,Indicator for digitization,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06004,"(Depth, temperature, salinity)",,B02033,Method of salinity/depth measurement,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06004,"(Depth, temperature, salinity)",,R03000,Delayed replication of 3 descriptors,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06004,"(Depth, temperature, salinity)",,B07062,Depth below sea/water surface,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06004,"(Depth, temperature, salinity)",,B22043,Sea/water temperature,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06004,"(Depth, temperature, salinity)",,B22062,Salinity,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06005,,,B02031,Duration and time of current measurement,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06005,,,R03000,Delayed replication of 3 descriptors,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06005,,,B07062,Depth below sea/water surface,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06005,,,B22004,Direction of current,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06005,,,B22031,Speed of current,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06006,(Under water sounding (optional) parameters),,D06003,Surface wind and temperature,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06006,(Under water sounding (optional) parameters),,D06002,Current,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06006,(Under water sounding (optional) parameters),,B22063,Total water depth,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06007,(Buoy spare block parameters),,B01012,Direction of motion of moving observing platform,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06007,(Buoy spare block parameters),,B01014,Platform drift speed (high precision),,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06007,(Buoy spare block parameters),,D06008,Buoy instrumentation parameters,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06007,(Buoy spare block parameters),,B04024,Time period or displacement,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06007,(Buoy spare block parameters),,B27003,Alternate latitude (coarse accuracy),,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06007,(Buoy spare block parameters),,B28003,Alternate longitude (coarse accuracy),,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06008,(Buoy instrumentation parameters),,B02034,Drogue type,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06008,(Buoy instrumentation parameters),,B02035,Cable length,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06008,(Buoy instrumentation parameters),,B02036,Buoy type,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,D01021,Latitude/longitude (high accuracy),,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,B01075,Tide station identification,Alphanumeric ID (5 characters),,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,B02147,Method of transmission to collection centre,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,D01011,"Year, month, day",,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",,D01013,"Hour, minute, second",,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06012,"(Sequence for representation of sensor type, significant qualifier for sensor and status of operation)",,B02007,Type of sensor for water level measuring instrument,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06012,"(Sequence for representation of sensor type, significant qualifier for sensor and status of operation)",,B08015,Significant qualifier for sensor,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06012,"(Sequence for representation of sensor type, significant qualifier for sensor and status of operation)",,B08032,Status of operation,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06012,"(Sequence for representation of sensor type, significant qualifier for sensor and status of operation)",,D06029,Sequence for representation of tsunameter sampling information for water column heights in the time series report,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,D06012,"Sequence for representation of sensor type, significant qualifier for sensor and status of operation",,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,D01011,"Year, month, day",Reference date for the time series,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,D01013,"Hour, minute, second",Reference time for the time series,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,B22120,Tide station automated water level check,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,B22121,Tide station manual water level check,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,B04015,Time increment,Added to reset the reference time,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,B04065,Short time increment,Added to each data value in the time series,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,R02000,Delayed replication of 2 descriptors,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,B22038,Tidal elevation with respect to local chart datum,,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06013,(Sequence for representation of water level and residual in the time series),,B22040,Meteorological residual tidal elevation (surge or offset),,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06014,"(Sequence for representation of water level in the time series, similar to D 06 013 but with no residual)",,D06012,"Sequence for representation of sensor type, significant qualifier for sensor and status of operation",,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06014,"(Sequence for representation of water level in the time series, similar to D 06 013 but with no residual)",,D01011,"Year, month, day ",Reference date for the time series,,Operational
06,Meteorological or oceanographic sequences common to oceanographic observations,D06014,"(Sequence for representation of water level in the time series, similar to D 06 013 but with no residual)",,D01013,"Hour, minute, second",Reference time for the time series,,Operational
