Id,Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
bufr4/3/40/001/1/001007,40,Additional satellite report sequences,340001,(IASI Level 1c data),,001007,Satellite identifier,,,,Operational
bufr4/3/40/001/2/001031,40,Additional satellite report sequences,340001,(IASI Level 1c data),,001031,Identification of originating/generating centre,,,,Operational
bufr4/3/40/001/3/002019,40,Additional satellite report sequences,340001,(IASI Level 1c data),,002019,Satellite instruments,,,,Operational
bufr4/3/40/001/4/002020,40,Additional satellite report sequences,340001,(IASI Level 1c data),,002020,Satellite classification,,,,Operational
bufr4/3/40/001/5/004001,40,Additional satellite report sequences,340001,(IASI Level 1c data),,004001,Year,,,,Operational
bufr4/3/40/001/6/004002,40,Additional satellite report sequences,340001,(IASI Level 1c data),,004002,Month,,,,Operational
bufr4/3/40/001/7/004003,40,Additional satellite report sequences,340001,(IASI Level 1c data),,004003,Day,,,,Operational
bufr4/3/40/001/8/004004,40,Additional satellite report sequences,340001,(IASI Level 1c data),,004004,Hour,,,,Operational
bufr4/3/40/001/9/004005,40,Additional satellite report sequences,340001,(IASI Level 1c data),,004005,Minute,,,,Operational
bufr4/3/40/001/10/202131,40,Additional satellite report sequences,340001,(IASI Level 1c data),,202131,Change scale,Add 3 to scale,,,Operational
bufr4/3/40/001/11/201138,40,Additional satellite report sequences,340001,(IASI Level 1c data),,201138,Change data width,Add 10 to width,,,Operational
bufr4/3/40/001/12/004006,40,Additional satellite report sequences,340001,(IASI Level 1c data),,004006,Second,,,,Operational
bufr4/3/40/001/13/201000,40,Additional satellite report sequences,340001,(IASI Level 1c data),,201000,Change data width,Cancel,,,Operational
bufr4/3/40/001/14/202000,40,Additional satellite report sequences,340001,(IASI Level 1c data),,202000,Change scale,Cancel,,,Operational
bufr4/3/40/001/15/005001,40,Additional satellite report sequences,340001,(IASI Level 1c data),,005001,Latitude (high accuracy),,,,Operational
bufr4/3/40/001/16/006001,40,Additional satellite report sequences,340001,(IASI Level 1c data),,006001,Longitude (high accuracy),,,,Operational
bufr4/3/40/001/17/007024,40,Additional satellite report sequences,340001,(IASI Level 1c data),,007024,Satellite zenith angle,,,,Operational
bufr4/3/40/001/18/005021,40,Additional satellite report sequences,340001,(IASI Level 1c data),,005021,Bearing or azimuth,,,,Operational
bufr4/3/40/001/19/007025,40,Additional satellite report sequences,340001,(IASI Level 1c data),,007025,Solar zenith angle,,,,Operational
bufr4/3/40/001/20/005022,40,Additional satellite report sequences,340001,(IASI Level 1c data),,005022,Solar azimuth,,,,Operational
bufr4/3/40/001/21/005043,40,Additional satellite report sequences,340001,(IASI Level 1c data),,005043,Field of view number,,,,Operational
bufr4/3/40/001/22/005040,40,Additional satellite report sequences,340001,(IASI Level 1c data),,005040,Orbit number,,,,Operational
bufr4/3/40/001/23/201133,40,Additional satellite report sequences,340001,(IASI Level 1c data),,201133,Change data width,Add 5 to width,,,Operational
bufr4/3/40/001/24/005041,40,Additional satellite report sequences,340001,(IASI Level 1c data),,005041,Scan line number,,,,Operational
bufr4/3/40/001/25/201000,40,Additional satellite report sequences,340001,(IASI Level 1c data),,201000,Change data width,Cancel,,,Operational
bufr4/3/40/001/26/201132,40,Additional satellite report sequences,340001,(IASI Level 1c data),,201132,Change data width,Add 4 to width,,,Operational
