Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/02/001/0,002001,Type of station,0,Automatic,,,,,Operational
bufr4/0/02/001/1,002001,Type of station,1,Manned,,,,,Operational
bufr4/0/02/001/2,002001,Type of station,2,Hybrid: both manned and automatic,,,,,Operational
bufr4/0/02/001/3,002001,Type of station,3,Missing value,,,,,Operational
bufr4/0/02/002/1,002002,Type of instrumentation for wind measurement,1,Certified instruments,,,,,Operational
bufr4/0/02/002/2,002002,Type of instrumentation for wind measurement,2,Originally measured in knots,,,,,Operational
bufr4/0/02/002/3,002002,Type of instrumentation for wind measurement,3,Originally measured in km h-1,,,,,Operational
bufr4/0/02/002/All-4,002002,Type of instrumentation for wind measurement,All 4,Missing value,,,,,Operational
bufr4/0/02/003/0,002003,Type of measuring equipment used,0,Pressure instrument associated with wind measuring equipment,,,,,Operational
bufr4/0/02/003/1,002003,Type of measuring equipment used,1,Optical theodolite,,,,,Operational
bufr4/0/02/003/2,002003,Type of measuring equipment used,2,Radio theodolite,,,,,Operational
bufr4/0/02/003/3,002003,Type of measuring equipment used,3,Radar,,,,,Operational
bufr4/0/02/003/4,002003,Type of measuring equipment used,4,VLF-Omega,,,,,Operational
bufr4/0/02/003/5,002003,Type of measuring equipment used,5,Loran C,,,,,Operational
bufr4/0/02/003/6,002003,Type of measuring equipment used,6,Wind profiler,,,,,Operational
bufr4/0/02/003/7,002003,Type of measuring equipment used,7,Satellite navigation,,,,,Operational
bufr4/0/02/003/8,002003,Type of measuring equipment used,8,Radio-acoustic Sounding System (RASS),,,,,Operational
bufr4/0/02/003/9,002003,Type of measuring equipment used,9,Sodar,,,,,Operational
bufr4/0/02/003/10,002003,Type of measuring equipment used,10,Lidar,,,,,Operational
bufr4/0/02/003/11-13,002003,Type of measuring equipment used,11-13,Reserved,,,,,Operational
bufr4/0/02/003/14,002003,Type of measuring equipment used,14,Pressure instrument associated with wind measuring equipment but pressure element failed during ascent,,,,,Operational
bufr4/0/02/003/15,002003,Type of measuring equipment used,15,Missing value,,,,,Operational
bufr4/0/02/004/0,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,0,USA open pan evaporimeter (without cover),Evaporation,,,,Operational
bufr4/0/02/004/1,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,1,USA open pan evaporimeter (mesh covered),Evaporation,,,,Operational
bufr4/0/02/004/2,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,2,GGI-3000 evaporimeter (sunken),Evaporation,,,,Operational
bufr4/0/02/004/3,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,3,20 m2 tank,Evaporation,,,,Operational
bufr4/0/02/004/4,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,4,Others,Evaporation,,,,Operational
bufr4/0/02/004/5,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,5,Rice,Evapotranspiration,,,,Operational
bufr4/0/02/004/6,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,6,Wheat,Evapotranspiration,,,,Operational
bufr4/0/02/004/7,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,7,Maize,Evapotranspiration,,,,Operational
bufr4/0/02/004/8,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,8,Sorghum,Evapotranspiration,,,,Operational
bufr4/0/02/004/9,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,9,Other crops,Evapotranspiration,,,,Operational
bufr4/0/02/004/10-14,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,10-14,Reserved,,,,,Operational
bufr4/0/02/004/15,002004,Type of instrumentation for evaporation measurement or type of crop for which evapotranspiration is reported,15,Missing value,,,,,Operational
bufr4/0/02/006/0,002006,Upper Air Remote Sensing Instrument Type,0,Reserved,,,,,Operational
bufr4/0/02/006/1,002006,Upper Air Remote Sensing Instrument Type,1,Elastic backscatter lidar,,,,,Operational
bufr4/0/02/006/2,002006,Upper Air Remote Sensing Instrument Type,2,Raman backscatter lidar,,,,,Operational
bufr4/0/02/006/3,002006,Upper Air Remote Sensing Instrument Type,3,Radar wind profiler,,,,,Operational
bufr4/0/02/006/4,002006,Upper Air Remote Sensing Instrument Type,4,Lidar wind profiler,,,,,Operational
bufr4/0/02/006/5,002006,Upper Air Remote Sensing Instrument Type,5,Sodar wind profiler,,,,,Operational
bufr4/0/02/006/6,002006,Upper Air Remote Sensing Instrument Type,6,Wind profiler,,,,,Operational
bufr4/0/02/006/7,002006,Upper Air Remote Sensing Instrument Type,7,Lidar,,,,,Operational
bufr4/0/02/006/8,002006,Upper Air Remote Sensing Instrument Type,8,Ground-based microwave radiometer,,,,,Operational
bufr4/0/02/006/9,002006,Upper Air Remote Sensing Instrument Type,9,Differential absorption lidar,,,,,Operational
bufr4/0/02/006/10-62,002006,Upper Air Remote Sensing Instrument Type,10-62,Reserved,,,,,Operational
bufr4/0/02/006/63,002006,Upper Air Remote Sensing Instrument Type,63,Missing value,,,,,Operational
bufr4/0/02/007/0,002007,Type of sensor for water level measuring instrument,0,Reserved,,,,,Operational
bufr4/0/02/007/1,002007,Type of sensor for water level measuring instrument,1,Shaft encoder float system,,,,,Operational
bufr4/0/02/007/2,002007,Type of sensor for water level measuring instrument,2,Ultrasonic,,,,,Operational
bufr4/0/02/007/3,002007,Type of sensor for water level measuring instrument,3,Radar,,,,,Operational
bufr4/0/02/007/4,002007,Type of sensor for water level measuring instrument,4,Pressure (single transducer),,,,,Operational
bufr4/0/02/007/5,002007,Type of sensor for water level measuring instrument,5,Pressure (multiple transducer),,,,,Operational
bufr4/0/02/007/6,002007,Type of sensor for water level measuring instrument,6,Pressure (in stilling well),,,,,Operational
bufr4/0/02/007/7,002007,Type of sensor for water level measuring instrument,7,Bubbler pressure,,,,,Operational
bufr4/0/02/007/8,002007,Type of sensor for water level measuring instrument,8,Acoustic (with sounding tube),,,,,Operational
bufr4/0/02/007/9,002007,Type of sensor for water level measuring instrument,9,Acoustic (in open air),,,,,Operational
bufr4/0/02/007/10-62,002007,Type of sensor for water level measuring instrument,10-62,Reserved,,,,,Operational
bufr4/0/02/007/63,002007,Type of sensor for water level measuring instrument,63,Missing value,,,,,Operational
bufr4/0/02/008/0,002008,Type of offshore platform,0,Fixed platform,,,,,Operational
bufr4/0/02/008/1,002008,Type of offshore platform,1,Mobile offshore drill ship,,,,,Operational
bufr4/0/02/008/2,002008,Type of offshore platform,2,Jack-up rig,,,,,Operational
bufr4/0/02/008/3,002008,Type of offshore platform,3,Semi-submersible platform,,,,,Operational
bufr4/0/02/008/4,002008,Type of offshore platform,4,Floating production storage and offloading (FPSO) unit,,,,,Operational
bufr4/0/02/008/5,002008,Type of offshore platform,5,Light vessel,,,,,Operational
bufr4/0/02/008/6-14,002008,Type of offshore platform,6-14,Reserved,,,,,Operational
bufr4/0/02/008/15,002008,Type of offshore platform,15,Missing value,,,,,Operational
bufr4/0/02/009/0,002009,MODIS aerosol algorithm,0,Land corrected reflectances,,,,,Operational
bufr4/0/02/009/1,002009,MODIS aerosol algorithm,1,Ocean best solution,,,,,Operational
bufr4/0/02/009/2,002009,MODIS aerosol algorithm,2,Ocean average solution,,,,,Operational
bufr4/0/02/009/3-14,002009,MODIS aerosol algorithm,3-14,Reserved,,,,,Operational
bufr4/0/02/009/15,002009,MODIS aerosol algorithm,15,Missing value,,,,,Operational
bufr4/0/02/011,002011,Radiosonde type,,,,,,,Operational
bufr4/0/02/012,002012,Radiosonde computational method,,,,,,,Operational
bufr4/0/02/013/0,002013,Solar and infrared radiation correction,0,No correction,,,,,Operational
