Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/21/026/0,021026,ASCAT sigma-0 usability,0,Nominal,,,,,Operational
bufr4/0/21/026/1,021026,ASCAT sigma-0 usability,1,Close to nominal,,,,,Operational
bufr4/0/21/026/2,021026,ASCAT sigma-0 usability,2,Far from nominal,,,,,Operational
bufr4/0/21/026/3-6,021026,ASCAT sigma-0 usability,3-6,Reserved,,,,,Operational
bufr4/0/21/026/7,021026,ASCAT sigma-0 usability,7,Missing,,,,,Operational
bufr4/0/21/066/1,021066,Wave scatterometer product confidence data,1,Processing equipment not working,,,,,Operational
bufr4/0/21/066/2,021066,Wave scatterometer product confidence data,2,Equipment failed,,,,,Operational
bufr4/0/21/066/3,021066,Wave scatterometer product confidence data,3,PRF code changed during image generation,,,,,Operational
bufr4/0/21/066/4,021066,Wave scatterometer product confidence data,4,Sampling window changed during image generation,,,,,Operational
bufr4/0/21/066/5,021066,Wave scatterometer product confidence data,5,Gain changed during image generation,,,,,Operational
bufr4/0/21/066/6,021066,Wave scatterometer product confidence data,6,Chirp replica exceeds specified value,,,,,Operational
bufr4/0/21/066/7,021066,Wave scatterometer product confidence data,7,Input data mean and standard deviation of in-phase and quadrature out of range,,,,,Operational
bufr4/0/21/066/8,021066,Wave scatterometer product confidence data,8,Doppler centroid confidence > MMCC value,,,,,Operational
bufr4/0/21/066/9,021066,Wave scatterometer product confidence data,9,Doppler centroid absolute value > PRF/2,,,,,Operational
bufr4/0/21/066/10,021066,Wave scatterometer product confidence data,10,Doppler ambiguity confidence < MMCC value,,,,,Operational
bufr4/0/21/066/11,021066,Wave scatterometer product confidence data,11,Output data mean and standard deviation =< MMCC value,,,,,Operational
bufr4/0/21/066/All-12,021066,Wave scatterometer product confidence data,All 12,Missing value,,,,,Operational
bufr4/0/21/067/1,021067,Wind product confidence data,1,No forebeam calculation,,,,,Operational
bufr4/0/21/067/2,021067,Wind product confidence data,2,No midbeam calculation,,,,,Operational
bufr4/0/21/067/3,021067,Wind product confidence data,3,No aftbeam calculation,,,,,Operational
bufr4/0/21/067/4,021067,Wind product confidence data,4,Forebeam arcing detected,,,,,Operational
bufr4/0/21/067/5,021067,Wind product confidence data,5,Midbeam arcing detected,,,,,Operational
bufr4/0/21/067/6,021067,Wind product confidence data,6,Aftbeam arcing detected,,,,,Operational
bufr4/0/21/067/7,021067,Wind product confidence data,7,Any beam noise content above or equal to threshold,,,,,Operational
bufr4/0/21/067/8,021067,Wind product confidence data,8,Land (any land in cell footprint),,,,,Operational
bufr4/0/21/067/9,021067,Wind product confidence data,9,Autonomous ambiguity removal not used,,,,,Operational
bufr4/0/21/067/10,021067,Wind product confidence data,10,Meteorological background not used,,,,,Operational
bufr4/0/21/067/11,021067,Wind product confidence data,11,Minimum residual exceeded threshold,,,,,Operational
bufr4/0/21/067/12,021067,Wind product confidence data,12,Frame checksum error detected,,,,,Operational
bufr4/0/21/067/All-13,021067,Wind product confidence data,All 13,Missing value,,,,,Operational
bufr4/0/21/068/1,021068,Radar altimeter product confidence data,1,Standard deviation of wind speed outside MMCC limit,,,,,Operational
bufr4/0/21/068/2,021068,Radar altimeter product confidence data,2,Standard deviation of significant wave height outside MMCC limit,,,,,Operational
bufr4/0/21/068/3,021068,Radar altimeter product confidence data,3,Standard deviation of altitude outside MMCC limit,,,,,Operational
bufr4/0/21/068/4,021068,Radar altimeter product confidence data,4,Mean peakiness outside MMCC limit,,,,,Operational
bufr4/0/21/068/5,021068,Radar altimeter product confidence data,5,Frame checksum error detected,,,,,Operational
bufr4/0/21/068/6,021068,Radar altimeter product confidence data,6,Height-time loop time constant correction not performed,,,,,Operational
bufr4/0/21/068/7,021068,Radar altimeter product confidence data,7,Not enough measurements (N < 10),,,,,Operational
bufr4/0/21/068/All-8,021068,Radar altimeter product confidence data,All 8,Missing value,,,,,Operational
bufr4/0/21/069/1,021069,SST product confidence data,1,12.0 micron channel present in source data,,,,,Operational
bufr4/0/21/069/2,021069,SST product confidence data,2,11.0 micron channel present in source data,,,,,Operational
