Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/13/038/0,013038,Superadiabatic indicator,0,Not superadiabatic,,,,,Operational
bufr4/0/13/038/1,013038,Superadiabatic indicator,1,Superadiabatic,,,,,Operational
bufr4/0/13/038/2,013038,Superadiabatic indicator,2,Reserved,,,,,Operational
bufr4/0/13/038/3,013038,Superadiabatic indicator,3,Missing value,,,,,Operational
bufr4/0/13/039/0,013039,Terrain type (ice/snow),0,Sea ice,,,,,Operational
bufr4/0/13/039/1,013039,Terrain type (ice/snow),1,Snow on land,,,,,Operational
bufr4/0/13/039/2-6,013039,Terrain type (ice/snow),2-6,Reserved,,,,,Operational
bufr4/0/13/039/7,013039,Terrain type (ice/snow),7,Missing value,,,,,Operational
bufr4/0/13/040/0,013040,Surface flag,0,Land,,,,,Operational
bufr4/0/13/040/1,013040,Surface flag,1,Reserved,,,,,Operational
bufr4/0/13/040/2,013040,Surface flag,2,Near coast,,,,,Operational
bufr4/0/13/040/3,013040,Surface flag,3,Ice,,,,,Operational
bufr4/0/13/040/4,013040,Surface flag,4,Possible ice,,,,,Operational
bufr4/0/13/040/5,013040,Surface flag,5,Ocean,,,,,Operational
bufr4/0/13/040/6,013040,Surface flag,6,Coast,,,,,Operational
bufr4/0/13/040/7,013040,Surface flag,7,Inland water,,,(see Note),56,Operational
bufr4/0/13/040/8,013040,Surface flag,8,Snow cover,,,,,Operational
bufr4/0/13/040/9,013040,Surface flag,9,Sea ice,,,,,Operational
bufr4/0/13/040/10,013040,Surface flag,10,Standing water,,,,,Operational
bufr4/0/13/040/11,013040,Surface flag,11,Snow,,,,,Operational
bufr4/0/13/040/12,013040,Surface flag,12,Frozen soil,,,,,Operational
bufr4/0/13/040/13-14,013040,Surface flag,13-14,Reserved,,,,,Operational
bufr4/0/13/040/15,013040,Surface flag,15,Missing value,,,,,Operational
bufr4/0/13/041/1,013041,Pasquill-Gifford stability category,1,A,,,,,Operational
bufr4/0/13/041/2,013041,Pasquill-Gifford stability category,2,A - B,,,,,Operational
bufr4/0/13/041/3,013041,Pasquill-Gifford stability category,3,B,,,,,Operational
bufr4/0/13/041/4,013041,Pasquill-Gifford stability category,4,B - C,,,,,Operational
bufr4/0/13/041/5,013041,Pasquill-Gifford stability category,5,C,,,,,Operational
bufr4/0/13/041/6,013041,Pasquill-Gifford stability category,6,D,,,,,Operational
bufr4/0/13/041/7,013041,Pasquill-Gifford stability category,7,E,,,,,Operational
bufr4/0/13/041/8,013041,Pasquill-Gifford stability category,8,F,,,,,Operational
bufr4/0/13/041/9,013041,Pasquill-Gifford stability category,9,G,,,,,Operational
bufr4/0/13/041/10-14,013041,Pasquill-Gifford stability category,10-14,Reserved,,,,,Operational
bufr4/0/13/041/15,013041,Pasquill-Gifford stability category,15,Missing value,,,,,Operational
bufr4/0/13/051/0,013051,"Frequency group, precipitation",0,Smaller than any value in the 30-year period,,,,,Operational
bufr4/0/13/051/1,013051,"Frequency group, precipitation",1,In the first quintile,,,,,Operational
bufr4/0/13/051/2,013051,"Frequency group, precipitation",2,In the second quintile,,,,,Operational
