Id,FXY,ElementName_en,CodeFigure,EntryName_en,EntryName_sub1_en,EntryName_sub2_en,Note_en,noteIDs,Status
bufr4/0/01/003/0,001003,WMO Region number/geographical area,0,Antarctica,,,,,Operational
bufr4/0/01/003/1,001003,WMO Region number/geographical area,1,Region I,,,,,Operational
bufr4/0/01/003/2,001003,WMO Region number/geographical area,2,Region II,,,,,Operational
bufr4/0/01/003/3,001003,WMO Region number/geographical area,3,Region III,,,,,Operational
bufr4/0/01/003/4,001003,WMO Region number/geographical area,4,Region IV,,,,,Operational
bufr4/0/01/003/5,001003,WMO Region number/geographical area,5,Region V,,,,,Operational
bufr4/0/01/003/6,001003,WMO Region number/geographical area,6,Region VI,,,,,Operational
bufr4/0/01/003/7,001003,WMO Region number/geographical area,7,Missing value,,,,,Operational
bufr4/0/01/007,001007,Satellite identifier,,,,,,,Operational
bufr4/0/01/024/0,001024,Wind speed source,0,No wind speed data available,,,,,Operational
bufr4/0/01/024/1,001024,Wind speed source,1,AMSR-E data,,,,,Operational
bufr4/0/01/024/2,001024,Wind speed source,2,TMI data,,,,,Operational
bufr4/0/01/024/3,001024,Wind speed source,3,NWP: ECMWF,,,,,Operational
bufr4/0/01/024/4,001024,Wind speed source,4,NWP: UK Met Office,,,,,Operational
bufr4/0/01/024/5,001024,Wind speed source,5,NWP: NCEP,,,,,Operational
bufr4/0/01/024/6,001024,Wind speed source,6,Reference climatology,,,,,Operational
bufr4/0/01/024/7,001024,Wind speed source,7,ERS_scatterometer,,,,,Operational
bufr4/0/01/024/8-30,001024,Wind speed source,8-30,Reserved for future use,,,,,Operational
bufr4/0/01/024/31,001024,Wind speed source,31,Missing value,,,,,Operational
bufr4/0/01/028/0,001028,Aerosol optical depth (AOD) source,0,No AOD data available,,,,,Operational
bufr4/0/01/028/1,001028,Aerosol optical depth (AOD) source,1,NESDIS,,,,,Operational
bufr4/0/01/028/2,001028,Aerosol optical depth (AOD) source,2,NAVOCEANO,,,,,Operational
bufr4/0/01/028/3,001028,Aerosol optical depth (AOD) source,3,NAAPS,,,,,Operational
bufr4/0/01/028/4,001028,Aerosol optical depth (AOD) source,4,MERIS,,,,,Operational
bufr4/0/01/028/5,001028,Aerosol optical depth (AOD) source,5,AATSR,,,,,Operational
bufr4/0/01/028/6-30,001028,Aerosol optical depth (AOD) source,6-30,Reserved for future use,,,,,Operational
bufr4/0/01/028/31,001028,Aerosol optical depth (AOD) source,31,Missing value,,,,,Operational
bufr4/0/01/029/0,001029,SSI source,0,No SSI data available,,,,,Operational
bufr4/0/01/029/1,001029,SSI source,1,MSG_SEVIRI,,,,,Operational
bufr4/0/01/029/2,001029,SSI source,2,GOES East,,,,,Operational
bufr4/0/01/029/3,001029,SSI source,3,GOES West,,,,,Operational
bufr4/0/01/029/4,001029,SSI source,4,ECMWF,,,,,Operational
bufr4/0/01/029/5,001029,SSI source,5,NCEP,,,,,Operational
bufr4/0/01/029/6,001029,SSI source,6,UK Met Office,,,,,Operational
bufr4/0/01/029/7-30,001029,SSI source,7-30,Reserved for future use,,,,,Operational
bufr4/0/01/029/31,001029,SSI source,31,Missing value,,,,,Operational
bufr4/0/01/031,001031,Identification of originating/generating centre,,,,,,,Operational
bufr4/0/01/033,001033,Identification of originating/generating centre,,,,,,,Operational
bufr4/0/01/034,001034,Identification of originating/generating sub-centre,,,,,,,Operational
bufr4/0/01/035,001035,Originating/generating centre,,,,,,,Operational
bufr4/0/01/036/0-36000,001036,Agency in charge of operating the observing platform,0-36000,Reserved,,,,,Operational
bufr4/0/01/036/36001,001036,Agency in charge of operating the observing platform,36001,"Australia, Bureau of Meteorology (BoM)",,,,,Operational
bufr4/0/01/036/36002,001036,Agency in charge of operating the observing platform,36002,"Australia, Joint Australian Facility for Ocean Observing Systems (JAFOOS)",,,,,Operational
bufr4/0/01/036/36003,001036,Agency in charge of operating the observing platform,36003,"Australia, the Commonwealth Scientific and Industrial Research Organization (CSIRO)",,,,,Operational
bufr4/0/01/036/36004-124000,001036,Agency in charge of operating the observing platform,36004-124000,Reserved,,,,,Operational
bufr4/0/01/036/124001,001036,Agency in charge of operating the observing platform,124001,"Canada, Marine Environmental Data Service (MEDS)",,,,,Operational
bufr4/0/01/036/124002,001036,Agency in charge of operating the observing platform,124002,"Canada, Institute of Ocean Sciences (IOS)",,,,,Operational
bufr4/0/01/036/124003-124172,001036,Agency in charge of operating the observing platform,124003-124172,Reserved,,,,,Operational
bufr4/0/01/036/124173,001036,Agency in charge of operating the observing platform,124173,"Canada, Environment Canada",,,,,Operational
bufr4/0/01/036/124174,001036,Agency in charge of operating the observing platform,124174,"Canada, Department of National Defence",,,,,Operational
bufr4/0/01/036/124175,001036,Agency in charge of operating the observing platform,124175,"Canada, Nav Canada",,,,,Operational
bufr4/0/01/036/124176-156000,001036,Agency in charge of operating the observing platform,124176-156000,Reserved,,,,,Operational
bufr4/0/01/036/156001,001036,Agency in charge of operating the observing platform,156001,"China, The State Oceanic Administration",,,,,Operational
bufr4/0/01/036/156002,001036,Agency in charge of operating the observing platform,156002,"China, Second Institute of Oceanography, State Oceanic Administration",,,,,Operational
bufr4/0/01/036/156003,001036,Agency in charge of operating the observing platform,156003,"China, Institute of Ocean Technology",,,,,Operational
bufr4/0/01/036/156004-250000,001036,Agency in charge of operating the observing platform,156004-250000,Reserved,,,,,Operational
bufr4/0/01/036/250001,001036,Agency in charge of operating the observing platform,250001,"France, Institut de Recherche pour le Développement (IRD)",,,,,Operational
bufr4/0/01/036/250002,001036,Agency in charge of operating the observing platform,250002,"France, Institut Français de Recherche pour l'Exploitation de la mer (IFREMER)",,,,,Operational
bufr4/0/01/036/250003-276000,001036,Agency in charge of operating the observing platform,250003-276000,Reserved,,,,,Operational
bufr4/0/01/036/276001,001036,Agency in charge of operating the observing platform,276001,"Germany, Bundesamt fuer Seeschiffahrt und Hydrographie (BSH)",,,,,Operational
bufr4/0/01/036/276002,001036,Agency in charge of operating the observing platform,276002,"Germany, Institut fuer Meereskunde, Kiel",,,,,Operational
bufr4/0/01/036/276003-356000,001036,Agency in charge of operating the observing platform,276003-356000,Reserved,,,,,Operational
bufr4/0/01/036/356001,001036,Agency in charge of operating the observing platform,356001,"India, National Institute of Oceanography (NIO)",,,,,Operational
