Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,Status
15,Oceanographic report sequences,D15001,(Typically reported underwater sounding without optional fields),,B01011,Ship or mobile land station identifier,Ship's call sign,,Operational
15,Oceanographic report sequences,D15001,(Typically reported underwater sounding without optional fields),,D01011,"Year, month, day",,,Operational
15,Oceanographic report sequences,D15001,(Typically reported underwater sounding without optional fields),,D01012,"Hour, minute",,,Operational
15,Oceanographic report sequences,D15001,(Typically reported underwater sounding without optional fields),,D01023,Latitude/longitude (coarse accuracy),,,Operational
15,Oceanographic report sequences,D15001,(Typically reported underwater sounding without optional fields),,D06001,"Depth, temperature",,,Operational
15,Oceanographic report sequences,D15002,(Typically reported underwater sounding without optional fields),,B01011,Ship or mobile land station identifier,Ship's call sign,,Operational
15,Oceanographic report sequences,D15002,(Typically reported underwater sounding without optional fields),,D01011,"Year, month, day",,,Operational
15,Oceanographic report sequences,D15002,(Typically reported underwater sounding without optional fields),,D01012,"Hour, minute",,,Operational
15,Oceanographic report sequences,D15002,(Typically reported underwater sounding without optional fields),,D01023,Latitude/longitude (coarse accuracy),,,Operational
15,Oceanographic report sequences,D15002,(Typically reported underwater sounding without optional fields),,D06004,"Depth, temperature, salinity",,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01079,Unique identifier for the profile,Hexadecimal string,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01011,Ship or mobile land station identifier,Ship's call sign,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01103,IMO Number. Unique Lloyd's register,= 0 to 9999999,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01087,WMO marine observing platform extended identifier,,(see Note 1),Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01019,Long station or site name,Ship name,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01080,Ship line number according to SOOP,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B05036,Ship transect number according to SOOP,,(see Note 2),Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01036,Agency in charge of operating the observing platform,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01013,Speed of motion of moving observing platform,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B01012,Direction of motion of moving observing platform,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,D01011,"Year, month, day",,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,D01012,"Hour, minute",,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,D01021,Latitude/longitude (high accuracy),,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B07032,Height of sensor above local ground (or deck of marine platform),,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B07033,Height of sensor above water surface,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B02002,Type of instrumentation for wind measurement,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B11002,Wind speed,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B11001,Wind direction,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B07032,Height of sensor above local ground (or deck of marine platform),,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B07033,Height of sensor above water surface,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B12101,Temperature/air temperature,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B12103,Dewpoint temperature,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B07032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B07033,Height of sensor above water surface,Set to missing (cancel),,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,D02021,Waves,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B02031,Duration and time of current measurement,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B02030,Method of current measurement,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B22005,Direction of sea-surface current,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B22032,Speed of sea-surface current,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B22063,Total water depth,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B08080,Qualifier for GTSPP quality flag,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B33050,Global GTSPP quality flag,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B22178,XBT/XCTD launcher type,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B22177,Height of XBT/XCTD launcher,Above sea level | 0 to 50 m in units of whole m,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B22067,Instrument type for water temperature/salinity profile measurement,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B08041,Data significance,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B26021,Year,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B26022,Month,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B26023,Day,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B22068,Water temperature profile recorder types,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B25061,Software identification and version number,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B08041,Data significance,Set to missing (cancel),,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B08080,Qualifier for GTSPP quality flag,Set to missing (cancel),,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B02171,Instrument serial number for water temperature profile measurement,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,D02090,Sea/water temperature high precision,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B02171,Instrument serial number for water temperature profile measurement,,,Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,B02032,Indicator for digitization,,(see Note 3),Operational
15,Oceanographic report sequences,D15004,(XBT temperature profile data sequence),,D15005,Water temperature profile (Temperature profile observed by XBT or buoy),,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",,D01003,Ship’s call sign and motion,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Extended identification,B01019,Long station or site name,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Extended identification,B01103,IMO Number. Unique Lloyd's register,Values are restricted to between 0 and 9999999,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Extended identification,B01087,WMO marine observing platform extended identifier ,"Set to missing, if ship's call sign is reported",,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Cruise/ship line information,B01036,Agency in charge of operating the observing platform,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Cruise/ship line information,B01115,Identifier of the cruise or mission under which the data were collected,"Set to missing, if no cruise identifier is reported",,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Cruise/ship line information,B01080,Ship line number according to SOOP,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Cruise/ship line information,B05036,Ship transect number according to SOOP,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Cruise/ship line information,D01011,"Year, month, day",,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Cruise/ship line information,D01012,"Hour, minute",,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Cruise/ship line information,D01021,Latitude/longitude (high accuracy),,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Profile information,B01079,Unique identifier for the profile,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Profile information,B01023,Observation sequence number,Cast/station number along the line/transect,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Profile information,B22063,Total water depth,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Surface pressure,R01000,Delayed replication of 1 descriptor,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Surface pressure,D02001,Pressure and 3-hour pressure change,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Waves,R01000,Delayed replication of 1 descriptor,,,Operational
15,Oceanographic report sequences,D15007,"(Sequence for representation of data derived from a ship-based lowered instrument measuring subsurface sea/water temperature, salinity and current profiles)",Waves,D02021,Waves,,,Operational
