ClassNo,ClassName_es,FXY,ElementName_es,BUFR_Unit_es,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_es,CREX_Scale,CREX_DataWidth_Char,Note_es,noteIDs,Status
04,Ubicación (tiempo),004001,Año,a,0,0,,a,0,,,,Operational
04,Ubicación (tiempo),004002,Mes,mon,0,0,,mon,0,,,,Operational
04,Ubicación (tiempo),004003,Día,d,0,0,,d,0,,,,Operational
04,Ubicación (tiempo),004004,Hora,h,0,0,,h,0,,,,Operational
04,Ubicación (tiempo),004005,Minuto,min,0,0,,min,0,,,,Operational
04,Ubicación (tiempo),004006,Segundo,S,0,0,,S,0,,,,Operational
04,Ubicación (tiempo),004007,Segundos de un minuto (precisión de microsegundos),S,6,0,,S,6,,,,Operational
04,Ubicación (tiempo),004011,Incremento de tiempo,a,0,-1024,,a,0,,,,Operational
04,Ubicación (tiempo),004012,Incremento de tiempo,mon,0,-1024,,mon,0,,,,Operational
04,Ubicación (tiempo),004013,Incremento de tiempo,d,0,-1024,,d,0,,,,Operational
04,Ubicación (tiempo),004014,Incremento de tiempo,h,0,-1024,,h,0,,,,Operational
04,Ubicación (tiempo),004015,Incremento de tiempo,min,0,-2048,,min,0,,,,Operational
04,Ubicación (tiempo),004016,Incremento de tiempo,S,0,-4096,,S,0,,,,Operational
04,Ubicación (tiempo),004017,Período de tiempo de referencia para datos acumulados o extremos,min,0,-1440,,min,0,,,,Operational
04,Ubicación (tiempo),004021,Período o desplazamiento de tiempo,a,0,-1024,,a,0,,,,Operational
04,Ubicación (tiempo),004022,Período o desplazamiento de tiempo,mon,0,-1024,,mon,0,,,,Operational
04,Ubicación (tiempo),004023,Período o desplazamiento de tiempo,d,0,-1024,,d,0,,,,Operational
04,Ubicación (tiempo),004024,Período o desplazamiento de tiempo,h,0,-2048,,h,0,,,,Operational
04,Ubicación (tiempo),004025,Período o desplazamiento de tiempo,min,0,-2048,,min,0,,,,Operational
04,Ubicación (tiempo),004026,Período o desplazamiento de tiempo,S,0,-4096,,S,0,,,,Operational
04,Ubicación (tiempo),004031,Período relativo al valor siguiente,h,0,0,,h,0,,,,Operational
04,Ubicación (tiempo),004032,Período relativo al valor siguiente,min,0,0,,min,0,,,,Operational
04,Ubicación (tiempo),004041,"Diferencia de horas, UTC-LMT",min,0,-1440,,min,0,,(véase la nota 6),,Operational
04,Ubicación (tiempo),004043,Día del año,d,0,0,,d,0,,,,Operational
04,Ubicación (tiempo),004051,Hora principal de lectura diaria de la temperatura máxima,h,0,0,,h,0,,,,Operational
04,Ubicación (tiempo),004052,Hora principal de lectura diaria de la temperatura mínima,h,0,0,,h,0,,,,Operational
04,Ubicación (tiempo),004053,Número de días con precipitaciones iguales o superiores a 1 mm,Numérica,0,0,,Numérica,0,,,,Operational
04,Ubicación (tiempo),004059,Horas de observación utilizadas para calcular los valores medios comunicados,Tabla de banderines,0,0,,Tabla de banderines,0,,,,Operational
04,Ubicación (tiempo),004065,Incremento de tiempo abreviado,min,0,-128,,min,0,,,,Operational
04,Ubicación (tiempo),004066,Incremento de tiempo abreviado,S,0,-128,,S,0,,,,Operational
04,Ubicación (tiempo),004073,Período o desplazamiento de tiempo abreviado,d,0,-128,,d,0,,,,Operational
04,Ubicación (tiempo),004074,Período o desplazamiento de tiempo abreviado,h,0,-128,,h,0,,,,Operational
04,Ubicación (tiempo),004075,Período o desplazamiento de tiempo abreviado,min,0,-128,,min,0,,,,Operational
04,Ubicación (tiempo),004080,Período de promediación para el valor siguiente,Tabla de cifrado,0,0,,Tabla de cifrado,0,,,,Operational
04,Ubicación (tiempo),004086,Desplazamiento o período largo,S,0,-8192,,S,0,,,,Operational
