Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/07/001,07,Некоординатное расположение (вертикальное),007001,Высота станции,m,0,-400,15,m,0,5,(см. Примечание 3),116,Operational
bufr4/0/07/002,07,Некоординатное расположение (вертикальное),007002,Высота или высота над уровнем моря,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/07/003,07,Некоординатное расположение (вертикальное),007003,Геопотенциал,m2 s-2,-1,-400,17,m2 s-2,-1,6,,,Operational
bufr4/0/07/004,07,Некоординатное расположение (вертикальное),007004,Давление,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/07/005,07,Некоординатное расположение (вертикальное),007005,Инкремент высоты,m,0,-400,12,m,0,4,,,Operational
bufr4/0/07/006,07,Некоординатное расположение (вертикальное),007006,Высота станции,m,0,0,15,m,0,5,,,Operational
bufr4/0/07/007,07,Некоординатное расположение (вертикальное),007007,Высота,m,0,-1000,17,m,0,6,,,Operational
bufr4/0/07/008,07,Некоординатное расположение (вертикальное),007008,Геопотенциал,m2 s-2,0,-10000,20,m2 s-2,0,7,,,Operational
bufr4/0/07/009,07,Некоординатное расположение (вертикальное),007009,Геопотенциальная высота,gpm,0,-1000,17,gpm,0,5,,,Operational
bufr4/0/07/010,07,Некоординатное расположение (вертикальное),007010,Значение эшелона полета,m,0,-1024,16,ft,-1,5,,,Operational
bufr4/0/07/012,07,Некоординатное расположение (вертикальное),007012,Высота точки сетки,m,2,-50000,20,m,2,7,,,Operational
bufr4/0/07/021,07,Некоординатное расположение (вертикальное),007021,Повышение,deg,2,-9000,15,deg,2,5,(см. Примечание 3),68,Operational
bufr4/0/07/022,07,Некоординатное расположение (вертикальное),007022,Высота солнца,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/024,07,Некоординатное расположение (вертикальное),007024,Зенитный угол спутника,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/025,07,Некоординатное расположение (вертикальное),007025,Зенитный угол Солнца,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/026,07,Некоординатное расположение (вертикальное),007026,Зенитный угол спутника,deg,4,-900000,21,deg,4,7,,,Operational
bufr4/0/07/030,07,Некоординатное расположение (вертикальное),007030,Высота поверхности станции над средним уровнем моря,m,1,-4000,17,m,1,5,(см. Примечание 3),87,Operational
bufr4/0/07/031,07,Некоординатное расположение (вертикальное),007031,Высота барометра над средним уровнем моря,m,1,-4000,17,m,1,5,(см. Примечание 3),84,Operational
bufr4/0/07/032,07,Некоординатное расположение (вертикальное),007032,Скорректировано относительно или с учетом представительной высоты датчика над местной поверхностью земли (или палубой морской платформы).,m,2,0,16,m,2,5,(см. Примечание 3),85,Operational
bufr4/0/07/033,07,Некоординатное расположение (вертикальное),007033,Высота датчика над поверхностью воды,m,1,0,12,m,1,4,(см. Примечание 3),86,Operational
bufr4/0/07/034,07,Некоординатное расположение (вертикальное),007034,Вертикальное расстояние датчика,m,2,-65000,17,,,,(см. Примечание 3),193,Operational
bufr4/0/07/035,07,Некоординатное расположение (вертикальное),007035,Максимальный размер по z-измерению,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/07/036,07,Некоординатное расположение (вертикальное),007036,Индекс уровня z,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/07/040,07,Некоординатное расположение (вертикальное),007040,Параметр столкновения,m,1,62000000,22,m,1,8,(см. Примечание 3),74,Operational
bufr4/0/07/061,07,Некоординатное расположение (вертикальное),007061,Глубина ниже поверхности моря/воды,m,2,0,14,m,2,5,,,Operational
bufr4/0/07/062,07,Некоординатное расположение (вертикальное),007062,Глубина ниже поверхности моря/воды,m,1,0,17,m,1,6,,,Operational
bufr4/0/07/063,07,Некоординатное расположение (вертикальное),007063,Глубина ниже поверхности моря/воды,m,2,0,20,m,2,7,,,Operational
bufr4/0/07/064,07,Некоординатное расположение (вертикальное),007064,Высота датчика относительно станции,m,0,0,4,m,0,2,(см. Примечание 3),117,Operational
bufr4/0/07/065,07,Некоординатное расположение (вертикальное),007065,Давление воды на уровне,Pa,-3,0,17,Pa,-3,6,,,Operational
bufr4/0/07/070,07,Некоординатное расположение (вертикальное),007070,Глубина тормозного парашюта,m,0,0,10,m,0,4,,,Operational
bufr4/0/07/071,07,Некоординатное расположение (вертикальное),007071,Высота (высокое разрешение),m,3,-10000000,26,m,3,8,,,Operational
bufr4/0/07/072,07,Некоординатное расположение (вертикальное),007072,Угол сканирования,deg,2,-9000,15,deg,2,6,,,Operational
bufr4/0/07/073,07,Некоординатное расположение (вертикальное),007073,Луна в обзоре космоса,deg,2,0,15,deg,2,5,,,Operational
bufr4/0/07/074,07,Некоординатное расположение (вертикальное),007074,Угол высоты солнца в системе отсчета прибора,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/07/075,07,Некоординатное расположение (вертикальное),007075,Угол рассеяния,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/07/076,07,Некоординатное расположение (вертикальное),007076,Угол азимута,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/07/077,07,Некоординатное расположение (вертикальное),007077,Высота датчика относительно станции,m,0,-400,12,,,,,,Operational
