Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/03/001/1/007003,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303001,,,007003,Геопотенциал,,,,Operational
bufr4/3/03/001/2/011001,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303001,,,011001,Направление ветра,,,,Operational
bufr4/3/03/001/3/011002,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303001,,,011002,Скорость ветра,,,,Operational
bufr4/3/03/002/1/007004,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303002,Ветер на уровне давления,,007004,Давление,,,,Operational
bufr4/3/03/002/2/011001,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303002,Ветер на уровне давления,,011001,Направление ветра,,,,Operational
bufr4/3/03/002/3/011002,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303002,Ветер на уровне давления,,011002,Скорость ветра,,,,Operational
bufr4/3/03/003/1/007004,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303003,,,007004,Давление,,,,Operational
bufr4/3/03/003/2/010003,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303003,,,010003,Геопотенциал,,,,Operational
bufr4/3/03/003/3/012001,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303003,,,012001,Температура/температура воздуха,,,,Operational
bufr4/3/03/003/4/012003,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303003,,,012003,Температура точки росы,,,,Operational
bufr4/3/03/004/1/007004,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303004,,,007004,Давление,,,,Operational
bufr4/3/03/004/2/010003,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303004,,,010003,Геопотенциал,,,,Operational
bufr4/3/03/004/3/012001,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303004,,,012001,Температура/температура воздуха,,,,Operational
bufr4/3/03/004/4/012003,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303004,,,012003,Температура точки росы,,,,Operational
bufr4/3/03/004/5/011001,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303004,,,011001,Направление ветра,,,,Operational
bufr4/3/03/004/6/011002,03,"Метеорологические последовательности, характерные для данных вертикального зондирования",303004,,,011002,Скорость ветра,,,,Operational
