Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/09/001/1/301037,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309001,Ветер на высоте,,301037,Наземная станция для вертикального зондирования,"Идентификация и т.д. (наземная станция, позиция с высокой точностью)",,,Operational
bufr4/3/09/001/2/101000,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309001,Ветер на высоте,,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/09/001/3/031001,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309001,Ветер на высоте,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/09/001/4/303011,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309001,Ветер на высоте,,303011,Ветер на высоте,,,,Operational
bufr4/3/09/002/1/301038,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309002,Ветер на высоте,,301038,Наземная станция для вертикального зондирования,"Идентификация и т.д. (наземная станция, позиция с высокой точностью)",,,Operational
bufr4/3/09/002/2/101000,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309002,Ветер на высоте,,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/09/002/3/031001,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309002,Ветер на высоте,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/09/002/4/303011,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309002,Ветер на высоте,,303011,Ветер на высоте,,,,Operational
bufr4/3/09/003/1/301037,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309003,Ветер на высоте,,301037,Наземная станция для вертикального зондирования,"Идентификация и т.д. (наземная станция, позиция с высокой точностью)",,,Operational
bufr4/3/09/003/2/101000,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309003,Ветер на высоте,,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/09/003/3/031001,09,"Метеорологические последовательности, характерные для данных вертикального зондирования",309003,Ветер на высоте,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
