Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/31/021/0,031021,Значение связанного поля,0,Зарезервировано,,,,,Operational
bufr4/0/31/021/1,031021,Значение связанного поля,1,1-битный индикатор качества,"0 = Хорошо, 1 = Подозрительно или плохо",,,,Operational
bufr4/0/31/021/2,031021,Значение связанного поля,2,1-битный индикатор качества,"0 = Хорошо, 1 = Подозрительно или плохо",,,,Operational
bufr4/0/31/021/3-4,031021,Значение связанного поля,3-4,Зарезервировано,,,,,Operational
bufr4/0/31/021/5,031021,Значение связанного поля,5,1-битный индикатор качества,"0 = Данные проверены и признаны корректными; 1 = Данные проверены и признаны подозрительными; 2 = Данные проверены и признаны агрегированными; 3 = Данные проверены и признаны выходящими за пределы диапазона прибора; 4 = Данные проверены, признаны агрегированными и выходящими за пределы диапазона прибора; 5 = Параметр не измеряется на станции; 6 = Суточное значение не предоставлено; 7 = Данные не проверены, 8-254 = Зарезервировано; 255 = Отсутствует (информация QC недоступна).",,,,Operational
bufr4/0/31/021/6,031021,Значение связанного поля,6,4-битный индикатор класса контроля качества согласно GTSPP,"0 = Неквалифицировано, 1 = Корректное значение (все проверки пройдены), 2 = Вероятно, хорошее, но значение не соответствует статистике (отличается от климатологии), 3 = Вероятно, плохое (скачок, градиент, ... если другие тесты пройдены), 4 = Плохое значение, невозможное значение (вне шкалы, вертикальная нестабильность, постоянный профиль), 5 = Значение изменено в ходе контроля качества, 6-7 = Не используется (зарезервировано), 8 = Интерполированное значение, 9 = Отсутствующее значение",,,,Operational
bufr4/0/31/021/7,031021,Значение связанного поля,7,Процент уверенности,,,,,Operational
bufr4/0/31/021/8,031021,Значение связанного поля,8,"0 = Не подозревается, 1 = Подозревается, 2 = Зарезервировано, 3 = Информация не требуется",,,,,Operational
bufr4/0/31/021/9,031021,Значение связанного поля,9,"0 = Данные присутствуют, хорошие, сопоставленные, 1 = Данные доступны, но низкого качества и не используются, 2 = Пространственно-временные сопоставленные данные недоступны, 3-14 = Не используются (зарезервировано), 15 = Отсутствующее значение",,,,,Operational
bufr4/0/31/021/10-20,031021,Значение связанного поля,10-20,Зарезервировано,,,,,Operational
bufr4/0/31/021/21,031021,Значение связанного поля,21,1-битный индикатор коррекции,"0 = Оригинальное значение, 1 = Заменённое/исправленное значение",,(см. Примечание 3),74,Operational
bufr4/0/31/021/22-62,031021,Значение связанного поля,22-62,Зарезервировано для местного использования,,,,,Operational
bufr4/0/31/021/63,031021,Значение связанного поля,63,Отсутствующее значение,,,,,Operational
bufr4/0/31/031/1,031031,Индикатор наличия данных,1,"0 = Данные присутствуют, 1 = Данные отсутствуют",,,,,Operational
