Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/25/001,25,Обработка информации,025001,Длина диапазона ворот,m,-1,0,6,m,-1,2,,,Operational
bufr4/0/25/002,25,Обработка информации,025002,Среднее количество ворот,Numeric,0,0,4,Numeric,0,2,,,Operational
bufr4/0/25/003,25,Обработка информации,025003,Количество интегрированных импульсов,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/25/004,25,Обработка информации,025004,Обработка эха,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/005,25,Обработка информации,025005,Интеграция эха,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/006,25,Обработка информации,025006,Преобразование Z в R,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/25/007,25,Обработка информации,025007,Преобразование Z в R,Numeric,0,0,12,Numeric,0,4,,,Operational
bufr4/0/25/008,25,Обработка информации,025008,Преобразование Z в R,Numeric,2,0,9,Numeric,2,3,,,Operational
bufr4/0/25/009,25,Обработка информации,025009,Метод калибровки,Flag table,0,0,4,Flag table,0,2,(см. Примечание 3),56,Operational
bufr4/0/25/010,25,Обработка информации,025010,Лечение беспорядка,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/25/011,25,Обработка информации,025011,Коррекция наземной оккультации (экранирование),Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/012,25,Обработка информации,025012,Коррекция ослабления диапазона,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/013,25,Обработка информации,025013,Коррекция яркой полосы,Flag table,0,0,2,Flag table,0,1,,,Operational
bufr4/0/25/014,25,Обработка информации,025014,Ограничение помех по азимуту,Numeric,0,0,12,Numeric,0,4,(см. Примечание 3),15,Operational
bufr4/0/25/015,25,Обработка информации,025015,Коррекция ослабления радиопрозрачного обтекателя,Flag table,0,0,2,Flag table,0,1,,,Operational
bufr4/0/25/016,25,Обработка информации,025016,Коррекция ослабления в ясной атмосфере,dB/m,5,0,6,dB/m,5,2,,,Operational
bufr4/0/25/017,25,Обработка информации,025017,Коррекция ослабления при осадках,Flag table,0,0,2,Flag table,0,1,,,Operational
bufr4/0/25/018,25,Обработка информации,025018,Закон от А до Я для коэффициента ослабления,Numeric,7,0,6,Numeric,7,2,,,Operational
bufr4/0/25/019,25,Обработка информации,025019,Закон от А до Я для коэффициента ослабления,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/25/020,25,Обработка информации,025020,Оценка средней скорости,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/25/021,25,Обработка информации,025021,Улучшение вычисления ветра,Flag table,0,0,8,Flag table,0,3,,,Operational
bufr4/0/25/022,25,Обработка информации,025022,Флаг отклонения GHRSST,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/25/023,25,Обработка информации,025023,Флаг уверенности GHRSST,Flag table,0,0,9,Flag table,0,3,,,Operational
