Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/40/001/1/001007,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,001007,"Идентификатор спутника, инструмент и тип продукта",,,,Operational
bufr4/3/40/001/2/001031,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,001031,Идентификация исходного/генерирующего центра,,,,Operational
bufr4/3/40/001/3/002019,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,002019,Спутниковые инструменты,,,,Operational
bufr4/3/40/001/4/002020,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,002020,Классификация спутников,,,,Operational
bufr4/3/40/001/5/004001,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,004001,Год,,,,Operational
bufr4/3/40/001/6/004002,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,004002,Месяц,,,,Operational
bufr4/3/40/001/7/004003,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,004003,День,,,,Operational
bufr4/3/40/001/8/004004,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,004004,Час,,,,Operational
bufr4/3/40/001/9/004005,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,004005,Минута,,,,Operational
bufr4/3/40/001/10/202131,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,202131,Изменить масштаб,Добавить 3 к шкале,,,Operational
bufr4/3/40/001/11/201138,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,201138,Замена ширины данных,Добавьте 10 к ширине,,,Operational
bufr4/3/40/001/12/004006,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,004006,Второй,,,,Operational
bufr4/3/40/001/13/201000,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,201000,Замена ширины данных,Отмена,,,Operational
bufr4/3/40/001/14/202000,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,202000,Изменить масштаб,Отмена,,,Operational
bufr4/3/40/001/15/005001,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,005001,Широта/долгота (высокая точность),,,,Operational
bufr4/3/40/001/16/006001,40,Дополнительные последовательности отчетов спутника,340001,(Данные IASI уровня 1c),,006001,Широта/долгота (высокая точность),,,,Operational
