Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/13/038/0,013038,Суперадиабатический индикатор,0,Не суперадиабатический,,,,,Operational
bufr4/0/13/038/1,013038,Суперадиабатический индикатор,1,Не суперадиабатический,,,,,Operational
bufr4/0/13/038/2,013038,Суперадиабатический индикатор,2,Зарезервировано,,,,,Operational
bufr4/0/13/038/3,013038,Суперадиабатический индикатор,3,Отсутствующее значение,,,,,Operational
bufr4/0/13/039/0,013039,Тип местности (лед/снег),0,Морской лед,,,,,Operational
bufr4/0/13/039/1,013039,Тип местности (лед/снег),1,Снег,,,,,Operational
bufr4/0/13/039/2-6,013039,Тип местности (лед/снег),2-6,Зарезервировано,,,,,Operational
bufr4/0/13/039/7,013039,Тип местности (лед/снег),7,Отсутствующее значение,,,,,Operational
bufr4/0/13/040/0,013040,Поверхностный флаг,0,Земля,,,,,Operational
bufr4/0/13/040/1,013040,Поверхностный флаг,1,Зарезервировано,,,,,Operational
bufr4/0/13/040/2,013040,Поверхностный флаг,2,Побережье,,,,,Operational
bufr4/0/13/040/3,013040,Поверхностный флаг,3,Ледовая обстановка,,,,,Operational
bufr4/0/13/040/4,013040,Поверхностный флаг,4,Ледовая обстановка,,,,,Operational
bufr4/0/13/040/5,013040,Поверхностный флаг,5,Море,,,,,Operational
bufr4/0/13/040/6,013040,Поверхностный флаг,6,Побережье,,,,,Operational
bufr4/0/13/040/7,013040,Поверхностный флаг,7,Внутренние воды,,,(см. Примечание),56,Operational
bufr4/0/13/040/8,013040,Поверхностный флаг,8,Снежный покров,,,,,Operational
bufr4/0/13/040/9,013040,Поверхностный флаг,9,Морской лед,,,,,Operational
bufr4/0/13/040/10,013040,Поверхностный флаг,10,Стоячая вода,,,,,Operational
bufr4/0/13/040/11,013040,Поверхностный флаг,11,Снег,,,,,Operational
bufr4/0/13/040/12,013040,Поверхностный флаг,12,Замерзшая почва,,,,,Operational
bufr4/0/13/040/13-14,013040,Поверхностный флаг,13-14,Зарезервировано,,,,,Operational
bufr4/0/13/040/15,013040,Поверхностный флаг,15,Отсутствующее значение,,,,,Operational
bufr4/0/13/041/1,013041,Категория устойчивости Паскуилла-Гиффорда,1,А,,,,,Operational
bufr4/0/13/041/2,013041,Категория устойчивости Паскуилла-Гиффорда,2,А - Б,,,,,Operational
bufr4/0/13/041/3,013041,Категория устойчивости Паскуилла-Гиффорда,3,Б,,,,,Operational
bufr4/0/13/041/4,013041,Категория устойчивости Паскуилла-Гиффорда,4,Б - С,,,,,Operational
bufr4/0/13/041/5,013041,Категория устойчивости Паскуилла-Гиффорда,5,С,,,,,Operational
bufr4/0/13/041/6,013041,Категория устойчивости Паскуилла-Гиффорда,6,Д,,,,,Operational
bufr4/0/13/041/7,013041,Категория устойчивости Паскуилла-Гиффорда,7,Е,,,,,Operational
bufr4/0/13/041/8,013041,Категория устойчивости Паскуилла-Гиффорда,8,Ф,,,,,Operational
bufr4/0/13/041/9,013041,Категория устойчивости Паскуилла-Гиффорда,9,Г,,,,,Operational
bufr4/0/13/041/10-14,013041,Категория устойчивости Паскуилла-Гиффорда,10-14,Зарезервировано,,,,,Operational
bufr4/0/13/041/15,013041,Категория устойчивости Паскуилла-Гиффорда,15,Отсутствующее значение,,,,,Operational
bufr4/0/13/051/0,013051,"Частотная группа, осадки",0,Меньше любого значения за 30-летний период,,,,,Operational
bufr4/0/13/051/1,013051,"Частотная группа, осадки",1,В первом квинтиле,,,,,Operational
bufr4/0/13/051/2,013051,"Частотная группа, осадки",2,В первом квинтиле,,,,,Operational
bufr4/0/13/051/3,013051,"Частотная группа, осадки",3,В первом квинтиле,,,,,Operational
