Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/10/001,10,Некоординатное расположение (вертикальное),010001,Высота поверхности земли,m,0,-400,15,m,0,5,,,Operational
bufr4/0/10/002,10,Некоординатное расположение (вертикальное),010002,Высота,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/10/003,10,Некоординатное расположение (вертикальное),010003,Геопотенциал,m2 s-2,-1,-400,17,m2 s-2,-1,6,,,Operational
bufr4/0/10/004,10,Некоординатное расположение (вертикальное),010004,Давление,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/10/007,10,Некоординатное расположение (вертикальное),010007,Высота,m,0,-1000,17,m,0,6,,,Operational
bufr4/0/10/008,10,Некоординатное расположение (вертикальное),010008,Геопотенциал,m2 s-2,0,-10000,20,m2 s-2,0,7,,,Operational
bufr4/0/10/009,10,Некоординатное расположение (вертикальное),010009,Геопотенциальная высота,gpm,0,-1000,17,gpm,0,5,,,Operational
bufr4/0/10/010,10,Некоординатное расположение (вертикальное),010010,Давление снижено до среднего уровня моря,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/10/011,10,Некоординатное расположение (вертикальное),010011,Давление снижено до среднего уровня моря,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/10/031,10,Некоординатное расположение (вертикальное),010031,"В направлении Северного полюса, расстояние от центра Земли",m,2,-1073741824,31,m,2,10,(см. Примечания 3 и 4),"93,150",Operational
bufr4/0/10/032,10,Некоординатное расположение (вертикальное),010032,Расстояние спутника до центра Земли,m,1,0,27,m,2,9,,,Operational
bufr4/0/10/033,10,Некоординатное расположение (вертикальное),010033,Высота (от платформы до эллипсоида),m,1,0,27,m,2,9,,,Operational
bufr4/0/10/034,10,Некоординатное расположение (вертикальное),010034,Радиус Земли,m,1,0,27,m,2,9,,,Operational
bufr4/0/10/035,10,Некоординатное расположение (вертикальное),010035,Местный радиус кривизны Земли,m,1,62000000,22,m,1,8,,,Operational
bufr4/0/10/036,10,Некоординатное расположение (вертикальное),010036,Высота геоида,m,2,-15000,15,m,2,6,(см. Примечание 3),128,Operational
bufr4/0/10/038,10,Некоординатное расположение (вертикальное),010038,Максимальная высота палубного груза над летней грузовой ватерлинией,m,0,0,6,m,0,2,,,Operational
bufr4/0/10/039,10,Некоординатное расположение (вертикальное),010039,Отклонение уровня отсчета (линия максимальной летней нагрузки) от фактического уровня моря,m,0,-32,6,m,0,3,,,Operational
bufr4/0/10/040,10,Некоординатное расположение (вертикальное),010040,Количество извлеченных слоев,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/10/050,10,Некоординатное расположение (вертикальное),010050,Среднеквадратическое отклонение высоты,m,2,0,16,m,2,5,,,Operational
bufr4/0/10/051,10,Некоординатное расположение (вертикальное),010051,Давление снижено до среднего уровня моря,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/10/052,10,Некоординатное расположение (вертикальное),010052,Установка высотомера (QNH),Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/10/053,10,Некоординатное расположение (вертикальное),010053,Высота глобальной навигационной спутниковой системы,m,0,-1000,17,m,0,5,,,Operational
bufr4/0/10/060,10,Некоординатное расположение (вертикальное),010060,3-часовое изменение давления,Pa,-1,-1024,11,Pa,-1,4,,,Operational
bufr4/0/10/061,10,Некоординатное расположение (вертикальное),010061,3-часовое изменение давления,Pa,-1,-500,10,Pa,-1,4,,,Operational
bufr4/0/10/062,10,Некоординатное расположение (вертикальное),010062,3-часовое изменение давления,Pa,-1,-1000,11,Pa,-1,4,,,Operational
bufr4/0/10/063,10,Некоординатное расположение (вертикальное),010063,Характеристика тенденции давления,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/10/064,10,Некоординатное расположение (вертикальное),010064,Уровень полета SIGMET,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/10/070,10,Некоординатное расположение (вертикальное),010070,Указанная высота воздушного судна,m,0,-400,16,m,0,5,,,Operational
bufr4/0/10/071,10,Некоординатное расположение (вертикальное),010071,Вертикальное разрешение,m,0,0,14,m,0,5,,,Operational
bufr4/0/10/073,10,Некоординатное расположение (вертикальное),010073,Высота шлейфа,m,2,0,21,m,2,7,,,Operational
bufr4/0/10/079,10,Некоординатное расположение (вертикальное),010079,Угол вне зенита спутника от данных платформы,deg,4,0,16,deg,4,5,,,Operational
bufr4/0/10/080,10,Некоординатное расположение (вертикальное),010080,Угол зенита наблюдения или солнечный зенитный угол вне диапазона,deg,2,-9000,15,deg,2,5,,,Operational
bufr4/0/10/081,10,Некоординатное расположение (вертикальное),010081,Высота центра тяжести над опорным эллипсоидом,m,3,0,31,m,3,10,,,Operational
bufr4/0/10/082,10,Некоординатное расположение (вертикальное),010082,Мгновенная скорость изменения высоты,m/s,3,-65536,17,m/s,3,6,,,Operational
bufr4/0/10/083,10,Некоординатное расположение (вертикальное),010083,Угол вне зенита спутника от данных платформы,deg2,2,0,16,deg2,2,5,,,Operational
bufr4/0/10/084,10,Некоординатное расположение (вертикальное),010084,Квадрат угла вне зенита спутника по данным формы волны,deg2,2,0,16,deg2,2,5,,,Operational
bufr4/0/10/085,10,Некоординатное расположение (вертикальное),010085,Средняя высота поверхности моря,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/10/086,10,Некоординатное расположение (вертикальное),010086,Высота геоида,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/10/087,10,Некоординатное расположение (вертикальное),010087,Глубина океана/высота суши,m,1,-131072,18,m,1,6,,,Operational
bufr4/0/10/088,10,Некоординатное расположение (вертикальное),010088,Полная геоцентрическая высота океанического прилива (решение 1),m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/089,10,Некоординатное расположение (вертикальное),010089,Полная геоцентрическая высота океанического прилива (решение 1),m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/090,10,Некоординатное расположение (вертикальное),010090,Высота долгопериодического прилива,m,3,-32768,16,m,3,5,,,Operational
bufr4/0/10/091,10,Некоординатное расположение (вертикальное),010091,Высота приливной нагрузки,m,3,-32768,16,m,3,5,,,Operational
