Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/18/001/1/301025,18,Последовательности радиологических отчетов,318001,,,301025,"(Широта/долгота (высокая точность), период времени (день, час, минута))",,,,Operational
bufr4/3/18/001/2/024011,18,Последовательности радиологических отчетов,318001,,,024011,Доза,,,,Operational
bufr4/3/18/003/1/301026,18,Последовательности радиологических отчетов,318003,,,301026,"(Широта/долгота (высокая точность), период времени (день, час, минута))",,,,Operational
bufr4/3/18/003/2/024005,18,Последовательности радиологических отчетов,318003,,,024005,Масса изотопа,,,,Operational
bufr4/3/18/003/3/024004,18,Последовательности радиологических отчетов,318003,,,024004,Название элемента,,,,Operational
bufr4/3/18/003/4/024021,18,Последовательности радиологических отчетов,318003,,,024021,"Концентрация в воздухе (указанного типа изотопа, включая общий бета).",,,,Operational
bufr4/3/18/004/1/301025,18,Последовательности радиологических отчетов,318004,,,301025,"(Широта/долгота (высокая точность), период времени (день, час, минута))",,,,Operational
bufr4/3/18/004/2/004023,18,Последовательности радиологических отчетов,318004,,,004023,Период времени или смещение,,,,Operational
bufr4/3/18/004/3/013011,18,Последовательности радиологических отчетов,318004,,,013011,Общее количество осадков/общее водное эквивалентное количество,,,,Operational
bufr4/3/18/004/4/024005,18,Последовательности радиологических отчетов,318004,,,024005,Масса изотопа,,,,Operational
bufr4/3/18/004/5/024004,18,Последовательности радиологических отчетов,318004,,,024004,Название элемента,,,,Operational
bufr4/3/18/004/6/024022,18,Последовательности радиологических отчетов,318004,,,024022,Концентрация в осадках (указанного типа изотопа),,,,Operational
