Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,Status
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09001,Ветер на высоте,,D01037,Наземная станция для вертикального зондирования,"Идентификация и т.д. (наземная станция, позиция с высокой точностью)",,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09001,Ветер на высоте,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09001,Ветер на высоте,,D03011,Ветер на высоте,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09002,Ветер на высоте,,D01038,Наземная станция для вертикального зондирования,"Идентификация и т.д. (наземная станция, позиция с высокой точностью)",,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09002,Ветер на высоте,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09002,Ветер на высоте,,D03011,Ветер на высоте,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09003,Ветер на высоте,,D01037,Наземная станция для вертикального зондирования,"Идентификация и т.д. (наземная станция, позиция с высокой точностью)",,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09003,Ветер на высоте,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09003,Ветер на высоте,,D03012,Ветер на уровне давления,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09004,Ветер на высоте,,D01038,Наземная станция для вертикального зондирования,"Идентификация и т.д. (наземная станция, позиция с высокой точностью)",,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09004,Ветер на высоте,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09004,Ветер на высоте,,D03012,Ветер на уровне давления,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09005,Вертикальное зондирование с относительной влажностью,,D01037,Наземная станция для вертикального зондирования,"Идентификация и т.д. (наземная станция, позиция с высокой точностью)",,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09005,Вертикальное зондирование с относительной влажностью,,D02004,Общая информация о облаке,Слой облаков,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09005,Вертикальное зондирование с относительной влажностью,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
09,"Метеорологические последовательности, характерные для данных вертикального зондирования",D09005,Вертикальное зондирование с относительной влажностью,,D03013,"(Геопотенциал, температура, влажность, ветер на уровне давления)",,,Operational
