Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,Status
06,Последовательности океанографических сводок,D06001,"Глубина, температура",,B02032,Индикатор для цифровизации,,,Operational
06,Последовательности океанографических сводок,D06001,"Глубина, температура",,R02000,Отложенное воспроизведение 6 дескрипторов,,,Operational
06,Последовательности океанографических сводок,D06001,"Глубина, температура",,B07062,Глубина ниже поверхности моря/воды,,,Operational
06,Последовательности океанографических сводок,D06001,"Глубина, температура",,B22042,Температура поверхности моря,,,Operational
06,Последовательности океанографических сводок,D06002,(Текущий),,B02031,Продолжительность и время текущего измерения,,,Operational
06,Последовательности океанографических сводок,D06002,(Текущий),,B22004,Направление тока,,,Operational
06,Последовательности океанографических сводок,D06002,(Текущий),,B22031,Скорость тока,,,Operational
06,Последовательности океанографических сводок,D06003,(Приземный ветер и температура),,B02002,Тип приборов для измерения ветра,,,Operational
06,Последовательности океанографических сводок,D06003,(Приземный ветер и температура),,B11011,Модель направления ветра на высоте 10 м,,,Operational
06,Последовательности океанографических сводок,D06003,(Приземный ветер и температура),,B11012,Скорость ветра,,,Operational
06,Последовательности океанографических сводок,D06003,(Приземный ветер и температура),,B12004,Температура воздуха на высоте 2 м,,,Operational
06,Последовательности океанографических сводок,D06004,"Глубина, температура, соленость",,B02032,Индикатор для цифровизации,,,Operational
06,Последовательности океанографических сводок,D06004,"Глубина, температура, соленость",,B02033,Метод измерения солености/глубины,,,Operational
06,Последовательности океанографических сводок,D06004,"Глубина, температура, соленость",,R03000,Отложенное воспроизведение 6 дескрипторов,,,Operational
06,Последовательности океанографических сводок,D06004,"Глубина, температура, соленость",,B07062,Глубина ниже поверхности моря/воды,,,Operational
06,Последовательности океанографических сводок,D06004,"Глубина, температура, соленость",,B22043,Температура поверхности моря,,,Operational
06,Последовательности океанографических сводок,D06004,"Глубина, температура, соленость",,B22062,Соленость на уровне,,,Operational
06,Последовательности океанографических сводок,D06005,,,B02031,Продолжительность и время текущего измерения,,,Operational
06,Последовательности океанографических сводок,D06005,,,R03000,Отложенное воспроизведение 6 дескрипторов,,,Operational
06,Последовательности океанографических сводок,D06005,,,B07062,Глубина ниже поверхности моря/воды,,,Operational
06,Последовательности океанографических сводок,D06005,,,B22004,Направление тока,,,Operational
06,Последовательности океанографических сводок,D06005,,,B22031,Скорость тока,,,Operational
06,Последовательности океанографических сводок,D06006,(Параметры подводного зондирования (необязательно)),,D06003,(Приземный ветер и температура),,,Operational
06,Последовательности океанографических сводок,D06006,(Параметры подводного зондирования (необязательно)),,D06002,(Текущий),,,Operational
06,Последовательности океанографических сводок,D06006,(Параметры подводного зондирования (необязательно)),,B22063,Общая глубина воды,,,Operational
06,Последовательности океанографических сводок,D06007,(Параметры запасного блока буя),,B01012,Скорость движения подвижной наблюдательной платформы,,,Operational
06,Последовательности океанографических сводок,D06007,(Параметры запасного блока буя),,B01014,Скорость дрейфа платформы (высокая точность),,,Operational
06,Последовательности океанографических сводок,D06007,(Параметры запасного блока буя),,D06008,Параметры оборудования буя,,,Operational
06,Последовательности океанографических сводок,D06007,(Параметры запасного блока буя),,B04024,Период времени или смещение,,,Operational
06,Последовательности океанографических сводок,D06007,(Параметры запасного блока буя),,B27003,Широта/долгота (высокая точность),,,Operational
06,Последовательности океанографических сводок,D06007,(Параметры запасного блока буя),,B28003,Прирост долготы (грубая точность),,,Operational
