Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/22/056/0,022056,Направление профиля,0,Восходящий профиль,,,,,Operational
bufr4/0/22/056/1,022056,Направление профиля,1,Восходящий профиль,,,,,Operational
bufr4/0/22/056/2,022056,Направление профиля,2,Горизонтальный,,,,,Operational
bufr4/0/22/056/3,022056,Направление профиля,3,Отсутствующее значение,,,,,Operational
bufr4/0/22/060/0,022060,Статус дрейфующего устройства лагранжева буя,0,Дрога отсоединена,,,,,Operational
bufr4/0/22/060/1,022060,Статус дрейфующего устройства лагранжева буя,1,Дрога отсоединена,,,,,Operational
bufr4/0/22/060/2,022060,Статус дрейфующего устройства лагранжева буя,2,Статус дроги неизвестен,,,,,Operational
bufr4/0/22/060/3-6,022060,Статус дрейфующего устройства лагранжева буя,3-6,Зарезервировано,,,,,Operational
bufr4/0/22/060/7,022060,Статус дрейфующего устройства лагранжева буя,7,Отсутствующее значение,,,,,Operational
bufr4/0/22/061/0,022061,Состояние моря,0,Спокойный (зеркальный),0,,,,Operational
bufr4/0/22/061/1,022061,Состояние моря,1,Спокойное (рябь),"0 - 0,1",,,,Operational
bufr4/0/22/061/2,022061,Состояние моря,2,Гладкие (вэйвлеты),"0 - 0,1",,,,Operational
bufr4/0/22/061/3,022061,Состояние моря,3,незначительный,"0,55 - 0,75",,,,Operational
bufr4/0/22/061/4,022061,Состояние моря,4,Умеренный,"1,25 - 2,5",,,,Operational
bufr4/0/22/061/5,022061,Состояние моря,5,Грубый,"2,5 - 4",,,,Operational
bufr4/0/22/061/6,022061,Состояние моря,6,Грубый,4 - 6,,,,Operational
bufr4/0/22/061/7,022061,Состояние моря,7,Высокий,4 - 6,,,,Operational
bufr4/0/22/061/8,022061,Состояние моря,8,Высокий,9 - 14,,,,Operational
bufr4/0/22/061/9,022061,Состояние моря,9,Феноменальный,Более 14,,,,Operational
bufr4/0/22/061/10-14,022061,Состояние моря,10-14,Зарезервировано,,,,,Operational
bufr4/0/22/061/15,022061,Состояние моря,15,Отсутствующее значение,,,,,Operational
bufr4/0/22/067,022067,Квалификатор измерения температуры/солености,,,,,,,Operational
bufr4/0/22/068,022068,Типы регистраторов профиля температуры воды,,,,,,,Operational
bufr4/0/22/120/0,022120,Автоматическая проверка уровня воды на приливной станции,0,Хорошие данные,,,,,Operational
bufr4/0/22/120/1,022120,Автоматическая проверка уровня воды на приливной станции,1,Максимальный уровень воды,,,,,Operational
bufr4/0/22/120/2,022120,Автоматическая проверка уровня воды на приливной станции,2,Превышен минимальный (низкий) уровень воды.,,,,,Operational
bufr4/0/22/120/3,022120,Автоматическая проверка уровня воды на приливной станции,3,Превышен предел скорости изменения уровня воды.,,,,,Operational
bufr4/0/22/120/4,022120,Автоматическая проверка уровня воды на приливной станции,4,Превышен минимальный (низкий) уровень воды.,,,,,Operational
bufr4/0/22/120/5,022120,Автоматическая проверка уровня воды на приливной станции,5,Превышено значение разницы между наблюдаемым и прогнозируемым уровнем воды.,,,,,Operational
bufr4/0/22/120/6,022120,Автоматическая проверка уровня воды на приливной станции,6,Наблюдаемое значение от основного датчика уровня воды минус резервный датчик уровня воды,,,,,Operational
