Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/16/001/1/301011,16,Синоптические особенности,316001,,,301011,"Год, месяц, день",,,,Operational
bufr4/3/16/001/2/004004,16,Синоптические особенности,316001,,,004004,Час,,,,Operational
bufr4/3/16/001/3/301023,16,Синоптические особенности,316001,,,301023,Широта/долгота (высокая точность),,,,Operational
bufr4/3/16/001/4/001021,16,Синоптические особенности,316001,,,001021,Идентификатор синоптической особенности,,,,Operational
bufr4/3/16/001/5/002041,16,Синоптические особенности,316001,,,002041,"Метод оценки отчетов, связанных с синоптическими особенностями",,,,Operational
bufr4/3/16/001/6/019001,16,Синоптические особенности,316001,,,019001,Синоптические особенности,,,,Operational
bufr4/3/16/001/7/010051,16,Синоптические особенности,316001,,,010051,Давление снижено до среднего уровня моря,,,,Operational
bufr4/3/16/001/8/019002,16,Синоптические особенности,316001,,,019002,Эффективный радиус элемента,,,,Operational
bufr4/3/16/001/9/019003,16,Синоптические особенности,316001,,,019003,Порог скорости ветра,15 м с⁻¹ обычно,,,Operational
bufr4/3/16/001/10/019004,16,Синоптические особенности,316001,,,019004,Эффективный радиус относительно скоростей ветра выше порогового значения,,,,Operational
bufr4/3/16/002/1/008021,16,Синоптические особенности,316002,(Заголовок),,008021,Значение времени,Время данных (анализ),,,Operational
bufr4/3/16/002/2/004001,16,Синоптические особенности,316002,(Заголовок),,004001,Год,,,,Operational
bufr4/3/16/002/3/004002,16,Синоптические особенности,316002,(Заголовок),,004002,Месяц,,,,Operational
bufr4/3/16/002/4/004003,16,Синоптические особенности,316002,(Заголовок),,004003,День,,,,Operational
bufr4/3/16/002/5/004004,16,Синоптические особенности,316002,(Заголовок),,004004,Час,,,,Operational
bufr4/3/16/002/6/004005,16,Синоптические особенности,316002,(Заголовок),,004005,Минута,,,,Operational
bufr4/3/16/002/7/001033,16,Синоптические особенности,316002,(Заголовок),,001033,Идентификация исходного/генерирующего центра,,,,Operational
bufr4/3/16/002/8/008021,16,Синоптические особенности,316002,(Заголовок),,008021,Значение времени,Срок действия (прогноз),,,Operational
bufr4/3/16/002/9/004001,16,Синоптические особенности,316002,(Заголовок),,004001,Год,,,,Operational
bufr4/3/16/002/10/004002,16,Синоптические особенности,316002,(Заголовок),,004002,Месяц,,,,Operational
bufr4/3/16/002/11/004003,16,Синоптические особенности,316002,(Заголовок),,004003,День,,,,Operational
bufr4/3/16/002/12/004004,16,Синоптические особенности,316002,(Заголовок),,004004,Час,,,,Operational
bufr4/3/16/002/13/004005,16,Синоптические особенности,316002,(Заголовок),,004005,Минута,,,,Operational
bufr4/3/16/002/14/007002,16,Синоптические особенности,316002,(Заголовок),,007002,Высота или высота над уровнем моря,Эшелон полёта (основание слоя карты),,,Operational
bufr4/3/16/002/15/007002,16,Синоптические особенности,316002,(Заголовок),,007002,Высота или высота над уровнем моря,Эшелон полёта (основание слоя карты),,,Operational
bufr4/3/16/003/1/110000,16,Синоптические особенности,316003,Струяジェット,,110000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/16/003/2/031001,16,Синоптические особенности,316003,Струяジェット,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/16/003/3/008011,16,Синоптические особенности,316003,Струяジェット,,008011,Метеорологическая характеристика,Значение струиジェット,,,Operational
bufr4/3/16/003/4/008007,16,Синоптические особенности,316003,Струяジェット,,008007,Размерное значение,Значение для строки,,,Operational
