Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/30/031/0,030031,Тип изображения,0,ИПЦ,,,,,Operational
bufr4/0/30/031/1,030031,Тип изображения,1,Композит,,,,,Operational
bufr4/0/30/031/2,030031,Тип изображения,2,КАППл,,,,,Operational
bufr4/0/30/031/3,030031,Тип изображения,3,Вертикальный раздел,,,,,Operational
bufr4/0/30/031/4,030031,Тип изображения,4,Алфавитно-цифровые данные,,,,,Operational
bufr4/0/30/031/5,030031,Тип изображения,5,Карта предметного беспорядка,,,,,Operational
bufr4/0/30/031/6,030031,Тип изображения,6,Карта,,,,,Operational
bufr4/0/30/031/7,030031,Тип изображения,7,Тестовое изображение,,,,,Operational
bufr4/0/30/031/8,030031,Тип изображения,8,Комментарии,,,,,Operational
bufr4/0/30/031/9,030031,Тип изображения,9,Карта наземной оккультации,,,,,Operational
bufr4/0/30/031/10,030031,Тип изображения,10,Карта высоты радиолокационного луча,,,,,Operational
bufr4/0/30/031/11-13,030031,Тип изображения,11-13,Зарезервировано,,,,,Operational
bufr4/0/30/031/14,030031,Тип изображения,14,Другое,,,,,Operational
bufr4/0/30/031/15,030031,Тип изображения,15,Отсутствующее значение,,,,,Operational
bufr4/0/30/032/1,030032,Сочетание с другими данными,1,Карта,,,,,Operational
bufr4/0/30/032/2,030032,Сочетание с другими данными,2,Спутниковый ИК,,,,,Operational
bufr4/0/30/032/3,030032,Сочетание с другими данными,3,Спутник VIS,,,,,Operational
bufr4/0/30/032/4,030032,Сочетание с другими данными,4,Спутник WV,,,,,Operational
bufr4/0/30/032/5,030032,Сочетание с другими данными,5,Спутниковый мультиспектральный.,,,,,Operational
bufr4/0/30/032/6,030032,Сочетание с другими данными,6,Синоптические наблюдения,,,,,Operational
bufr4/0/30/032/7,030032,Сочетание с другими данными,7,Параметры прогноза,,,,,Operational
bufr4/0/30/032/8,030032,Сочетание с другими данными,8,Данные о молниях,,,,,Operational
bufr4/0/30/032/9-14,030032,Сочетание с другими данными,9-14,Зарезервировано,,,,,Operational
bufr4/0/30/032/15,030032,Сочетание с другими данными,15,Другие данные,,,,,Operational
bufr4/0/30/032/All-16,030032,Сочетание с другими данными,All 16,Отсутствующее значение,,,,,Operational
