Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/33/002/0,033002,Качественная информация,0,Данные не вызывают подозрений,,,,,Operational
bufr4/0/33/002/1,033002,Качественная информация,1,Данные не вызывают подозрений,,,,,Operational
bufr4/0/33/002/2,033002,Качественная информация,2,Зарезервировано,,,,,Operational
bufr4/0/33/002/3,033002,Качественная информация,3,Качественная информация,,,,,Operational
bufr4/0/33/003/0,033003,Качественная информация,0,Данные не вызывают подозрений,,,,,Operational
bufr4/0/33/003/1,033003,Качественная информация,1,Данные не вызывают подозрений,,,,,Operational
bufr4/0/33/003/2,033003,Качественная информация,2,Данные не вызывают подозрений,,,,,Operational
bufr4/0/33/003/3,033003,Качественная информация,3,"Данные, признанные непригодными для использования",,,,,Operational
bufr4/0/33/003/4-6,033003,Качественная информация,4-6,Зарезервировано,,,,,Operational
bufr4/0/33/003/7,033003,Качественная информация,7,Качественная информация,,,,,Operational
bufr4/0/33/005/1,033005,Качественная информация (данные AWS),1,Автоматическая проверка метеорологических данных не выполнялась.,,,,,Operational
bufr4/0/33/005/2,033005,Качественная информация (данные AWS),2,Данные о давлении вызывают подозрения,,,,,Operational
bufr4/0/33/005/3,033005,Качественная информация (данные AWS),3,Данные о ветре подозрительны,,,,,Operational
bufr4/0/33/005/4,033005,Качественная информация (данные AWS),4,Данные о температуре воздуха вызывают подозрения,,,,,Operational
bufr4/0/33/005/5,033005,Качественная информация (данные AWS),5,Температура мокрого термометра,,,,,Operational
bufr4/0/33/005/6,033005,Качественная информация (данные AWS),6,Начало отсутствия данных об относительной влажности,,,,,Operational
bufr4/0/33/005/7,033005,Качественная информация (данные AWS),7,Данные о температуре грунта подозрительны,,,,,Operational
bufr4/0/33/005/8,033005,Качественная информация (данные AWS),8,Данные температуры почвы (глубина 1) подозрительны,,,,,Operational
bufr4/0/33/005/9,033005,Качественная информация (данные AWS),9,Данные температуры почвы (глубина 1) подозрительны,,,,,Operational
bufr4/0/33/005/10,033005,Качественная информация (данные AWS),10,Данные температуры почвы (глубина 1) подозрительны,,,,,Operational
bufr4/0/33/005/11,033005,Качественная информация (данные AWS),11,Данные температуры почвы (глубина 1) подозрительны,,,,,Operational
bufr4/0/33/005/12,033005,Качественная информация (данные AWS),12,Данные температуры почвы (глубина 1) подозрительны,,,,,Operational
bufr4/0/33/005/13,033005,Качественная информация (данные AWS),13,Облачные данные вызывают подозрения,,,,,Operational
bufr4/0/33/005/14,033005,Качественная информация (данные AWS),14,Данные о видимости вызывают подозрения,,,,,Operational
bufr4/0/33/005/15,033005,Качественная информация (данные AWS),15,Текущие данные о погоде подозрительные,,,,,Operational
bufr4/0/33/005/16,033005,Качественная информация (данные AWS),16,Данные о молниях вызывают подозрения,,,,,Operational
bufr4/0/33/005/17,033005,Качественная информация (данные AWS),17,Данные о залежах льда подозрительны,,,,,Operational
bufr4/0/33/005/18,033005,Качественная информация (данные AWS),18,Данные о осадках подозрительные,,,,,Operational
bufr4/0/33/005/19,033005,Качественная информация (данные AWS),19,Состояние данных о грунте подозрительное,,,,,Operational
bufr4/0/33/005/20,033005,Качественная информация (данные AWS),20,Данные о снеге подозрительные,,,,,Operational
bufr4/0/33/005/21,033005,Качественная информация (данные AWS),21,Данные о содержании воды подозрительны,,,,,Operational
bufr4/0/33/005/22,033005,Качественная информация (данные AWS),22,Данные об испарении/эвапотранспирации вызывают сомнения,,,,,Operational
bufr4/0/33/005/23,033005,Качественная информация (данные AWS),23,Данные о солнечном свете подозрительны,,,,,Operational
bufr4/0/33/005/24-29,033005,Качественная информация (данные AWS),24-29,Зарезервировано,,,,,Operational
bufr4/0/33/005/All-30,033005,Качественная информация (данные AWS),All 30,Отсутствующее значение,,,,,Operational
bufr4/0/33/006/0,033006,Информация о состоянии внутреннего измерения (AWS),0,Самопроверка ОК,,,,,Operational
bufr4/0/33/006/1,033006,Информация о состоянии внутреннего измерения (AWS),1,"По крайней мере одно предупреждение активно, тревог нет.",,,,,Operational
bufr4/0/33/006/2,033006,Информация о состоянии внутреннего измерения (AWS),2,По крайней мере одна тревога активна.,,,,,Operational
