Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/03/001/0,003001,Тип наземной станции,0,Наземная станция (синоптическая сеть),,,,,Operational
bufr4/0/03/001/1,003001,Тип наземной станции,1,Мелководная станция (закрепленная на дне моря/озера),,,,,Operational
bufr4/0/03/001/2,003001,Тип наземной станции,2,Корабль,,,,,Operational
bufr4/0/03/001/3,003001,Тип наземной станции,3,Буровая установка/платформа,,,,,Operational
bufr4/0/03/001/4,003001,Тип наземной станции,4,Неуказанный швартовный буй,,,,,Operational
bufr4/0/03/001/5,003001,Тип наземной станции,5,Дрейф буя,,,,,Operational
bufr4/0/03/001/6,003001,Тип наземной станции,6,Ледовый буй,,,,,Operational
bufr4/0/03/001/7,003001,Тип наземной станции,7,Наземная станция (локальная сеть),,,,,Operational
bufr4/0/03/001/8,003001,Тип наземной станции,8,Наземное транспортное средство,,,,,Operational
bufr4/0/03/001/9,003001,Тип наземной станции,9,Автономное морское судно,,,,,Operational
bufr4/0/03/001/10,003001,Тип наземной станции,10,"Метка, прикрепленная к морскому животному",,,,,Operational
bufr4/0/03/001/11-30,003001,Тип наземной станции,11-30,Зарезервировано для будущего использования,,,,,Operational
bufr4/0/03/001/31,003001,Тип наземной станции,31,Отсутствующее значение,,,,,Operational
bufr4/0/03/003/0,003003,Корпус термометра/гигрометра,0,Экран,,,,,Operational
bufr4/0/03/003/1,003003,Корпус термометра/гигрометра,1,Праща/вращение,,,,,Operational
bufr4/0/03/003/2,003003,Корпус термометра/гигрометра,2,Непроверенный,,,,,Operational
bufr4/0/03/003/3,003003,Корпус термометра/гигрометра,3,Радиационный щит,,,,,Operational
bufr4/0/03/003/4,003003,Корпус термометра/гигрометра,4,"Аспирированный (например, Ассман).",,,,,Operational
bufr4/0/03/003/5,003003,Корпус термометра/гигрометра,5,Укрытие,,,,,Operational
bufr4/0/03/003/6,003003,Корпус термометра/гигрометра,6,Ручной,,,,,Operational
bufr4/0/03/003/7-14,003003,Корпус термометра/гигрометра,7-14,Зарезервировано для будущего использования,,,,,Operational
bufr4/0/03/003/15,003003,Корпус термометра/гигрометра,15,Отсутствующее значение,,,,,Operational
bufr4/0/03/004/0,003004,Тип экрана/укрытия/радиационной защиты,0,Экран Стивенсона,,,,,Operational
bufr4/0/03/004/1,003004,Тип экрана/укрытия/радиационной защиты,1,Экран Стивенсона,,,,,Operational
bufr4/0/03/004/2,003004,Тип экрана/укрытия/радиационной защиты,2,Цилиндрическая секционная пластинчатая защита,,,,,Operational
bufr4/0/03/004/3,003004,Тип экрана/укрытия/радиационной защиты,3,Концентрическая трубка,,,,,Operational
bufr4/0/03/004/4,003004,Тип экрана/укрытия/радиационной защиты,4,Цилиндрическая секционная пластинчатая защита,,,,,Operational
bufr4/0/03/004/5,003004,Тип экрана/укрытия/радиационной защиты,5,Щит квадратного сечения,,,,,Operational
bufr4/0/03/004/6,003004,Тип экрана/укрытия/радиационной защиты,6,Щит квадратного сечения,,,,,Operational
bufr4/0/03/004/7,003004,Тип экрана/укрытия/радиационной защиты,7,Открытый навес,,,,,Operational
bufr4/0/03/004/8,003004,Тип экрана/укрытия/радиационной защиты,8,Открытая крыша в форме перевернутой буквы V,,,,,Operational
bufr4/0/03/004/9,003004,Тип экрана/укрытия/радиационной защиты,9,"Интегрированный (например, охлаждаемый зеркальный).",,,,,Operational
bufr4/0/03/004/10-14,003004,Тип экрана/укрытия/радиационной защиты,10-14,Зарезервировано для будущего использования,,,,,Operational
bufr4/0/03/004/15,003004,Тип экрана/укрытия/радиационной защиты,15,Отсутствующее значение,,,,,Operational
bufr4/0/03/008/0,003008,Искусственно вентилируемый экран или щит.,0,Естественная вентиляция в эксплуатации,,,,,Operational
bufr4/0/03/008/1,003008,Искусственно вентилируемый экран или щит.,1,Искусственная аспирация в использовании: постоянный поток во время считывания.,,,,,Operational
bufr4/0/03/008/2,003008,Искусственно вентилируемый экран или щит.,2,Искусственная аспирация в использовании: постоянный поток во время считывания.,,,,,Operational
bufr4/0/03/008/3-6,003008,Искусственно вентилируемый экран или щит.,3-6,Зарезервировано,,,,,Operational
bufr4/0/03/008/7,003008,Искусственно вентилируемый экран или щит.,7,Отсутствующее значение,,,,,Operational
bufr4/0/03/010/0,003010,Метод измерения морского/водного течения,0,Зарезервировано,,,,,Operational
bufr4/0/03/010/1,003010,Метод измерения морского/водного течения,1,АДЦП,,,(см. Примечание),91,Operational
bufr4/0/03/010/2,003010,Метод измерения морского/водного течения,2,ГЭК (Геомагнитный Электрокинетограф),,,,,Operational
bufr4/0/03/010/3,003010,Метод измерения морского/водного течения,3,Снос и дрейф судна определяются по точкам через 3-6 часов.,,,,,Operational
bufr4/0/03/010/4,003010,Метод измерения морского/водного течения,4,Снос и дрейф судна определяются по точкам через 3-6 часов.,,,,,Operational
bufr4/0/03/010/5,003010,Метод измерения морского/водного течения,5,Дрейф буя,,,,,Operational
bufr4/0/03/010/6,003010,Метод измерения морского/водного течения,6,АДЦП,,,,,Operational
bufr4/0/03/010/7,003010,Метод измерения морского/водного течения,7,Режим отслеживания дна ADCP,,,,,Operational
bufr4/0/03/010/8,003010,Метод измерения морского/водного течения,8,Электромагнитный датчик,,,,,Operational
bufr4/0/03/010/9,003010,Метод измерения морского/водного течения,9,Ротор и лопасть,,,,,Operational
bufr4/0/03/010/10,003010,Метод измерения морского/водного течения,10,Опущенный АДЦП,,,,,Operational
bufr4/0/03/010/11-14,003010,Метод измерения морского/водного течения,11-14,Зарезервировано,,,,,Operational
bufr4/0/03/010/15,003010,Метод измерения морского/водного течения,15,Отсутствующее значение,,,,,Operational
bufr4/0/03/011/0,003011,Метод расчета глубины,0,Глубина рассчитана с использованием уравнения скорости падения,,,,,Operational
bufr4/0/03/011/1,003011,Метод расчета глубины,1,"Глубина, рассчитанная по давлению воды/уравнению состояния",,,,,Operational
bufr4/0/03/011/2,003011,Метод расчета глубины,2,Зарезервировано,,,,,Operational
bufr4/0/03/011/3,003011,Метод расчета глубины,3,Отсутствующее значение,,,,,Operational
