Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/03/001,03,Инструментирование,003001,Тип наземной станции,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/03/003,03,Инструментирование,003003,Корпус термометра/гигрометра,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/03/004,03,Инструментирование,003004,Тип экрана/укрытия/радиационной защиты,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/03/005,03,Инструментирование,003005,Горизонтальная ширина экрана или щита (x),m,3,0,16,m,3,5,,,Operational
bufr4/0/03/006,03,Инструментирование,003006,Горизонтальная глубина экрана или щита (y),m,3,0,16,m,3,5,,,Operational
bufr4/0/03/007,03,Инструментирование,003007,Вертикальная высота экрана или щита (z),m,3,0,16,m,3,5,,,Operational
bufr4/0/03/008,03,Инструментирование,003008,Искусственно вентилируемый экран или щит.,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/03/009,03,Инструментирование,003009,Количество принудительной вентиляции на момент считывания,m/s,1,0,9,m/s,1,3,,,Operational
bufr4/0/03/010,03,Инструментирование,003010,Метод измерения морского/водного течения,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/03/011,03,Инструментирование,003011,Метод расчета глубины,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/03/012,03,Инструментирование,003012,Тип инструмента/датчик для измерения растворенного кислорода,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/03/016,03,Инструментирование,003016,Положение дорожных датчиков,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/03/017,03,Инструментирование,003017,Расширенный тип станции,Flag table,0,0,6,Flag table,0,2,,,Operational
bufr4/0/03/018,03,Инструментирование,003018,Тип дороги,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/03/019,03,Инструментирование,003019,Тип конструкции,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/03/020,03,Инструментирование,003020,Корпус термометра/гигрометра,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/03/021,03,Инструментирование,003021,Нагрев гигрометра,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/03/022,03,Инструментирование,003022,Владелец инструмента,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/03/023,03,Инструментирование,003023,Конфигурация жалюзи для экрана термометра/гигрометра,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/03/024,03,Инструментирование,003024,Психрометрический коэффициент,K-1,6,0,10,K-1,6,3,,,Operational
bufr4/0/03/025,03,Инструментирование,003025,Размер области оценки поперечного отклонения,m,0,5000,16,m,0,5,,,Operational
bufr4/0/03/026,03,Инструментирование,003026,Размер области оценки поперечного отклонения,m,0,5000,16,m,0,5,,,Operational
bufr4/0/03/027,03,Инструментирование,003027,Тип полетной установки,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/03/028,03,Инструментирование,003028,Одноточечное ручное измерение водного эквивалента снега,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/03/029,03,Инструментирование,003029,Полоса охвата,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/03/030,03,Инструментирование,003030,Состояние антенны,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/03/031,03,Инструментирование,003031,"Ширина канала, полная ширина на половине максимума (FWHM)",m,11,0,16,m,11,13,,,Operational
bufr4/0/03/032,03,Инструментирование,003032,Частота центрального канала спутника,Hz,-6,0,26,Hz,-6,10,,,Operational
bufr4/0/03/033,03,Инструментирование,003033,Ширина канала,Hz,-6,0,26,Hz,-6,10,,,Operational
bufr4/0/03/034,03,Инструментирование,003034,Длина волны спутникового канала,m,9,0,16,m,9,5,,,Operational
