Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/40/005/1,040005,Флаг коррекции влажности почвы,1,Влажность почвы между -20% и 0%,,,,,Operational
bufr4/0/40/005/2,040005,Флаг коррекции влажности почвы,2,Влажность почвы между -20% и 0%,,,,,Operational
bufr4/0/40/005/3,040005,Флаг коррекции влажности почвы,3,Коррекция ссылки на мокрое обратное рассеяние,,,,,Operational
bufr4/0/40/005/4,040005,Флаг коррекции влажности почвы,4,Коррекция ссылки на мокрое обратное рассеяние,,,,,Operational
bufr4/0/40/005/5,040005,Флаг коррекции влажности почвы,5,Коррекция объемного рассеяния в песке,,,,,Operational
bufr4/0/40/005/6-7,040005,Флаг коррекции влажности почвы,6-7,Зарезервировано,,,,,Operational
bufr4/0/40/005/All-8,040005,Флаг коррекции влажности почвы,All 8,Отсутствующее значение,,,,,Operational
bufr4/0/40/006/1,040006,Флаг коррекции влажности почвы,1,Не почва,,,,,Operational
bufr4/0/40/006/2,040006,Флаг коррекции влажности почвы,2,Чувствительность к влажности почвы ниже предела,,,,,Operational
bufr4/0/40/006/3,040006,Флаг коррекции влажности почвы,3,Азимутальный шум выше предела,,,,,Operational
bufr4/0/40/006/4,040006,Флаг коррекции влажности почвы,4,Обратное рассеяние: передний-задний луч вне диапазона,,,,,Operational
bufr4/0/40/006/5,040006,Флаг коррекции влажности почвы,5,Наклонная средне-передняя балка вне диапазона.,,,,,Operational
bufr4/0/40/006/6,040006,Флаг коррекции влажности почвы,6,Наклонная средне-передняя балка вне диапазона.,,,,,Operational
bufr4/0/40/006/7,040006,Флаг коррекции влажности почвы,7,Влажность почвы между -20% и 0%,,,,,Operational
bufr4/0/40/006/8,040006,Флаг коррекции влажности почвы,8,Влажность почвы между -20% и 0%,,,,,Operational
bufr4/0/40/006/9-15,040006,Флаг коррекции влажности почвы,9-15,Зарезервировано,,,,,Operational
bufr4/0/40/006/All-16,040006,Флаг коррекции влажности почвы,All 16,Отсутствующее значение,,,,,Operational
bufr4/0/40/011/1,040011,Флаг интерполяции,1,Флаг интерполяции средней поверхности моря (MSS),,,,,Operational
bufr4/0/40/011/2,040011,Флаг интерполяции,2,"Флаг интерполяции решения приливов океана 1 (0 = 4 точки над океаном, 1 = менее 4 точек)",,,,,Operational
bufr4/0/40/011/3,040011,Флаг интерполяции,3,"Флаг интерполяции решения приливов океана 1 (0 = 4 точки над океаном, 1 = менее 4 точек)",,,,,Operational
bufr4/0/40/011/4,040011,Флаг интерполяции,4,"Флаг интерполяции решения приливов океана 1 (0 = 4 точки над океаном, 1 = менее 4 точек)",,,,,Operational
bufr4/0/40/011/5-7,040011,Флаг интерполяции,5-7,Зарезервировано,,,,,Operational
bufr4/0/40/011/All-8,040011,Флаг интерполяции,All 8,Отсутствующее значение,,,,,Operational
bufr4/0/40/012/1,040012,Флаг качества данных радиометра,1,"Яркостная температура 18,7 ГГц",,,,,Operational
bufr4/0/40/012/2,040012,Флаг качества данных радиометра,2,"Яркостная температура 18,7 ГГц",,,,,Operational
bufr4/0/40/012/3,040012,Флаг качества данных радиометра,3,"Яркостная температура 18,7 ГГц",,,,,Operational
bufr4/0/40/012/4-7,040012,Флаг качества данных радиометра,4-7,Зарезервировано,,,,,Operational
bufr4/0/40/012/All-8,040012,Флаг качества данных радиометра,All 8,Отсутствующее значение,,,,,Operational
bufr4/0/40/013/0,040013,Флаг интерпретации яркостной температуры радиометра,0,Интерполяция без разрыва между данными JMR,,,,,Operational
bufr4/0/40/013/1,040013,Флаг интерпретации яркостной температуры радиометра,1,Интерполяция без разрыва между данными JMR,,,,,Operational
bufr4/0/40/013/2,040013,Флаг интерпретации яркостной температуры радиометра,2,Интерполяция без разрыва между данными JMR,,,,,Operational
bufr4/0/40/013/3,040013,Флаг интерпретации яркостной температуры радиометра,3,Сбой экстраполяции и интерполяции,,,,,Operational
bufr4/0/40/013/4-6,040013,Флаг интерпретации яркостной температуры радиометра,4-6,Зарезервировано,,,,,Operational
bufr4/0/40/013/7,040013,Флаг интерпретации яркостной температуры радиометра,7,Отсутствующее значение,,,,,Operational
bufr4/0/40/020/1,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,1,NZPD и ошибка сложной калибровки,,,,,Operational
bufr4/0/40/020/2,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,2,Полоса 3 затронута всплеском,,,,,Operational
bufr4/0/40/020/3,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,3,Полоса 3 подвержена насыщению,,,,,Operational
bufr4/0/40/020/4,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,4,Полоса 3 затронута всплеском,,,,,Operational
bufr4/0/40/020/5,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,5,Полоса 3 затронута всплеском,,,,,Operational
bufr4/0/40/020/6,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,6,Переполнение/недостаточное заполнение,,,,,Operational
bufr4/0/40/020/7,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,7,Ошибка обработки на борту,,,,,Operational
bufr4/0/40/020/8,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,8,Деградированная спектральная калибровка,,,,,Operational
bufr4/0/40/020/9,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,9,Деградированная радиометрическая калибровка,,,,,Operational
bufr4/0/40/020/10,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,10,Отсутствующие данные AVHRR,,,,,Operational
bufr4/0/40/020/11,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,11,Отсутствующие данные IIS,,,,,Operational
bufr4/0/40/020/12,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,12,Отсутствуют данные звукопередатчика,,,,,Operational
bufr4/0/40/020/13,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,13,Сводный флаг GqisFlagQual для всех диапазонов,,,,,Operational
bufr4/0/40/020/14,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,14,Ошибка обработки на земле,,,,,Operational
bufr4/0/40/020/15,040020,GqisFlagQual - индивидуальный флаг качества системы IASI-System,15,Ошибка межкалибровки IASI/AVHRR,,,,,Operational
