Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/13/001,13,Гидрографические и гидрологические элементы,013001,Относительная влажность,kg/kg,5,0,14,kg/kg,5,5,,,Operational
bufr4/0/13/002,13,Гидрографические и гидрологические элементы,013002,Коэффициент смешивания,kg/kg,5,0,14,kg/kg,5,5,,,Operational
bufr4/0/13/003,13,Гидрографические и гидрологические элементы,013003,Относительная влажность,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/004,13,Гидрографические и гидрологические элементы,013004,Давление пара,Pa,-1,0,10,Pa,-1,4,,,Operational
bufr4/0/13/005,13,Гидрографические и гидрологические элементы,013005,Давление пара,kg m-3,3,0,7,kg m-3,3,3,,,Operational
bufr4/0/13/006,13,Гидрографические и гидрологические элементы,013006,Высоты смешивания,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/13/007,13,Гидрографические и гидрологические элементы,013007,Относительная влажность,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/008,13,Гидрографические и гидрологические элементы,013008,Относительная влажность,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/009,13,Гидрографические и гидрологические элементы,013009,Относительная влажность,%,1,-1000,12,%,1,4,(см. Примечание 3),39,Operational
bufr4/0/13/011,13,Гидрографические и гидрологические элементы,013011,Общее количество осадков/общее водное эквивалентное количество,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/012,13,Гидрографические и гидрологические элементы,013012,"Глубина снега более 0,00 м",m,2,-2,12,m,2,4,(см. Примечание 3),26,Operational
bufr4/0/13/013,13,Гидрографические и гидрологические элементы,013013,"Глубина снега более 0,00 м",m,2,-2,16,m,2,5,(см. Примечание 3),26,Operational
bufr4/0/13/014,13,Гидрографические и гидрологические элементы,013014,Осадки/водный эквивалент снега (средняя скорость).,kg m-2 s-1,4,0,12,kg m-2 s-1,4,4,,,Operational
bufr4/0/13/015,13,Гидрографические и гидрологические элементы,013015,Осадки/водный эквивалент снега (средняя скорость).,m/s,7,0,12,m/s,7,4,,,Operational
bufr4/0/13/016,13,Гидрографические и гидрологические элементы,013016,Осаждаемая вода,kg m-2,0,0,7,kg m-2,0,3,,,Operational
bufr4/0/13/019,13,Гидрографические и гидрологические элементы,013019,Общее количество осадков за последний час,kg m-2,1,-1,14,kg m-2,1,4,,,Operational
bufr4/0/13/020,13,Гидрографические и гидрологические элементы,013020,Общее количество осадков за последний час,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/021,13,Гидрографические и гидрологические элементы,013021,Общее количество осадков за последний час,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/022,13,Гидрографические и гидрологические элементы,013022,Общее количество осадков за последний час,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/023,13,Гидрографические и гидрологические элементы,013023,Общее количество осадков за последний час,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/031,13,Гидрографические и гидрологические элементы,013031,Испарение/эвапотранспирация,kg m-2,0,0,7,kg m-2,0,3,,,Operational
bufr4/0/13/032,13,Гидрографические и гидрологические элементы,013032,Испарение/эвапотранспирация,kg m-2,1,0,8,kg m-2,1,3,(см. Примечание 3),53,Operational
bufr4/0/13/033,13,Гидрографические и гидрологические элементы,013033,Испарение/эвапотранспирация,kg m-2,1,0,10,kg m-2,1,4,,,Operational
bufr4/0/13/038,13,Гидрографические и гидрологические элементы,013038,Суперадиабатический индикатор,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/13/039,13,Гидрографические и гидрологические элементы,013039,Тип местности (лед/снег),Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/13/040,13,Гидрографические и гидрологические элементы,013040,Поверхностный флаг,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/041,13,Гидрографические и гидрологические элементы,013041,Категория устойчивости Паскуилла-Гиффорда,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/042,13,Гидрографические и гидрологические элементы,013042,Индекс подъема посылки (до 500 гПа),K,0,-20,6,K,0,2,(см. Примечания 3 и 4),"119,130",Operational
bufr4/0/13/043,13,Гидрографические и гидрологические элементы,013043,Лучший индекс подъема (до 500 гПа),K,0,-20,6,K,0,2,(см. Примечания 3 и 4),"119,130",Operational
bufr4/0/13/044,13,Гидрографические и гидрологические элементы,013044,Индекс K,K,0,-30,8,K,0,3,,,Operational
bufr4/0/13/045,13,Гидрографические и гидрологические элементы,013045,Индекс KO,K,0,-30,8,K,0,3,,,Operational
bufr4/0/13/046,13,Гидрографические и гидрологические элементы,013046,Максимальная плавучесть,K,0,-30,8,K,0,3,,,Operational
bufr4/0/13/047,13,Гидрографические и гидрологические элементы,013047,Модифицированный индекс устойчивости Шоултера,K,0,-60,6,C,0,2,(см. Примечание 3),129,Operational
bufr4/0/13/048,13,Гидрографические и гидрологические элементы,013048,Водная фракция,%,1,0,10,%,1,4,,,Operational
bufr4/0/13/051,13,Гидрографические и гидрологические элементы,013051,"Частотная группа, осадки",Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/052,13,Гидрографические и гидрологические элементы,013052,Наибольшее суточное количество осадков,kg m-2,1,-1,14,kg m-2,1,5,,,Operational
bufr4/0/13/055,13,Гидрографические и гидрологические элементы,013055,"Интенсивность осадков, размер элемента осадков",kg m-2 s-1,4,0,8,mm/h,1,4,,,Operational
bufr4/0/13/056,13,Гидрографические и гидрологические элементы,013056,Характер осадков,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/057,13,Гидрографические и гидрологические элементы,013057,Время начала или окончания осадков,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/13/058,13,Гидрографические и гидрологические элементы,013058,Размер осадкообразующего элемента,m,4,0,7,mm,1,3,,,Operational
bufr4/0/13/059,13,Гидрографические и гидрологические элементы,013059,Количество вспышек (гроза),Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/13/060,13,Гидрографические и гидрологические элементы,013060,Общее накопленное количество осадков,kg m-2,1,-1,17,kg m-2,1,5,,,Operational
bufr4/0/13/071,13,Гидрографические и гидрологические элементы,013071,Уровень воды на верхнем бьефе,m,2,0,14,m,2,4,,,Operational
bufr4/0/13/072,13,Гидрографические и гидрологические элементы,013072,Уровень воды на верхнем бьефе,m,2,0,14,m,2,4,,,Operational
bufr4/0/13/073,13,Гидрографические и гидрологические элементы,013073,Максимальный уровень воды,m,2,0,14,m,2,4,,,Operational
bufr4/0/13/074,13,Гидрографические и гидрологические элементы,013074,Уровень грунтовых вод,m,2,0,18,m,2,6,,,Operational
bufr4/0/13/080,13,Гидрографические и гидрологические элементы,013080,pH воды,pH unit,1,0,10,pH unit,1,3,,,Operational
bufr4/0/13/081,13,Гидрографические и гидрологические элементы,013081,Водопроводимость,S/m,3,0,14,S/m,3,4,,,Operational
bufr4/0/13/082,13,Гидрографические и гидрологические элементы,013082,Температура воды,K,1,0,12,K,1,4,,,Operational
bufr4/0/13/083,13,Гидрографические и гидрологические элементы,013083,Растворённый кислород,kg m-3,6,0,15,kg m-3,6,5,,,Operational
bufr4/0/13/084,13,Гидрографические и гидрологические элементы,013084,Мутность,lm,0,0,14,lm,0,4,,,Operational
bufr4/0/13/085,13,Гидрографические и гидрологические элементы,013085,Окислительно-восстановительный потенциал (ORP),V,3,0,14,V,3,4,,,Operational
bufr4/0/13/090,13,Гидрографические и гидрологические элементы,013090,Содержание водяного пара радиометра,kg m-2,1,0,10,kg m-2,1,4,,,Operational
bufr4/0/13/091,13,Гидрографические и гидрологические элементы,013091,Содержание жидкости радиометра,kg m-2,2,0,8,kg m-2,2,3,,,Operational
bufr4/0/13/093,13,Гидрографические и гидрологические элементы,013093,Оптическая толщина облаков,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/13/094,13,Гидрографические и гидрологические элементы,013094,Оптическая толщина облаков,Numeric,3,-2000,14,Numeric,3,5,,,Operational
bufr4/0/13/095,13,Гидрографические и гидрологические элементы,013095,Общее содержание водяного пара в столбе воздуха,kg m-2,4,0,19,kg m-2,4,6,,,Operational
bufr4/0/13/096,13,Гидрографические и гидрологические элементы,013096,Содержание водяного пара МВР,kg m-2,2,0,14,kg m-2,2,5,,,Operational
bufr4/0/13/097,13,Гидрографические и гидрологические элементы,013097,Содержание водяного пара МВР,kg m-2,2,0,14,kg m-2,2,5,,,Operational
bufr4/0/13/098,13,Гидрографические и гидрологические элементы,013098,Интегрированная плотность водяного пара,kg m-2,8,0,30,kg m-2,8,10,,,Operational
bufr4/0/13/099,13,Гидрографические и гидрологические элементы,013099,Log10 интегрированной плотности частиц облака,log(m-2),1,0,7,log(m-2),1,3,,,Operational
bufr4/0/13/100,13,Гидрографические и гидрологические элементы,013100,Log10 интегрированной плотности частиц облака,log(m2 m-2),1,-70,7,log(m2 m-2),1,2,,,Operational
bufr4/0/13/101,13,Гидрографические и гидрологические элементы,013101,Log10 интегрированной плотности частиц облака,log(m3 m-2),1,-140,7,log(m3 m-2),1,3,,,Operational
bufr4/0/13/109,13,Гидрографические и гидрологические элементы,013109,Путь льда/жидкой воды,kg m-2,3,0,10,kg m-2,3,4,,,Operational
bufr4/0/13/110,13,Гидрографические и гидрологические элементы,013110,Коэффициент смешивания,%,0,0,7,%,0,3,,,Operational
bufr4/0/13/111,13,Гидрографические и гидрологические элементы,013111,Влажность почвы,g/kg,0,0,10,g/kg,0,4,,,Operational
bufr4/0/13/112,13,Гидрографические и гидрологические элементы,013112,Продолжительность влажности объекта,s,0,0,17,s,0,5,,,Operational
bufr4/0/13/114,13,Гидрографические и гидрологические элементы,013114,Скорость образования льда (оценочная),kg m-2 h-1,1,0,11,kg m-2 h-1,1,4,,,Operational
bufr4/0/13/115,13,Гидрографические и гидрологические элементы,013115,Ледяной отложение (толщина),m,2,0,19,m,2,6,(см. Примечание 3),88,Operational
bufr4/0/13/116,13,Гидрографические и гидрологические элементы,013116,Толщина водной пленки,m,4,0,10,m,3,2,,,Operational
bufr4/0/13/117,13,Гидрографические и гидрологические элементы,013117,"Наблюдение за снегом, плотность снега, водный эквивалент снега",kg m-3,0,0,10,kg m-3,0,3,,,Operational
bufr4/0/13/118,13,Гидрографические и гидрологические элементы,013118,Метод измерения глубины снега,m,3,-2,14,m,3,5,(см. Примечание 3),41,Operational
bufr4/0/13/119,13,Гидрографические и гидрологические элементы,013119,"Глубина снега более 0,00 м",m,3,-10000,15,,,,(см. Примечание 3),194,Operational
bufr4/0/13/155,13,Гидрографические и гидрологические элементы,013155,Интенсивность осадков (высокая точность),kg m-2 s-1,5,-1,16,mm/h,2,5,(см. Примечание 3),28,Operational
bufr4/0/13/160,13,Гидрографические и гидрологические элементы,013160,Содержание жидкости радиометра,kg m-2,2,-350,10,kg m-2,2,3,,,Operational
bufr4/0/13/161,13,Гидрографические и гидрологические элементы,013161,CAPE (конвективная доступная потенциальная энергия),J/kg,0,0,14,,,,,,Operational
bufr4/0/13/162,13,Гидрографические и гидрологические элементы,013162,Жидкое облако,kg m-2,2,0,8,kg m-2,2,3,,,Operational
bufr4/0/13/163,13,Гидрографические и гидрологические элементы,013163,Водный эквивалент снега,kg m-2,0,0,16,kg m-2,0,5,,,Operational
bufr4/0/13/164,13,Гидрографические и гидрологические элементы,013164,Высота морского льда над водой,m,3,-131072,18,m,3,6,,,Operational
bufr4/0/13/165,13,Гидрографические и гидрологические элементы,013165,CAPE (конвективная доступная потенциальная энергия),J/kg,0,0,14,J/kg,0,5,(см. Примечание 3),186,Operational
bufr4/0/13/166,13,Гидрографические и гидрологические элементы,013166,Общий индекс итогов,K,1,0,10,C,0,5,(см. Примечание 3),187,Operational
bufr4/0/13/167,13,Гидрографические и гидрологические элементы,013167,S индекс (STT),K,1,-1000,11,C,0,6,(см. Примечание 3),188,Operational
bufr4/0/13/168,13,Гидрографические и гидрологические элементы,013168,Индекс угрозы тумана,K,1,-100,8,C,0,5,(см. Примечание 3),190,Operational
bufr4/0/13/169,13,Гидрографические и гидрологические элементы,013169,MDPI (индекс потенциальной вероятности микропорыва),K/K,1,-100,8,K/K,0,5,(см. Примечание 3),191,Operational
bufr4/0/13/170,13,Гидрографические и гидрологические элементы,013170,Индекс TQ,K,1,-1000,11,C,0,6,(см. Примечание 3),190,Operational
bufr4/0/13/171,13,Гидрографические и гидрологические элементы,013171,CIN (конвективное подавление),J/kg,0,-1000,10,J/kg,0,5,(см. Примечание 3),192,Operational
