Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/12/001,12,Температура/температура воздуха,012001,Температура/температура воздуха,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/002,12,Температура/температура воздуха,012002,Температура мокрого термометра,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/003,12,Температура/температура воздуха,012003,Температура точки росы,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/004,12,Температура/температура воздуха,012004,Температура воздуха на высоте 2 м,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/005,12,Температура/температура воздуха,012005,Температура мокрого термометра,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/006,12,Температура/температура воздуха,012006,Температура точки росы,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/007,12,Температура/температура воздуха,012007,Виртуальная температура,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/008,12,Температура/температура воздуха,012008,Неопределенность в виртуальной температуре,K,1,0,12,C,1,4,,,Operational
bufr4/0/12/011,12,Температура/температура воздуха,012011,"Максимальная температура, на высоте и за указанный период.",K,1,0,12,C,1,3,(см. Примечание 3),177,Operational
bufr4/0/12/012,12,Температура/температура воздуха,012012,"Максимальная температура, на высоте и за указанный период.",K,1,0,12,C,1,3,(см. Примечание 3),177,Operational
bufr4/0/12/013,12,Температура/температура воздуха,012013,Минимальная температура на поверхности земли за последние 12 часов,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/014,12,Температура/температура воздуха,012014,Максимальная температура на высоте 2 м за последние 12 часов,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/015,12,Температура/температура воздуха,012015,Максимальная температура на высоте 2 м за последние 12 часов,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/016,12,Температура/температура воздуха,012016,Максимальная температура на высоте 2 м за последние 12 часов,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/017,12,Температура/температура воздуха,012017,Минимальная температура на высоте 2 м за последние 24 часа,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/021,12,Температура/температура воздуха,012021,Максимальная температура на высоте 2 м,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/022,12,Температура/температура воздуха,012022,Максимальная температура на высоте 2 м,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/023,12,Температура/температура воздуха,012023,Температура/температура воздуха,C,0,-99,8,C,0,2,,,Operational
bufr4/0/12/024,12,Температура/температура воздуха,012024,Температура точки росы,C,0,-99,8,C,0,2,,,Operational
bufr4/0/12/030,12,Температура/температура воздуха,012030,Температура почвы,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/049,12,Температура/температура воздуха,012049,Изменение температуры за указанный период,K,0,-30,6,C,0,2,,,Operational
bufr4/0/12/051,12,Температура/температура воздуха,012051,Стандартное отклонение температуры,K,1,0,10,C,1,3,,,Operational
bufr4/0/12/052,12,Температура/температура воздуха,012052,Самая высокая среднесуточная температура,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/053,12,Температура/температура воздуха,012053,Самая низкая среднесуточная температура,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/060,12,Температура/температура воздуха,012060,Внутренняя температура корпуса AWS,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/061,12,Температура/температура воздуха,012061,Температура кожи,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/062,12,Температура/температура воздуха,012062,Эквивалентная температура абсолютно черного тела,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/063,12,Температура/температура воздуха,012063,Яркостная температура,K,1,0,12,C,1,3,,,Operational
bufr4/0/12/064,12,Температура/температура воздуха,012064,Температура инструмента,K,1,0,12,K,1,4,,,Operational
bufr4/0/12/065,12,Температура/температура воздуха,012065,Яркостная температура,K,1,0,12,K,1,4,,,Operational
bufr4/0/12/066,12,Температура/температура воздуха,012066,Температура антенны,K,2,0,16,C,2,5,,,Operational
bufr4/0/12/070,12,Температура/температура воздуха,012070,Температура теплой нагрузки,K,2,0,16,K,2,5,,,Operational
bufr4/0/12/071,12,Температура/температура воздуха,012071,Самая низкая температура кластера,K,1,0,12,K,1,4,,,Operational
bufr4/0/12/072,12,Температура/температура воздуха,012072,Сияние,W m-2 sr-1,6,0,31,W m-2 sr-1,6,9,,,Operational
bufr4/0/12/075,12,Температура/температура воздуха,012075,Спектральное сияние,W m-3 sr-1,-3,0,16,W m-3 sr-1,-3,5,,,Operational
bufr4/0/12/076,12,Температура/температура воздуха,012076,Сияние,W m-2 sr-1,3,0,16,W m-2 sr-1,3,5,(см. Примечание 3),52,Operational
bufr4/0/12/080,12,Температура/температура воздуха,012080,Яркостная температура,K,2,-10000,16,K,2,5,,,Operational
bufr4/0/12/081,12,Температура/температура воздуха,012081,Мнимая часть яркостной температуры,K,2,-10000,16,K,2,5,,,Operational
bufr4/0/12/082,12,Температура/температура воздуха,012082,Радиометрическая точность пикселя,K,2,0,12,K,2,4,,,Operational
bufr4/0/12/083,12,Температура/температура воздуха,012083,Разница температур между наблюдаемой и вычисленной.,K,2,-10000,16,K,2,6,,,Operational
bufr4/0/12/101,12,Температура/температура воздуха,012101,Температура/температура воздуха,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/102,12,Температура/температура воздуха,012102,Температура мокрого термометра,K,2,0,16,C,2,4,,,Operational
bufr4/0/12/103,12,Температура/температура воздуха,012103,Температура точки росы,K,2,0,16,C,2,4,,,Operational
