Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/27/001,27,Некоординатное расположение (вертикальное),027001,Широта/долгота (высокая точность),deg,5,-9000000,25,deg,5,7,,,Operational
bufr4/0/27/002,27,Некоординатное расположение (вертикальное),027002,Широта/долгота (высокая точность),deg,2,-9000,15,deg,2,4,,,Operational
bufr4/0/27/003,27,Некоординатное расположение (вертикальное),027003,Широта/долгота (высокая точность),deg,2,-9000,15,deg,2,4,(см. Примечание 3),132,Operational
bufr4/0/27/004,27,Некоординатное расположение (вертикальное),027004,Широта/долгота (высокая точность),deg,5,-9000000,25,deg,5,7,(см. Примечание 3),132,Operational
bufr4/0/27/010,27,Некоординатное расположение (вертикальное),027010,Ось следа 2,m,-1,0,14,m,-1,5,,,Operational
bufr4/0/27/020,27,Некоординатное расположение (вертикальное),027020,Счетчик местоположения спутника,Numeric,0,0,16,Numeric,0,5,(см. Примечание 3),143,Operational
bufr4/0/27/021,27,Некоординатное расположение (вертикальное),027021,Размер подлокации спутника,Numeric,0,0,16,Numeric,0,5,(см. Примечание 3),144,Operational
bufr4/0/27/031,27,Некоординатное расположение (вертикальное),027031,"В направлении 90 градусов востока, расстояние от центра Земли",m,2,-1073741824,31,m,2,10,(см. Примечания 3 и 4),"96,151",Operational
bufr4/0/27/079,27,Некоординатное расположение (вертикальное),027079,Горизонтальная ширина выборочного объема,m,0,0,18,m,0,6,,,Operational
bufr4/0/27/080,27,Некоординатное расположение (вертикальное),027080,Угол азимута,degree true,2,0,16,degree true,0,5,,,Operational
