Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/02/001/1/010004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302001,3-часовое изменение давления,,010004,Давление,Ниже уровня станции,,,Operational
bufr4/3/02/001/2/010051,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302001,3-часовое изменение давления,,010051,Давление снижено до среднего уровня моря,,,,Operational
bufr4/3/02/001/3/010061,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302001,3-часовое изменение давления,,010061,3-часовое изменение давления,,,,Operational
bufr4/3/02/001/4/010063,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302001,3-часовое изменение давления,,010063,Характеристика тенденции давления,,,,Operational
bufr4/3/02/002/1/010004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302002,Станция низкой высоты,,010004,Давление,Ниже уровня станции,,,Operational
bufr4/3/02/002/2/007004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302002,Станция низкой высоты,,007004,Давление,Стандартный уровень давления,,,Operational
bufr4/3/02/002/3/010003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302002,Станция низкой высоты,,010003,Геопотенциал,Стандартный уровень давления,,,Operational
bufr4/3/02/002/4/010061,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302002,Станция низкой высоты,,010061,3-часовое изменение давления,,,,Operational
bufr4/3/02/002/5/010063,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302002,Станция низкой высоты,,010063,Характеристика тенденции давления,,,,Operational
bufr4/3/02/003/1/011011,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,011011,Модель направления ветра на высоте 10 м,,,,Operational
bufr4/3/02/003/2/011012,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,011012,Скорость ветра,,,,Operational
bufr4/3/02/003/3/012004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,012004,Температура воздуха на высоте 2 м,,,,Operational
bufr4/3/02/003/4/012006,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,012006,Температура точки росы,,,,Operational
bufr4/3/02/003/5/013003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,013003,Относительная влажность,,,,Operational
bufr4/3/02/003/6/020001,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,020001,(Горизонтальная видимость),,,,Operational
bufr4/3/02/003/7/020003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,020003,Текущая погода,,,,Operational
bufr4/3/02/003/8/020004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,020004,Прошедшая погода (1),,,,Operational
bufr4/3/02/003/9/020005,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302003,"(Ветер, температура, влажность, видимость, погода)",,020005,Прошедшая погода (1),,,,Operational
bufr4/3/02/004/1/020010,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302004,Общая информация о облаке,,020010,Облачность (общая),,,,Operational
bufr4/3/02/004/2/008002,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302004,Общая информация о облаке,,008002,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/02/004/3/020011,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302004,Общая информация о облаке,,020011,Количество облачности,,,,Operational
bufr4/3/02/004/4/020013,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302004,Общая информация о облаке,,020013,Высота вершины облака,,,,Operational
bufr4/3/02/004/5/020012,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302004,Общая информация о облаке,,020012,Тип облака,,,,Operational
bufr4/3/02/004/6/020012,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302004,Общая информация о облаке,,020012,Тип облака,,,,Operational
bufr4/3/02/004/7/020012,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302004,Общая информация о облаке,,020012,Тип облака,,,,Operational
bufr4/3/02/005/1/008002,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302005,Слой облаков,,008002,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/02/005/2/020011,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302005,Слой облаков,,020011,Количество облачности,,,,Operational
bufr4/3/02/005/3/020012,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302005,Слой облаков,,020012,Тип облака,,,,Operational
bufr4/3/02/005/4/020013,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302005,Слой облаков,,020013,Высота вершины облака,,,,Operational
bufr4/3/02/006/1/010004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302006,(Давление и 24-часовое изменение давления),,010004,Давление,Ниже уровня станции,,,Operational
bufr4/3/02/006/2/010051,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302006,(Давление и 24-часовое изменение давления),,010051,Давление снижено до среднего уровня моря,,,,Operational
bufr4/3/02/006/3/010062,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302006,(Давление и 24-часовое изменение давления),,010062,(Давление и 24-часовое изменение давления),,,,Operational
bufr4/3/02/006/4/010063,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302006,(Давление и 24-часовое изменение давления),,010063,Характеристика тенденции давления,,,,Operational
bufr4/3/02/011/1/302001,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302011,Станция низкой высоты,,302001,3-часовое изменение давления,,,,Operational
bufr4/3/02/011/2/302003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302011,Станция низкой высоты,,302003,"(Ветер, температура, влажность, видимость, погода)",,,,Operational
bufr4/3/02/011/3/302004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302011,Станция низкой высоты,,302004,Общая информация о облаке,Слой облаков,,,Operational
bufr4/3/02/012/1/302002,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302012,Станция низкой высоты,,302002,Станция низкой высоты,Давление и изменение давления,,,Operational
bufr4/3/02/012/2/302003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302012,Станция низкой высоты,,302003,"(Ветер, температура, влажность, видимость, погода)",,,,Operational
bufr4/3/02/012/3/302004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302012,Станция низкой высоты,,302004,Общая информация о облаке,Слой облаков,,,Operational
bufr4/3/02/013/1/302006,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302013,Базовый отчет о поверхности,,302006,(Давление и 24-часовое изменение давления),,,,Operational
bufr4/3/02/013/2/302003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302013,Базовый отчет о поверхности,,302003,"(Ветер, температура, влажность, видимость, погода)",,,,Operational
bufr4/3/02/013/3/101000,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302013,Базовый отчет о поверхности,,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/02/013/4/031001,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302013,Базовый отчет о поверхности,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/02/013/5/302005,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302013,Базовый отчет о поверхности,,302005,Слой облаков,,,,Operational
bufr4/3/02/021/1/022001,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302021,Волны,,022001,Направление волны определено,,,,Operational
bufr4/3/02/021/2/022011,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302021,Волны,,022011,Период волн,,,,Operational
bufr4/3/02/021/3/022021,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302021,Волны,,022021,Средняя высота волн,,,,Operational
bufr4/3/02/022/1/022002,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302022,Ветровые волны,,022002,Направление ветра,,,,Operational
bufr4/3/02/022/2/022012,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302022,Ветровые волны,,022012,Период волн,,,,Operational
bufr4/3/02/022/3/022022,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302022,Ветровые волны,,022022,Высота ветровых волн,,,,Operational
bufr4/3/02/023/1/022003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302023,Зыбь.,,022003,Направление зыби.,,,,Operational
bufr4/3/02/023/2/022013,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302023,Зыбь.,,022013,Период зыби.,,,,Operational
bufr4/3/02/023/3/022023,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302023,Зыбь.,,022023,Высота зыби,,,,Operational
bufr4/3/02/024/1/302022,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302024,Ветер и зыбь.,,302022,Ветровые волны,,,,Operational
bufr4/3/02/024/2/101002,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302024,Ветер и зыбь.,,101002,Воспроизведите 5 дескрипторов 2 раза.,,,,Operational
bufr4/3/02/024/3/302023,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302024,Ветер и зыбь.,,302023,Зыбь.,2 системы зыби,,,Operational
bufr4/3/02/031/1/302001,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302031,Информация о давлении,,302001,3-часовое изменение давления,,,,Operational
bufr4/3/02/031/2/010062,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302031,Информация о давлении,,010062,(Давление и 24-часовое изменение давления),,,,Operational
bufr4/3/02/031/3/007004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302031,Информация о давлении,,007004,Давление,Стандартный уровень,,,Operational
bufr4/3/02/031/4/010009,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302031,Информация о давлении,,010009,Геопотенциальная высота,,,,Operational
bufr4/3/02/032/1/007032,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302032,Данные о температуре и влажности,,007032,Скорректировано относительно или с учетом представительной высоты датчика над местной поверхностью земли (или палубой морской платформы).,Данные о температуре и влажности,,,Operational
bufr4/3/02/032/2/012101,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302032,Данные о температуре и влажности,,012101,Температура/температура воздуха,Масштаб: 2,,,Operational
bufr4/3/02/032/3/012103,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302032,Данные о температуре и влажности,,012103,Температура точки росы,Масштаб: 2,,,Operational
bufr4/3/02/032/4/013003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302032,Данные о температуре и влажности,,013003,Относительная влажность,,,,Operational
bufr4/3/02/033/1/007032,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302033,Данные о видимости,,007032,Скорректировано относительно или с учетом представительной высоты датчика над местной поверхностью земли (или палубой морской платформы).,Система измерения видимости,,,Operational
bufr4/3/02/033/2/020001,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302033,Данные о видимости,,020001,(Горизонтальная видимость),,,,Operational
bufr4/3/02/034/1/007032,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302034,Общее количество осадков за последний час,,007032,Скорректировано относительно или с учетом представительной высоты датчика над местной поверхностью земли (или палубой морской платформы).,Измерение осадков,,,Operational
bufr4/3/02/034/2/013023,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302034,Общее количество осадков за последний час,,013023,Общее количество осадков за последний час,,,,Operational
bufr4/3/02/035/1/302032,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302035,Основные синоптические «мгновенные» данные,,302032,Данные о температуре и влажности,,,,Operational
bufr4/3/02/035/2/302033,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302035,Основные синоптические «мгновенные» данные,,302033,Данные о видимости,,,,Operational
bufr4/3/02/035/3/302034,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302035,Основные синоптические «мгновенные» данные,,302034,Общее количество осадков за последний час,,,,Operational
bufr4/3/02/035/4/007032,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302035,Основные синоптические «мгновенные» данные,,007032,Скорректировано относительно или с учетом представительной высоты датчика над местной поверхностью земли (или палубой морской платформы).,Установить как отсутствующее (отменить),,,Operational
bufr4/3/02/035/5/302004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302035,Основные синоптические «мгновенные» данные,,302004,Общая информация о облаке,,,,Operational
bufr4/3/02/035/6/101000,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302035,Основные синоптические «мгновенные» данные,,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/02/035/7/031001,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302035,Основные синоптические «мгновенные» данные,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/02/035/8/302005,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302035,Основные синоптические «мгновенные» данные,,302005,Слой облаков,Отдельный слой облаков или масса.,,,Operational
bufr4/3/02/036/1/105000,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302036,Облака с основаниями ниже уровня станции,,105000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/02/036/2/031001,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302036,Облака с основаниями ниже уровня станции,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/02/036/3/008002,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302036,Облака с основаниями ниже уровня станции,,008002,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/02/036/4/020011,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302036,Облака с основаниями ниже уровня станции,,020011,Количество облачности,,,,Operational
bufr4/3/02/036/5/020012,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302036,Облака с основаниями ниже уровня станции,,020012,Тип облака,,,,Operational
bufr4/3/02/036/6/020014,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302036,Облака с основаниями ниже уровня станции,,020014,Высота вершины облака,,,,Operational
bufr4/3/02/036/7/020017,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302036,Облака с основаниями ниже уровня станции,,020017,Описание верхней границы облаков,,,,Operational
bufr4/3/02/037/1/020062,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302037,"Состояние поверхности, глубина снега, минимальная температура поверхности.",,020062,Состояние поверхности (снег или его отсутствие),,,,Operational
bufr4/3/02/037/2/013013,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302037,"Состояние поверхности, глубина снега, минимальная температура поверхности.",,013013,"Глубина снега более 0,00 м",,,,Operational
bufr4/3/02/037/3/012113,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302037,"Состояние поверхности, глубина снега, минимальная температура поверхности.",,012113,Минимальная температура на поверхности земли за последние 12 часов,Масштаб: 2,,,Operational
bufr4/3/02/038/1/020003,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302038,(Текущая и прошедшая погода),,020003,Текущая погода,,,,Operational
bufr4/3/02/038/2/004024,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302038,(Текущая и прошедшая погода),,004024,Период времени или смещение,Час,,,Operational
bufr4/3/02/038/3/020004,02,"Метеорологические последовательности, характерные для данных вертикального зондирования",302038,(Текущая и прошедшая погода),,020004,Прошедшая погода (1),,,,Operational
