Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/20/003,020003,Текущая погода,,00-49     Осадков на станции во время наблюдения не отмечено,,,,,Operational
bufr4/0/20/003,020003,Текущая погода,,"00-19     Осадков, тумана, ледяного тумана (за исключением 11 и 12), пыльной бури, песчаной бури, поземного или метельного снега на станции во время наблюдения или, за исключением 09 и 17, в течение предыдущего часа не отмечено",,,(см. Примечание 3),77,Operational
bufr4/0/20/003,020003,Текущая погода,,"00-03     Нет метеоров, кроме фотометеоров",,,,,Operational
bufr4/0/20/003/00,020003,Текущая погода,00,Развитие облаков не наблюдается или не может быть наблюдено.,Характерное изменение состояния неба за последний час,,,,Operational
bufr4/0/20/003/01,020003,Текущая погода,01,Облака обычно рассеиваются или становятся менее развитыми.,Характерное изменение состояния неба за последний час,,,,Operational
bufr4/0/20/003/02,020003,Текущая погода,02,Состояние неба в целом без изменений,Характерное изменение состояния неба за последний час,,,,Operational
bufr4/0/20/003/03,020003,Текущая погода,03,Облака обычно образуются или развиваются.,Характерное изменение состояния неба за последний час,,,,Operational
bufr4/0/20/003,020003,Текущая погода,,"04-09     Дымка, пыль, песок или дым",,,,,Operational
bufr4/0/20/003/04,020003,Текущая погода,04,"Видимость снижена из-за дыма, например, пожаров на саванне или в лесу, промышленного дыма или вулканического пепла.",,,,,Operational
bufr4/0/20/003/05,020003,Текущая погода,05,Дымка,,,,,Operational
bufr4/0/20/003/06,020003,Текущая погода,06,"Широко распространенная пыль в воздухе, не поднятая ветром на или около станции в момент наблюдения.",,,,,Operational
bufr4/0/20/003/07,020003,Текущая погода,07,"Пыль или песок, поднятые ветром на или около станции в момент наблюдения, но без хорошо развитых пылевых или песчаных вихрей, и без наблюдаемой пыльной или песчаной бури; или, в случае морских и прибрежных станций, брызги, поднимаемые ветром на станции.",,,,,Operational
bufr4/0/20/003/08,020003,Текущая погода,08,"Пыль или песок, поднятые ветром на или около станции в момент наблюдения, но без хорошо развитых пылевых или песчаных вихрей, и без наблюдаемой пыльной или песчаной бури; или, в случае морских и прибрежных станций, брызги, поднимаемые ветром на станции.",,,,,Operational
bufr4/0/20/003/09,020003,Текущая погода,09,"Пыльная или песчаная буря, видимая в момент наблюдения или на станции в течение предыдущего часа.",,,,,Operational
bufr4/0/20/003/10,020003,Текущая погода,10,Туман,,,,,Operational
bufr4/0/20/003/11,020003,Текущая погода,11,Заплатки,"Мелкий туман или ледяной туман на станции, будь то на суше или на море, глубиной не более около 2 метров на суше или 10 метров на море.",,,,Operational
bufr4/0/20/003/12,020003,Текущая погода,12,Более или менее непрерывный,"Мелкий туман или ледяной туман на станции, будь то на суше или на море, глубиной не более около 2 метров на суше или 10 метров на море.",,,,Operational
bufr4/0/20/003/13,020003,Текущая погода,13,"Видна молния, грома не слышно.",,,,,Operational
bufr4/0/20/003/14,020003,Текущая погода,14,"Осадки в пределах видимости, не достигающие земли или поверхности моря.",,,,,Operational
bufr4/0/20/003/15,020003,Текущая погода,15,"Осадки в пределах видимости, не достигающие земли или поверхности моря.",,,,,Operational
bufr4/0/20/003/16,020003,Текущая погода,16,"Осадки в пределах видимости, не достигающие земли или поверхности моря.",,,,,Operational
bufr4/0/20/003/17,020003,Текущая погода,17,"Гроза, но осадков на момент наблюдения нет.",,,,,Operational
bufr4/0/20/003/18,020003,Текущая погода,18,Шквалы,на станции или в пределах видимости станции в течение предыдущего часа или в момент наблюдения,,,,Operational
bufr4/0/20/003/19,020003,Текущая погода,19,Воронкообразное облако(а),на станции или в пределах видимости станции в течение предыдущего часа или в момент наблюдения,,(см. Примечание 3),89,Operational
bufr4/0/20/003,020003,Текущая погода,,"00-19     Осадков, тумана, ледяного тумана (за исключением 11 и 12), пыльной бури, песчаной бури, поземного или метельного снега на станции во время наблюдения или, за исключением 09 и 17, в течение предыдущего часа не отмечено",,,,,Operational
bufr4/0/20/003/20,020003,Текущая погода,20,Морось (не замерзающая) или снежная крупа,не падающий как ливень(и),,,,Operational
bufr4/0/20/003/21,020003,Текущая погода,21,Дождь (не замерзающий),не падающий как ливень(и),,,,Operational
bufr4/0/20/003/22,020003,Текущая погода,22,Снег,не падающий как ливень(и),,,,Operational
bufr4/0/20/003/23,020003,Текущая погода,23,Дождь и снег или ледяная крупа,не падающий как ливень(и),,,,Operational
bufr4/0/20/003/24,020003,Текущая погода,24,Дождь (не замерзающий),не падающий как ливень(и),,,,Operational
bufr4/0/20/003/25,020003,Текущая погода,25,Ливень(и),не падающий как ливень(и),,,,Operational
bufr4/0/20/003/26,020003,Текущая погода,26,Ливень(и),,,,,Operational
