Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/24/001,24,Радиологические элементы,024001,"Оценка количества радиоактивности, высвобожденной до указанного времени",Bq,-11,0,28,Bq,-11,9,,,Operational
bufr4/0/24/002,24,Радиологические элементы,024002,Оценочный максимальный потенциальный выброс,Bq,-11,0,28,Bq,-11,9,,,Operational
bufr4/0/24/003,24,Радиологические элементы,024003,Состав выпуска,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/24/004,24,Радиологические элементы,024004,Название элемента,CCITT IA5,0,0,16,Character,0,2,,,Operational
bufr4/0/24/005,24,Радиологические элементы,024005,Масса изотопа,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/24/011,24,Радиологические элементы,024011,Доза,mSv,2,0,32,mSv,2,10,,,Operational
bufr4/0/24/012,24,Радиологические элементы,024012,Доза траектории (определенное местоположение и ожидаемое время прибытия),mSv,2,0,32,mSv,2,10,,,Operational
bufr4/0/24/013,24,Радиологические элементы,024013,Гамма-доза в воздухе вдоль основного транспортного пути (определенное место и период времени),mSv,2,0,32,mSv,2,10,,,Operational
bufr4/0/24/014,24,Радиологические элементы,024014,Мощность дозы гамма-излучения,nSv/h,1,0,14,nSv/h,1,4,(см. Примечание 3),81,Operational
bufr4/0/24/021,24,Радиологические элементы,024021,"Концентрация в воздухе (указанного типа изотопа, включая общий бета).",Bq m-3,2,0,32,Bq m-3,2,10,,,Operational
bufr4/0/24/022,24,Радиологические элементы,024022,Концентрация в осадках (указанного типа изотопа),Bq/l,2,0,32,Bq/l,2,10,,,Operational
bufr4/0/24/023,24,Радиологические элементы,024023,Частота импульсов бета-излучения,/s,1,0,14,/s,1,4,,,Operational
bufr4/0/24/024,24,Радиологические элементы,024024,Частота импульсов бета-излучения,/s,1,0,14,/s,1,4,,,Operational
