Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/11/001,11,Ветер и турбулентность,011001,Направление ветра,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/002,11,Ветер и турбулентность,011002,Скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/003,11,Ветер и турбулентность,011003,u-компонента,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/004,11,Ветер и турбулентность,011004,v-компонент,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/11/005,11,Ветер и турбулентность,011005,w-компонента,Pa/s,1,-512,10,Pa/s,1,4,,,Operational
bufr4/0/11/006,11,Ветер и турбулентность,011006,w-компонента,m/s,2,-4096,13,m/s,2,4,,,Operational
bufr4/0/11/007,11,Ветер и турбулентность,011007,Относительное направление ветра (в градусах от носа).,deg,0,0,9,deg,0,3,,,Operational
bufr4/0/11/008,11,Ветер и турбулентность,011008,Скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/010,11,Ветер и турбулентность,011010,Направление ветра,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/011,11,Ветер и турбулентность,011011,Направление ветра,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/012,11,Ветер и турбулентность,011012,Скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/013,11,Ветер и турбулентность,011013,Направление ветра,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/014,11,Ветер и турбулентность,011014,Скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/11/016,11,Ветер и турбулентность,011016,Экстремальное против часовой стрелки направление переменного ветра,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/017,11,Ветер и турбулентность,011017,Экстремальное против часовой стрелки направление переменного ветра,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/11/019,11,Ветер и турбулентность,011019,Стабильность ветра,%,0,0,7,%,0,3,(см. Примечание 3),147,Operational
bufr4/0/11/021,11,Ветер и турбулентность,011021,Относительная вихревость,/s,9,-65536,17,/s,9,6,,,Operational
bufr4/0/11/022,11,Ветер и турбулентность,011022,Расхождение,/s,9,-65536,17,/s,9,6,,,Operational
bufr4/0/11/023,11,Ветер и турбулентность,011023,Потенциал скорости,m2/s,-2,-65536,17,m2/s,-2,6,,,Operational
bufr4/0/11/024,11,Ветер и турбулентность,011024,Средний u-компонент после удаления вихря,m/s,1,-4096,13,m/s,0,0,,,Operational
bufr4/0/11/025,11,Ветер и турбулентность,011025,Средний v-компонент после удаления вихря,m/s,1,-4096,13,m/s,0,0,,,Operational
bufr4/0/11/030,11,Ветер и турбулентность,011030,Расширенная степень турбулентности,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/11/031,11,Ветер и турбулентность,011031,Расширенная степень турбулентности,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/11/032,11,Ветер и турбулентность,011032,Высота основания турбулентности,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/11/033,11,Ветер и турбулентность,011033,Высота основания турбулентности,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/11/034,11,Ветер и турбулентность,011034,Скорость вертикального порыва.,m/s,1,-1024,11,m/s,1,4,,,Operational
bufr4/0/11/035,11,Ветер и турбулентность,011035,Скорость вертикального порыва.,m s-2,2,-8192,14,m s-2,2,5,,,Operational
