Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/13/009/1/021001,13,"Последовательности, характерные для данных изображений",313009,Фактор отражательной способности радара,,021001,Горизонтальная отражательная способность,,,,Operational
bufr4/3/13/009/2/101000,13,"Последовательности, характерные для данных изображений",313009,Фактор отражательной способности радара,,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/13/009/3/031001,13,"Последовательности, характерные для данных изображений",313009,Фактор отражательной способности радара,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/13/009/4/021001,13,"Последовательности, характерные для данных изображений",313009,Фактор отражательной способности радара,,021001,Горизонтальная отражательная способность,,,,Operational
bufr4/3/13/010/1/021036,13,"Последовательности, характерные для данных изображений",313010,Интенсивность осадков по данным радара,,021036,Интенсивность осадков по данным радара,,,,Operational
bufr4/3/13/010/2/101000,13,"Последовательности, характерные для данных изображений",313010,Интенсивность осадков по данным радара,,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/13/010/3/031001,13,"Последовательности, характерные для данных изображений",313010,Интенсивность осадков по данным радара,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/13/010/4/021036,13,"Последовательности, характерные для данных изображений",313010,Интенсивность осадков по данным радара,,021036,Интенсивность осадков по данным радара,,,,Operational
bufr4/3/13/031/1/006002,13,"Последовательности, характерные для данных изображений",313031,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,006002,Широта/долгота (высокая точность),Первая долгота минус один шаг.,,,Operational
bufr4/3/13/031/2/006012,13,"Последовательности, характерные для данных изображений",313031,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,006012,Прирост долготы (грубая точность),,,,Operational
bufr4/3/13/031/3/101000,13,"Последовательности, характерные для данных изображений",313031,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/13/031/4/031002,13,"Последовательности, характерные для данных изображений",313031,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,031002,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/13/031/5/030001,13,"Последовательности, характерные для данных изображений",313031,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,030001,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,,,Operational
bufr4/3/13/032/1/005002,13,"Последовательности, характерные для данных изображений",313032,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,005002,Широта/долгота (высокая точность),Первая долгота минус один шаг.,,,Operational
bufr4/3/13/032/2/005012,13,"Последовательности, характерные для данных изображений",313032,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,005012,Прирост долготы (грубая точность),"Подписанное значение, поэтому не может пересекать полюс.",,,Operational
bufr4/3/13/032/3/101000,13,"Последовательности, характерные для данных изображений",313032,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/13/032/4/031002,13,"Последовательности, характерные для данных изображений",313032,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,031002,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/13/032/5/313031,13,"Последовательности, характерные для данных изображений",313032,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,313031,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,,,Operational
bufr4/3/13/041/1/006002,13,"Последовательности, характерные для данных изображений",313041,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,006002,Прирост долготы (грубая точность),Первая долгота минус один шаг.,,,Operational
bufr4/3/13/041/2/110000,13,"Последовательности, характерные для данных изображений",313041,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,110000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/13/041/3/031001,13,"Последовательности, характерные для данных изображений",313041,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/13/041/4/104000,13,"Последовательности, характерные для данных изображений",313041,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,104000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/13/041/5/031001,13,"Последовательности, характерные для данных изображений",313041,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/13/041/6/006012,13,"Последовательности, характерные для данных изображений",313041,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,006012,Прирост долготы (грубая точность),,,,Operational
bufr4/3/13/041/7/101000,13,"Последовательности, характерные для данных изображений",313041,(Нестрочно-кодированная строка для значения пикселя (4 бита)),,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
