Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/21/026/0,021026,Используемость ASCAT sigma-0,0,Номинальная стоимость,,,,,Operational
bufr4/0/21/026/1,021026,Используемость ASCAT sigma-0,1,Номинальная стоимость,,,,,Operational
bufr4/0/21/026/2,021026,Используемость ASCAT sigma-0,2,Номинальная стоимость,,,,,Operational
bufr4/0/21/026/3-6,021026,Используемость ASCAT sigma-0,3-6,Зарезервировано,,,,,Operational
bufr4/0/21/026/7,021026,Используемость ASCAT sigma-0,7,Отсутствует,,,,,Operational
bufr4/0/21/066/1,021066,Данные о надежности продукта волнового скаттерометра,1,Оборудование для обработки не работает,,,,,Operational
bufr4/0/21/066/2,021066,Данные о надежности продукта волнового скаттерометра,2,Оборудование вышло из строя,,,,,Operational
bufr4/0/21/066/3,021066,Данные о надежности продукта волнового скаттерометра,3,Код PRF изменился во время создания изображения,,,,,Operational
bufr4/0/21/066/4,021066,Данные о надежности продукта волнового скаттерометра,4,Окно выборки изменилось во время генерации изображения,,,,,Operational
bufr4/0/21/066/5,021066,Данные о надежности продукта волнового скаттерометра,5,Изменение усиления во время генерации изображения,,,,,Operational
bufr4/0/21/066/6,021066,Данные о надежности продукта волнового скаттерометра,6,Реплика Chirp превышает указанное значение,,,,,Operational
bufr4/0/21/066/7,021066,Данные о надежности продукта волнового скаттерометра,7,Среднее значение и стандартное отклонение входных данных в фазе и квадратуре вне диапазона.,,,,,Operational
bufr4/0/21/066/8,021066,Данные о надежности продукта волнового скаттерометра,8,Центроид Доплера неопределён. Мера уверенности < заданного значения.,,,,,Operational
bufr4/0/21/066/9,021066,Данные о надежности продукта волнового скаттерометра,9,Абсолютное значение центра Доплера > ПРЧ/2,,,,,Operational
bufr4/0/21/066/10,021066,Данные о надежности продукта волнового скаттерометра,10,Оценка неоднозначности Доплера неопределённа. Мера уверенности < заданного значения.,,,,,Operational
bufr4/0/21/066/11,021066,Данные о надежности продукта волнового скаттерометра,11,Среднее значение и стандартное отклонение выходных данных =< значение MMCC,,,,,Operational
bufr4/0/21/066/All-12,021066,Данные о надежности продукта волнового скаттерометра,All 12,Отсутствующее значение,,,,,Operational
bufr4/0/21/067/1,021067,Данные уверенности продукта ветра,1,Расчет передней балки отсутствует,,,,,Operational
bufr4/0/21/067/2,021067,Данные уверенности продукта ветра,2,Расчет средней балки отсутствует,,,,,Operational
bufr4/0/21/067/3,021067,Данные уверенности продукта ветра,3,Расчет передней балки отсутствует,,,,,Operational
bufr4/0/21/067/4,021067,Данные уверенности продукта ветра,4,Обнаружена дуга на передней балке,,,,,Operational
bufr4/0/21/067/5,021067,Данные уверенности продукта ветра,5,Обнаружена дуга на передней балке,,,,,Operational
bufr4/0/21/067/6,021067,Данные уверенности продукта ветра,6,Обнаружена дуга на передней балке,,,,,Operational
bufr4/0/21/067/7,021067,Данные уверенности продукта ветра,7,Любое содержание шума луча выше или равно порогу,,,,,Operational
bufr4/0/21/067/8,021067,Данные уверенности продукта ветра,8,Земля (любая земля в пределах контура ячейки),,,,,Operational
bufr4/0/21/067/9,021067,Данные уверенности продукта ветра,9,Автономное устранение неоднозначности не используется,,,,,Operational
bufr4/0/21/067/10,021067,Данные уверенности продукта ветра,10,Метеорологический фон не используется,,,,,Operational
bufr4/0/21/067/11,021067,Данные уверенности продукта ветра,11,Минимальный остаток превысил порог.,,,,,Operational
bufr4/0/21/067/12,021067,Данные уверенности продукта ветра,12,Обнаружена ошибка контрольной суммы кадра,,,,,Operational
bufr4/0/21/067/All-13,021067,Данные уверенности продукта ветра,All 13,Отсутствующее значение,,,,,Operational
bufr4/0/21/068/1,021068,Данные о достоверности продукта радиовысотомера,1,Стандартное отклонение скорости ветра за пределами лимита MMCC,,,,,Operational
bufr4/0/21/068/2,021068,Данные о достоверности продукта радиовысотомера,2,Среднеквадратичное отклонение значительной высоты волн за пределами лимита MMCC,,,,,Operational
bufr4/0/21/068/3,021068,Данные о достоверности продукта радиовысотомера,3,Среднеквадратическое отклонение высоты,,,,,Operational
bufr4/0/21/068/4,021068,Данные о достоверности продукта радиовысотомера,4,Средняя пиковость вне предела MMCC.,,,,,Operational
bufr4/0/21/068/5,021068,Данные о достоверности продукта радиовысотомера,5,Обнаружена ошибка контрольной суммы кадра,,,,,Operational
bufr4/0/21/068/6,021068,Данные о достоверности продукта радиовысотомера,6,Коррекция в открытом контуре (петля высота-время),,,,,Operational
bufr4/0/21/068/7,021068,Данные о достоверности продукта радиовысотомера,7,Недостаточно измерений (N < 10),,,,,Operational
bufr4/0/21/068/All-8,021068,Данные о достоверности продукта радиовысотомера,All 8,Отсутствующее значение,,,,,Operational
bufr4/0/21/069/1,021069,Данные о надежности продукта SST,1,"Канал 12,0 микрон присутствует в исходных данных.",,,,,Operational
bufr4/0/21/069/2,021069,Данные о надежности продукта SST,2,"Канал 12,0 микрон присутствует в исходных данных.",,,,,Operational
bufr4/0/21/069/3,021069,Данные о надежности продукта SST,3,"Канал 12,0 микрон присутствует в исходных данных.",,,,,Operational
bufr4/0/21/069/4,021069,Данные о надежности продукта SST,4,"Канал 12,0 микрон присутствует в исходных данных.",,,,,Operational
bufr4/0/21/069/5,021069,Данные о надежности продукта SST,5,"Определение облаков с использованием теста отражательной способности гистограммы на длине волны 1,6 микрона.",,,,,Operational
bufr4/0/21/069/6,021069,Данные о надежности продукта SST,6,"Определение облаков с использованием теста отражательной способности гистограммы на длине волны 1,6 микрона.",,,,,Operational
bufr4/0/21/069/7,021069,Данные о надежности продукта SST,7,"Солнечный блик обнаружен с помощью теста отражательной способности на длине волны 1,6 микрона.",,,,,Operational
bufr4/0/21/069/8,021069,Данные о надежности продукта SST,8,"Канал 3,7 мкм используется для определения температуры поверхности моря.",,,,,Operational
bufr4/0/21/069/9,021069,Данные о надежности продукта SST,9,"Определение температуры поверхности моря использовало данные дневного времени (ночного, если дневные отсутствуют).",,,,,Operational
bufr4/0/21/069/All-10,021069,Данные о надежности продукта SST,All 10,Отсутствующее значение,,,,,Operational
bufr4/0/21/070,021070,Данные о надежности продукта SST,,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/1,021070,Данные о надежности продукта SST,1,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/2,021070,Данные о надежности продукта SST,2,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/3,021070,Данные о надежности продукта SST,3,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/4,021070,Данные о надежности продукта SST,4,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/5,021070,Данные о надежности продукта SST,5,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/6,021070,Данные о надежности продукта SST,6,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/7,021070,Данные о надежности продукта SST,7,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/8,021070,Данные о надежности продукта SST,8,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/9,021070,Данные о надежности продукта SST,9,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070,021070,Данные о надежности продукта SST,,"1-9 Извлечение SST по надиру использовало канал 3,7 микрона (один бит на ячейку размером 10 угловых минут).",,,,,Operational
bufr4/0/21/070/10,021070,Данные о надежности продукта SST,10,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/11,021070,Данные о надежности продукта SST,11,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/12,021070,Данные о надежности продукта SST,12,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/13,021070,Данные о надежности продукта SST,13,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/14,021070,Данные о надежности продукта SST,14,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/15,021070,Данные о надежности продукта SST,15,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/16,021070,Данные о надежности продукта SST,16,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/17,021070,Данные о надежности продукта SST,17,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/18,021070,Данные о надежности продукта SST,18,Ячейка 1: двойной обзор SST использует канал 3.7 микрона,,,,,Operational
bufr4/0/21/070/19,021070,Данные о надежности продукта SST,19,Вид с нижней точки содержит данные дневного времени.,,,,,Operational
bufr4/0/21/070/20,021070,Данные о надежности продукта SST,20,Вид вперёд содержит данные дневного времени,,,,,Operational
bufr4/0/21/070/21,021070,Данные о надежности продукта SST,21,"Запись содержит данные, полученные с инструментальных сканирований, выполненных, когда платформа ERS не находилась в режиме управления рысканием.",,,,,Operational
bufr4/0/21/070/22,021070,Данные о надежности продукта SST,22,"Запись содержит данные от сканирования инструментов, для которых данные о надежности продукта указывают на низкое качество или его неизвестность.",,,,,Operational
bufr4/0/21/070/All-23,021070,Данные о надежности продукта SST,All 23,Отсутствующее значение,,,,,Operational
bufr4/0/21/072/1,021072,Статус калибровки спутникового альтиметра,1,Коррекция ошибки высоты применена вместо калибровки с открытым контуром.,,,,,Operational
bufr4/0/21/072/2,021072,Статус калибровки спутникового альтиметра,2,"Микроволновый звукометр, используемый для коррекции тропосферы",,,,,Operational
bufr4/0/21/072/3,021072,Статус калибровки спутникового альтиметра,3,Применена коррекция выхода AGC вместо калибровки с разомкнутым контуром.,,,,,Operational
bufr4/0/21/072/All-4,021072,Статус калибровки спутникового альтиметра,All 4,Отсутствующее значение,,,,,Operational
bufr4/0/21/073/1,021073,Режим работы спутникового альтиметра,1,Пустая запись данных,,,,,Operational
bufr4/0/21/073/2,021073,Режим работы спутникового альтиметра,2,тест,,,,,Operational
bufr4/0/21/073/3,021073,Режим работы спутникового альтиметра,3,Калибровка (замкнутый контур),,,,,Operational
bufr4/0/21/073/4,021073,Режим работы спутникового альтиметра,4,УКУС,,,,,Operational
bufr4/0/21/073/5,021073,Режим работы спутникового альтиметра,5,Приобретение на льду,,,,,Operational
bufr4/0/21/073/6,021073,Режим работы спутникового альтиметра,6,Приобретение на океане,,,,,Operational
bufr4/0/21/073/7,021073,Режим работы спутникового альтиметра,7,Отслеживание на льду,,,,,Operational
bufr4/0/21/073/8,021073,Режим работы спутникового альтиметра,8,Отслеживание на океане,,,,,Operational
bufr4/0/21/073/All-9,021073,Режим работы спутникового альтиметра,All 9,Отсутствующее значение,,,,,Operational
bufr4/0/21/076/0,021076,Представление интенсивностей,0,Линейный,,,,,Operational
bufr4/0/21/076/1,021076,Представление интенсивностей,1,Логарифмический (по основанию e),,,,,Operational
