Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/08/001/1/301033,08,Последовательности сводок о состоянии поверхности (море),308001,(Буёк/платформа - стационарная),,301033,(Буёк/платформа - стационарная),"Идентификация, тип, дата/время, позиция (высокая точность)",,,Operational
bufr4/3/08/001/2/302011,08,Последовательности сводок о состоянии поверхности (море),308001,(Буёк/платформа - стационарная),,302011,Станция низкой высоты,Базовый отчет о поверхности,,,Operational
bufr4/3/08/001/3/022042,08,Последовательности сводок о состоянии поверхности (море),308001,(Буёк/платформа - стационарная),,022042,Температура поверхности моря,,,,Operational
bufr4/3/08/002/1/301034,08,Последовательности сводок о состоянии поверхности (море),308002,(Буёк/платформа - стационарная),,301034,(Буёк/платформа - стационарная),"Идентификация, тип, дата/время, позиция (высокая точность)",,,Operational
bufr4/3/08/002/2/302011,08,Последовательности сводок о состоянии поверхности (море),308002,(Буёк/платформа - стационарная),,302011,Станция низкой высоты,Базовый отчет о поверхности,,,Operational
bufr4/3/08/002/3/022042,08,Последовательности сводок о состоянии поверхности (море),308002,(Буёк/платформа - стационарная),,022042,Температура поверхности моря,,,,Operational
bufr4/3/08/003/1/301035,08,Последовательности сводок о состоянии поверхности (море),308003,(Буёк/платформа - подвижная) (см. Примечание 1),,301035,(Буёк/платформа - подвижная) (см. Примечание 1),"Идентификация, тип, дата/время, позиция (высокая точность)",(см. Примечание 3),13,Operational
bufr4/3/08/003/2/302011,08,Последовательности сводок о состоянии поверхности (море),308003,(Буёк/платформа - подвижная) (см. Примечание 1),,302011,Станция низкой высоты,Базовый отчет о поверхности,(см. Примечание 3),13,Operational
bufr4/3/08/003/3/022042,08,Последовательности сводок о состоянии поверхности (море),308003,(Буёк/платформа - подвижная) (см. Примечание 1),,022042,Температура поверхности моря,,(см. Примечание 3),13,Operational
bufr4/3/08/004/1/301036,08,Последовательности сводок о состоянии поверхности (море),308004,(Корабль),,301036,Корабль,"Идентификация, тип, дата/время, позиция (высокая точность)",,,Operational
bufr4/3/08/004/2/302011,08,Последовательности сводок о состоянии поверхности (море),308004,(Корабль),,302011,Станция низкой высоты,Базовый отчет о поверхности,,,Operational
bufr4/3/08/004/3/022042,08,Последовательности сводок о состоянии поверхности (море),308004,(Корабль),,022042,Температура поверхности моря,,,,Operational
bufr4/3/08/005/1/308004,08,Последовательности сводок о состоянии поверхности (море),308005,,,308004,Корабль,Основной отчет по судну,,,Operational
bufr4/3/08/005/2/302024,08,Последовательности сводок о состоянии поверхности (море),308005,,,302024,Ветер и зыбь.,,,,Operational
bufr4/3/08/006/1/010004,08,Последовательности сводок о состоянии поверхности (море),308006,(Раздел Буя 1 необязательные параметры),,010004,Давление,,,,Operational
bufr4/3/08/006/2/010061,08,Последовательности сводок о состоянии поверхности (море),308006,(Раздел Буя 1 необязательные параметры),,010061,3-часовое изменение давления,,,,Operational
bufr4/3/08/006/3/010063,08,Последовательности сводок о состоянии поверхности (море),308006,(Раздел Буя 1 необязательные параметры),,010063,Характеристика тенденции давления,,,,Operational
bufr4/3/08/006/4/011001,08,Последовательности сводок о состоянии поверхности (море),308006,(Раздел Буя 1 необязательные параметры),,011001,Направление ветра,,,,Operational
bufr4/3/08/006/5/011002,08,Последовательности сводок о состоянии поверхности (море),308006,(Раздел Буя 1 необязательные параметры),,011002,Скорость ветра,,,,Operational
bufr4/3/08/006/6/012004,08,Последовательности сводок о состоянии поверхности (море),308006,(Раздел Буя 1 необязательные параметры),,012004,Температура воздуха на высоте 2 м,,,,Operational
bufr4/3/08/006/7/013003,08,Последовательности сводок о состоянии поверхности (море),308006,(Раздел Буя 1 необязательные параметры),,013003,Относительная влажность,,,,Operational
bufr4/3/08/006/8/022042,08,Последовательности сводок о состоянии поверхности (море),308006,(Раздел Буя 1 необязательные параметры),,022042,Температура поверхности моря,,,,Operational
bufr4/3/08/007/1/301055,08,Последовательности сводок о состоянии поверхности (море),308007,,,301055,"Идентификация и тип станции, дата/время, местоположение (высокая точность), движение",,,,Operational
bufr4/3/08/007/2/302011,08,Последовательности сводок о состоянии поверхности (море),308007,,,302011,Станция низкой высоты,Базовый отчет о поверхности,,,Operational
bufr4/3/08/007/3/007062,08,Последовательности сводок о состоянии поверхности (море),308007,,,007062,Глубина ниже поверхности моря/воды,,,,Operational
bufr4/3/08/007/4/022042,08,Последовательности сводок о состоянии поверхности (море),308007,,,022042,Температура поверхности моря,,,,Operational
bufr4/3/08/009/1/301093,08,Последовательности сводок о состоянии поверхности (море),308009,"(Последовательность представления синоптических отчетов с морской станции, подходящая для данных SHIP)",,301093,"Идентификация судна, движение, дата/время, горизонтальные и вертикальные координаты",,,,Operational
bufr4/3/08/009/2/302001,08,Последовательности сводок о состоянии поверхности (море),308009,"(Последовательность представления синоптических отчетов с морской станции, подходящая для данных SHIP)",,302001,3-часовое изменение давления,,,,Operational
bufr4/3/08/009/3/302054,08,Последовательности сводок о состоянии поверхности (море),308009,"(Последовательность представления синоптических отчетов с морской станции, подходящая для данных SHIP)",,302054,Отправить «мгновенные» данные.,,,,Operational
bufr4/3/08/009/4/008002,08,Последовательности сводок о состоянии поверхности (море),308009,"(Последовательность представления синоптических отчетов с морской станции, подходящая для данных SHIP)",,008002,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/08/009/5/302055,08,Последовательности сводок о состоянии поверхности (море),308009,"(Последовательность представления синоптических отчетов с морской станции, подходящая для данных SHIP)",,302055,Умеренное обледенение,,,,Operational
bufr4/3/08/009/6/302057,08,Последовательности сводок о состоянии поверхности (море),308009,"(Последовательность представления синоптических отчетов с морской станции, подходящая для данных SHIP)",,302057,Данные морского судоходства,,,,Operational
bufr4/3/08/009/7/302060,08,Последовательности сводок о состоянии поверхности (море),308009,"(Последовательность представления синоптических отчетов с морской станции, подходящая для данных SHIP)",,302060,Данные за период судна,,,,Operational
