Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/33/002,33,Качественная информация,033002,Качественная информация,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/003,33,Качественная информация,033003,Качественная информация,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/005,33,Качественная информация,033005,Качественная информация (данные AWS),Flag table,0,0,30,Flag table,0,10,,,Operational
bufr4/0/33/006,33,Качественная информация,033006,Информация о состоянии внутреннего измерения (AWS),Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/007,33,Качественная информация,033007,Процент уверенности,%,0,0,7,%,0,3,,,Operational
bufr4/0/33/015,33,Качественная информация,033015,Индикатор проверки качества данных,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/33/020,33,Качественная информация,033020,Индикатор контроля качества следующего значения,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/021,33,Качественная информация,033021,Качество следующего значения,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/022,33,Качественная информация,033022,Качество передачи данных спутникового буя,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/023,33,Качественная информация,033023,Качество расположения буя,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/33/024,33,Качественная информация,033024,Отметка качества высоты станции (для мобильных станций),Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/33/025,33,Качественная информация,033025,Индикатор интерполированных значений ACARS,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/026,33,Качественная информация,033026,Качество влаги,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/33/027,33,Качественная информация,033027,Класс качества местоположения (диапазон радиуса 66 % доверия),Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/33/028,33,Качественная информация,033028,Общее качество снимка,Code table,0,0,3,Code table,0,1,,,Operational
