Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/23/001,23,Рассеивание и транспортировка,023001,Раннее уведомление о происшествии - статья применима,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/002,23,Рассеивание и транспортировка,023002,"Деятельность или объект, связанные с инцидентом",Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/23/003,23,Рассеивание и транспортировка,023003,Тип выпуска,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/004,23,Рассеивание и транспортировка,023004,"Меры противодействия, принятые возле границы",Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/005,23,Рассеивание и транспортировка,023005,Причина инцидента,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/006,23,Рассеивание и транспортировка,023006,Ситуация инцидента,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/007,23,Рассеивание и транспортировка,023007,Характеристики выпуска,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/008,23,Рассеивание и транспортировка,023008,Состояние текущего релиза,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/009,23,Рассеивание и транспортировка,023009,Состояние ожидаемого релиза,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/016,23,Рассеивание и транспортировка,023016,Возможность значительного токсического воздействия на здоровье.,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/017,23,Рассеивание и транспортировка,023017,Расход потока основного приемника,m3/s,6,0,20,m3/s,6,7,,,Operational
bufr4/0/23/018,23,Рассеивание и транспортировка,023018,Поведение выпуска с течением времени,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/23/019,23,Рассеивание и транспортировка,023019,Фактическая высота сброса,m,0,-15000,17,m,0,6,,,Operational
bufr4/0/23/021,23,Рассеивание и транспортировка,023021,Фактическая высота сброса,m,0,-15000,17,m,0,6,,,Operational
bufr4/0/23/022,23,Рассеивание и транспортировка,023022,Расстояние от точки выпуска или места инцидента,m,0,0,24,m,0,8,,,Operational
bufr4/0/23/023,23,Рассеивание и транспортировка,023023,Основная скорость транспорта в атмосфере,m/s,1,0,12,m/s,1,4,,,Operational
bufr4/0/23/024,23,Рассеивание и транспортировка,023024,Основная скорость транспорта в воде,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/23/025,23,Рассеивание и транспортировка,023025,Основная скорость транспорта в воде,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/23/027,23,Рассеивание и транспортировка,023027,Основное направление транспорта в атмосфере,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/23/028,23,Рассеивание и транспортировка,023028,Основное направление транспорта в воде,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/23/029,23,Рассеивание и транспортировка,023029,Основное направление транспорта в воде,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/23/031,23,Рассеивание и транспортировка,023031,"Вероятность того, что шлейф столкнется с осадками в штате, где произошел инцидент.",Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/032,23,Рассеивание и транспортировка,023032,Шлейф столкнется с изменением направления и/или скорости ветра флаг.,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/23/040,23,Рассеивание и транспортировка,023040,Расход воды - река,m3/s,1,0,22,m3/s,1,7,,,Operational
bufr4/0/23/041,23,Рассеивание и транспортировка,023041,Расход воды - скважина,m3/s,3,0,16,m3/s,3,5,,,Operational
