Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/15/001,15,Физические/химические компоненты,015001,Общее качество озона,DU,0,0,10,DU,0,4,,,Operational
bufr4/0/15/002,15,Физические/химические компоненты,015002,Воздушная масса (наклонный путь на высоте 22 км),Numeric,2,0,10,Numeric,2,3,,,Operational
bufr4/0/15/003,15,Физические/химические компоненты,015003,Измеренное парциальное давление озона (зондирование),Pa,4,0,9,nbar,0,3,(см. Примечание 3),1,Operational
bufr4/0/15/004,15,Физические/химические компоненты,015004,Коэффициент коррекции зондирования озона (CF),Numeric,3,0,11,Numeric,3,4,(см. Примечание 3),2,Operational
bufr4/0/15/005,15,Физические/химические компоненты,015005,Озон,DU,0,0,10,DU,0,3,(см. Примечание 3),3,Operational
bufr4/0/15/006,15,Физические/химические компоненты,015006,Log10 численной концентрации атмосферы,log(m-3),5,1800000,20,log(m-3),5,7,,,Operational
bufr4/0/15/007,15,Физические/химические компоненты,015007,Оценочное количество химического компонента,DU,2,0,16,DU,2,6,,,Operational
bufr4/0/15/008,15,Физические/химические компоненты,015008,Коэффициент смешивания,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/15/009,15,Физические/химические компоненты,015009,Log10 численной концентрации атмосферы,log(m-3),5,1200000,20,log(m-3),5,7,,,Operational
bufr4/0/15/011,15,Физические/химические компоненты,015011,Log10 интегрированной плотности электронов,log (m-2),3,14000,13,log (m-2),3,4,,,Operational
bufr4/0/15/012,15,Физические/химические компоненты,015012,Общее количество электронов на квадратный метр,m-2,-16,0,6,m-2,-16,2,,,Operational
bufr4/0/15/015,15,Физические/химические компоненты,015015,Максимальный спектральный компонент изображения перед нормализацией,Numeric,0,0,31,Numeric,0,10,,,Operational
bufr4/0/15/020,15,Физические/химические компоненты,015020,Интегрированная плотность озона,kg m-2,8,0,21,kg m-2,8,7,,,Operational
bufr4/0/15/021,15,Физические/химические компоненты,015021,Интегральная массовая плотность,kg m-2,11,0,31,kg m-2,11,10,,,Operational
bufr4/0/15/022,15,Физические/химические компоненты,015022,Интегральная массовая плотность,kg m-2,1,-100000000,31,kg m-2,1,10,,,Operational
bufr4/0/15/024,15,Физические/химические компоненты,015024,Оптическая глубина,Numeric,4,0,24,Numeric,4,8,,,Operational
bufr4/0/15/025,15,Физические/химические компоненты,015025,Тип загрязнителя,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/15/026,15,Физические/химические компоненты,015026,Концентрация загрязнителя (моль моль-1),mol/mol,9,0,9,mol/mol,9,3,,,Operational
bufr4/0/15/027,15,Физические/химические компоненты,015027,Концентрация загрязнителя (кг м-3),kg m-3,9,0,10,kg m-3,9,4,,,Operational
bufr4/0/15/028,15,Физические/химические компоненты,015028,Мольная доля атмосферного компонента/загрязнителя в сухом воздухе,0/00,5,0,16,0/00,5,5,,,Operational
bufr4/0/15/029,15,Физические/химические компоненты,015029,Коэффициент экстинкции,/m,9,0,30,/m,9,10,,,Operational
bufr4/0/15/030,15,Физические/химические компоненты,015030,Индекс загрязнения аэрозолями,Numeric,2,-1000,12,Numeric,2,4,(см. Примечание 3),79,Operational
bufr4/0/15/031,15,Физические/химические компоненты,015031,Атмосферная задержка пути в спутниковом сигнале,m,4,10000,15,m,4,5,,,Operational
bufr4/0/15/032,15,Физические/химические компоненты,015032,Оценочная ошибка в атмосферной задержке пути,m,4,0,10,m,4,4,,,Operational
bufr4/0/15/033,15,Физические/химические компоненты,015033,Разница во временах задержки пути для видов конечностей на крайних точках сканирования,m,5,-10000,15,m,5,5,,,Operational
bufr4/0/15/034,15,Физические/химические компоненты,015034,Оценочная ошибка в разнице задержки пути,m,5,0,14,m,5,5,,,Operational
bufr4/0/15/035,15,Физические/химические компоненты,015035,"Компонент зенитной задержки пути, вызванный водяным паром",m,4,0,14,m,4,5,,,Operational
bufr4/0/15/036,15,Физические/химические компоненты,015036,Атмосферная преломляемость,N units,3,0,19,N units,3,6,(см. Примечание 3),142,Operational
bufr4/0/15/037,15,Физические/химические компоненты,015037,Угол изгиба,rad,8,-100000,23,rad,8,7,,,Operational
bufr4/0/15/038,15,Физические/химические компоненты,015038,"Задержка пути, вызванная нейтральной атмосферой",m,4,0,20,m,4,11,(см. Примечание 3),4,Operational
bufr4/0/15/039,15,Физические/химические компоненты,015039,Оценочная ошибка в атмосферной задержке пути,m,4,0,14,m,4,9,,,Operational
bufr4/0/15/041,15,Физические/химические компоненты,015041,Диоксид серы,Numeric,2,-1200,14,Numeric,2,4,(см. Примечание 3),78,Operational
bufr4/0/15/042,15,Физические/химические компоненты,015042,Отражательная способность,%,2,0,14,%,2,5,,,Operational
bufr4/0/15/043,15,Физические/химические компоненты,015043,Количество слоев усредняющего ядра,Numeric,0,0,10,Numeric,0,0,,,Operational
bufr4/0/15/044,15,Физические/химические компоненты,015044,Матрица усредняющего ядра,Numeric,6,-5000000,31,Numeric,0,0,,,Operational
bufr4/0/15/045,15,Физические/химические компоненты,015045,Диоксид серы,DU,2,-2000,15,DU,2,5,(см. Примечание 3),77,Operational
bufr4/0/15/046,15,Физические/химические компоненты,015046,Индекс загрязнения вулкана,Numeric,2,-1000,11,Numeric,2,4,(см. Примечание 3),80,Operational
bufr4/0/15/049,15,Физические/химические компоненты,015049,Экспонента длины волны Ангстрема аэрозоля,Numeric,3,-2000,14,Numeric,3,5,,,Operational
bufr4/0/15/051,15,Физические/химические компоненты,015051,Метеорологическая оптическая дальность,m,0,0,18,m,0,6,,,Operational
bufr4/0/15/052,15,Физические/химические компоненты,015052,Log10 численной концентрации аэрозольных частиц с диаметром более 5 нм,log (m-3),1,60,6,log (m-3),1,3,,,Operational
bufr4/0/15/053,15,Физические/химические компоненты,015053,Log10 численной концентрации аэрозольных частиц с диаметром более 5 нм,log (m-3),2,600,9,log (m-3),2,4,,,Operational
bufr4/0/15/054,15,Физические/химические компоненты,015054,Log10 численной концентрации аэрозольных частиц с диаметром более 5 нм,log (m-3),2,550,9,log (m-3),2,4,,,Operational
bufr4/0/15/055,15,Физические/химические компоненты,015055,Доля нелетучего аэрозоля,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/15/062,15,Физические/химические компоненты,015062,Качественные флаги оптической толщины аэрозоля,Numeric,3,-1000,14,Numeric,3,5,,,Operational
bufr4/0/15/063,15,Физические/химические компоненты,015063,Обратное рассеяние,m-1 sr-1,8,0,20,m-1 sr-1,8,7,,,Operational
bufr4/0/15/064,15,Физические/химические компоненты,015064,Неопределенность в ослабленном обратном рассеянии,m-1 sr-1,8,0,20,m-1 sr-1,8,7,,,Operational
bufr4/0/15/065,15,Физические/химические компоненты,015065,Коэффициент обратного рассеяния частиц,m-1 sr-1,8,0,20,m-1 sr-1,8,7,,,Operational
bufr4/0/15/066,15,Физические/химические компоненты,015066,Коэффициент обратного рассеяния частиц,m-1 sr-1,8,0,20,m-1 sr-1,8,7,,,Operational
bufr4/0/15/067,15,Физические/химические компоненты,015067,Коэффициент экстинкции,m-1,8,0,20,m-1,8,7,,,Operational
bufr4/0/15/068,15,Физические/химические компоненты,015068,Неопределенность коэффициента экстинкции частиц,m-1,8,0,20,m-1,8,7,,,Operational
bufr4/0/15/069,15,Физические/химические компоненты,015069,Отношение рассеяния частиц лидаром,sr,2,0,14,sr,2,5,,,Operational
bufr4/0/15/070,15,Физические/химические компоненты,015070,Неопределенность в отношении рассеяния лидаром,sr,2,0,14,sr,2,5,,,Operational
bufr4/0/15/071,15,Физические/химические компоненты,015071,Коэффициент деполяризации частиц,%,2,0,14,%,2,5,,,Operational
bufr4/0/15/072,15,Физические/химические компоненты,015072,Неопределенность в отношении деполяризации,%,2,0,14,%,2,5,,,Operational
bufr4/0/15/073,15,Физические/химические компоненты,015073,Неопределенность в ослабленном обратном рассеянии,m-1 sr-1,8,-524288,20,m-1 sr-1,8,7,,,Operational
bufr4/0/15/074,15,Физические/химические компоненты,015074,Коэффициент обратного рассеяния частиц,m-1 sr-1,8,-524288,20,m-1 sr-1,8,7,,,Operational
bufr4/0/15/075,15,Физические/химические компоненты,015075,Неопределенность коэффициента экстинкции частиц,m,8,-524288,20,m-1,8,7,,,Operational
bufr4/0/15/076,15,Физические/химические компоненты,015076,Отношение рассеяния частиц лидаром,sr,1,-2048,13,sr,1,5,,,Operational
bufr4/0/15/077,15,Физические/химические компоненты,015077,Неопределенность в отношении рассеяния лидаром,sr,1,0,12,sr,1,5,,,Operational
bufr4/0/15/078,15,Физические/химические компоненты,015078,Коэффициент деполяризации частиц,%,2,-8192,15,%,2,5,,,Operational
bufr4/0/15/079,15,Физические/химические компоненты,015079,"Зенитная задержка пути, вызванная нейтральной атмосферой",m,4,0,15,m,4,9,(см. Примечание 3),5,Operational
bufr4/0/15/080,15,Физические/химические компоненты,015080,"Зенитная задержка пути, вызванная нейтральной атмосферой",m,4,0,12,m,4,8,,,Operational
bufr4/0/15/081,15,Физические/химические компоненты,015081,"Задержка пути, вызванная нейтральной атмосферой",m,4,0,18,m,4,10,(см. Примечание 3),6,Operational
bufr4/0/15/082,15,Физические/химические компоненты,015082,Интегрированный по пути водяной пар,kg m-2,1,0,16,kg m-2,1,10,(см. Примечание 3),16,Operational
bufr4/0/15/083,15,Физические/химические компоненты,015083,"Градиент нейтральной атмосферы, полученный с использованием GNSS",m,5,-8192,14,m,5,9,(см. Примечание 3),7,Operational
bufr4/0/15/084,15,Физические/химические компоненты,015084,Остаток метода наименьших квадратов GNSS,m,4,0,14,m,4,9,(см. Примечание 3),17,Operational
bufr4/0/15/085,15,Физические/химические компоненты,015085,Задержка многолучевого распространения ГНСС,m,4,0,14,m,4,9,(см. Примечание 3),8,Operational
bufr4/0/15/086,15,Физические/химические компоненты,015086,ГНСС гидростатическая функция отображения,Numeric,3,0,16,Numeric,3,10,(см. Примечание 3),22,Operational
bufr4/0/15/087,15,Физические/химические компоненты,015087,ГНСС гидростатическая функция отображения,Numeric,3,0,16,Numeric,3,10,(см. Примечание 3),22,Operational
bufr4/0/15/088,15,Физические/химические компоненты,015088,Функция картирования градиента GNSS,Numeric,3,0,16,Numeric,3,10,(см. Примечание 3),22,Operational
bufr4/0/15/089,15,Физические/химические компоненты,015089,"Зенитная задержка пути, вызванная нейтральной атмосферой",m,4,0,15,m,4,9,(см. Примечание 3),18,Operational
bufr4/0/15/090,15,Физические/химические компоненты,015090,"Задержка пути, вызванная нейтральной атмосферой",m,4,0,20,m,4,11,(см. Примечание 3),19,Operational
