Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/02/001/0,002001,Тип станции,0,АВТО,,,,,Operational
bufr4/0/02/001/1,002001,Тип станции,1,Пилотируемый,,,,,Operational
bufr4/0/02/001/2,002001,Тип станции,2,"Гибрид: как с экипажем, так и автоматический",,,,,Operational
bufr4/0/02/001/3,002001,Тип станции,3,Отсутствующее значение,,,,,Operational
bufr4/0/02/002/1,002002,Тип приборов для измерения ветра,1,Сертифицированные инструменты,,,,,Operational
bufr4/0/02/002/2,002002,Тип приборов для измерения ветра,2,Изначально измерялось в узлах,,,,,Operational
bufr4/0/02/002/3,002002,Тип приборов для измерения ветра,3,Изначально измерялось в км ч-1,,,,,Operational
bufr4/0/02/002/All-4,002002,Тип приборов для измерения ветра,All 4,Отсутствующее значение,,,,,Operational
bufr4/0/02/003/0,002003,Тип используемого измерительного оборудования,0,"Прибор давления, связанный с оборудованием для измерения ветра",,,,,Operational
bufr4/0/02/003/1,002003,Тип используемого измерительного оборудования,1,Оптический теодолит,,,,,Operational
bufr4/0/02/003/2,002003,Тип используемого измерительного оборудования,2,Радиотеодолит,,,,,Operational
bufr4/0/02/003/3,002003,Тип используемого измерительного оборудования,3,Радар,,,,,Operational
bufr4/0/02/003/4,002003,Тип используемого измерительного оборудования,4,ВЛФ-Омега,,,,,Operational
bufr4/0/02/003/5,002003,Тип используемого измерительного оборудования,5,Лоран C,,,,,Operational
bufr4/0/02/003/6,002003,Тип используемого измерительного оборудования,6,Ветровой профилер,,,,,Operational
bufr4/0/02/003/7,002003,Тип используемого измерительного оборудования,7,Спутниковая навигация,,,,,Operational
bufr4/0/02/003/8,002003,Тип используемого измерительного оборудования,8,Радиоакустическая зондирующая система (RASS),,,,,Operational
bufr4/0/02/003/9,002003,Тип используемого измерительного оборудования,9,Содар,,,,,Operational
bufr4/0/02/003/10,002003,Тип используемого измерительного оборудования,10,Лидар,,,,,Operational
bufr4/0/02/003/11-13,002003,Тип используемого измерительного оборудования,11-13,Зарезервировано,,,,,Operational
bufr4/0/02/003/14,002003,Тип используемого измерительного оборудования,14,"Прибор давления, связанный с оборудованием для измерения ветра, но элемент давления вышел из строя во время подъема.",,,,,Operational
bufr4/0/02/003/15,002003,Тип используемого измерительного оборудования,15,Отсутствующее значение,,,,,Operational
bufr4/0/02/004/0,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",0,Испаритель открытого типа США (без крышки),Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/1,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",1,Испаритель открытого типа США (без крышки),Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/2,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",2,Испаритель GGI-3000 (погружной),Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/3,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",3,Резервуар 20 м2,Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/4,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",4,Другие,Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/5,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",5,Рис,Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/6,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",6,Пшеница,Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/7,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",7,Кукуруза,Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/8,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",8,Сорго,Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/9,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",9,Другие культуры,Испарение/эвапотранспирация,,,,Operational
bufr4/0/02/004/10-14,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",10-14,Зарезервировано,,,,,Operational
bufr4/0/02/004/15,002004,"Тип оборудования для измерения испарения или тип культуры, для которой сообщается эвапотранспирация",15,Отсутствующее значение,,,,,Operational
bufr4/0/02/006/0,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,0,Зарезервировано,,,,,Operational
bufr4/0/02/006/1,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,1,Эластичный обратный рассеянный лидар,,,,,Operational
bufr4/0/02/006/2,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,2,Рамановский обратный рассеянный лидар,,,,,Operational
bufr4/0/02/006/3,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,3,Радарный ветровой профилер,,,,,Operational
bufr4/0/02/006/4,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,4,Ветровой профилер,,,,,Operational
bufr4/0/02/006/5,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,5,Ветровой профилер,,,,,Operational
bufr4/0/02/006/6,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,6,Ветровой профилер,,,,,Operational
bufr4/0/02/006/7,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,7,Лидар,,,,,Operational
bufr4/0/02/006/8,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,8,Наземный микроволновый радиометр,,,,,Operational
bufr4/0/02/006/9,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,9,Лидар дифференциального поглощения,,,,,Operational
bufr4/0/02/006/10-62,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,10-62,Зарезервировано,,,,,Operational
bufr4/0/02/006/63,002006,Тип прибора дистанционного зондирования верхних слоев атмосферы,63,Отсутствующее значение,,,,,Operational
bufr4/0/02/007/0,002007,Тип датчика для прибора измерения уровня воды,0,Зарезервировано,,,,,Operational
bufr4/0/02/007/1,002007,Тип датчика для прибора измерения уровня воды,1,Система плавающего вала энкодера,,,,,Operational
bufr4/0/02/007/2,002007,Тип датчика для прибора измерения уровня воды,2,Сверхзвуковой,,,,,Operational
bufr4/0/02/007/3,002007,Тип датчика для прибора измерения уровня воды,3,Радар,,,,,Operational
bufr4/0/02/007/4,002007,Тип датчика для прибора измерения уровня воды,4,Давление (один датчик),,,,,Operational
bufr4/0/02/007/5,002007,Тип датчика для прибора измерения уровня воды,5,Давление (один датчик),,,,,Operational
bufr4/0/02/007/6,002007,Тип датчика для прибора измерения уровня воды,6,Давление (в успокоительном колодце),,,,,Operational
bufr4/0/02/007/7,002007,Тип датчика для прибора измерения уровня воды,7,Давление пузырькового устройства,,,,,Operational
bufr4/0/02/007/8,002007,Тип датчика для прибора измерения уровня воды,8,Акустический (с звучащей трубкой),,,,,Operational
bufr4/0/02/007/9,002007,Тип датчика для прибора измерения уровня воды,9,Акустический (на открытом воздухе),,,,,Operational
bufr4/0/02/007/10-62,002007,Тип датчика для прибора измерения уровня воды,10-62,Зарезервировано,,,,,Operational
bufr4/0/02/007/63,002007,Тип датчика для прибора измерения уровня воды,63,Отсутствующее значение,,,,,Operational
