Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/04/001/1/008003,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304001,"(Давление на вершине облака, температура, ветер)",,008003,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/04/001/2/010004,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304001,"(Давление на вершине облака, температура, ветер)",,010004,Давление,,,,Operational
bufr4/3/04/001/3/012001,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304001,"(Давление на вершине облака, температура, ветер)",,012001,Температура/температура воздуха,,,,Operational
bufr4/3/04/001/4/011001,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304001,"(Давление на вершине облака, температура, ветер)",,011001,Направление ветра,,,,Operational
bufr4/3/04/001/5/011002,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304001,"(Давление на вершине облака, температура, ветер)",,011002,Скорость ветра,,,,Operational
bufr4/3/04/002/1/008003,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304002,"(Давление на вершине облака, температура, ветер)",,008003,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/04/002/2/010004,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304002,"(Давление на вершине облака, температура, ветер)",,010004,Давление,,,,Operational
bufr4/3/04/002/3/011001,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304002,"(Давление на вершине облака, температура, ветер)",,011001,Направление ветра,,,,Operational
bufr4/3/04/002/4/011002,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304002,"(Давление на вершине облака, температура, ветер)",,011002,Скорость ветра,,,,Operational
bufr4/3/04/003/1/008003,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304003,Температура поверхности,,008003,Вертикальная значимость (спутниковые наблюдения),,,,Operational
bufr4/3/04/003/2/012001,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304003,Температура поверхности,,012001,Температура/температура воздуха,,,,Operational
bufr4/3/04/004/1/008003,04,"Метеорологические последовательности, характерные для спутниковых наблюдений",304004,"(Давление на вершине облака, температура, ветер)",,008003,Вертикальная значимость (спутниковые наблюдения),,,,Operational
