Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/12/001/1/301043,12,Последовательности отчетов одного уровня (традиционные данные),312001,,,301043,"(Идентификатор спутника, метод вычисления ветра, дата/время, местоположение)",,,,Operational
bufr4/3/12/001/2/304001,12,Последовательности отчетов одного уровня (традиционные данные),312001,,,304001,"(Давление на вершине облака, температура, ветер)",,,,Operational
bufr4/3/12/002/1/301043,12,Последовательности отчетов одного уровня (традиционные данные),312002,,,301043,"(Идентификатор спутника, метод вычисления ветра, дата/время, местоположение)",,,,Operational
bufr4/3/12/002/2/304002,12,Последовательности отчетов одного уровня (традиционные данные),312002,,,304002,"(Давление на вершине облака, температура, ветер)",,,,Operational
bufr4/3/12/003/1/301042,12,Последовательности отчетов одного уровня (традиционные данные),312003,,,301042,"(Идентификатор спутника, инструмент, метод обработки данных, дата/время)",,,,Operational
bufr4/3/12/003/2/304003,12,Последовательности отчетов одного уровня (традиционные данные),312003,,,304003,Температура поверхности,,,,Operational
bufr4/3/12/004/1/301042,12,Последовательности отчетов одного уровня (традиционные данные),312004,,,301042,"(Идентификатор спутника, инструмент, метод обработки данных, дата/время)",,,,Operational
bufr4/3/12/004/2/304004,12,Последовательности отчетов одного уровня (традиционные данные),312004,,,304004,"(Давление на вершине облака, температура, ветер)",,,,Operational
bufr4/3/12/005/1/301042,12,Последовательности отчетов одного уровня (традиционные данные),312005,,,301042,"(Идентификатор спутника, инструмент, метод обработки данных, дата/время)",,,,Operational
bufr4/3/12/005/2/020014,12,Последовательности отчетов одного уровня (традиционные данные),312005,,,020014,Высота вершины облака,,,,Operational
bufr4/3/12/006/1/301044,12,Последовательности отчетов одного уровня (традиционные данные),312006,,,301044,"(Идентификатор спутника, метод вычисления влажности, дата/время, местоположение)",,,,Operational
bufr4/3/12/006/2/304005,12,Последовательности отчетов одного уровня (традиционные данные),312006,,,304005,(Среднее значение относительной влажности слоя),,,,Operational
bufr4/3/12/007/1/301042,12,Последовательности отчетов одного уровня (традиционные данные),312007,,,301042,"(Идентификатор спутника, инструмент, метод обработки данных, дата/время)",,,,Operational
bufr4/3/12/007/2/304006,12,Последовательности отчетов одного уровня (традиционные данные),312007,,,304006,(Радиация),,,,Operational
bufr4/3/12/010/1/001007,12,Последовательности отчетов одного уровня (традиционные данные),312010,"(Орбитальная информация, Часть I)",,001007,"Идентификатор спутника, инструмент и тип продукта",,,,Operational
bufr4/3/12/010/2/005040,12,Последовательности отчетов одного уровня (традиционные данные),312010,"(Орбитальная информация, Часть I)",,005040,Номер орбиты,,,,Operational
bufr4/3/12/010/3/002021,12,Последовательности отчетов одного уровня (традиционные данные),312010,"(Орбитальная информация, Часть I)",,002021,Метод обработки данных спутника использован,,,,Operational
bufr4/3/12/010/4/005041,12,Последовательности отчетов одного уровня (традиционные данные),312010,"(Орбитальная информация, Часть I)",,005041,Номер строки сканирования,,,,Operational
bufr4/3/12/010/5/004001,12,Последовательности отчетов одного уровня (традиционные данные),312010,"(Орбитальная информация, Часть I)",,004001,Год,,,,Operational
bufr4/3/12/010/6/004043,12,Последовательности отчетов одного уровня (традиционные данные),312010,"(Орбитальная информация, Часть I)",,004043,День года,,,,Operational
bufr4/3/12/011/1/202131,12,Последовательности отчетов одного уровня (традиционные данные),312011,"(Орбитальная информация, Часть I)",,202131,Изменить масштаб,,,,Operational
bufr4/3/12/011/2/201149,12,Последовательности отчетов одного уровня (традиционные данные),312011,"(Орбитальная информация, Часть I)",,201149,Замена ширины данных,,,,Operational
bufr4/3/12/011/3/004006,12,Последовательности отчетов одного уровня (традиционные данные),312011,"(Орбитальная информация, Часть I)",,004006,Второй,,,,Operational
bufr4/3/12/011/4/201000,12,Последовательности отчетов одного уровня (традиционные данные),312011,"(Орбитальная информация, Часть I)",,201000,Замена ширины данных,,,,Operational
