Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/01/001,01,Идентификация,001001,Номер блока ВМО,Numeric,0,0,7,Numeric,0,2,,,Operational
bufr4/0/01/002,01,Идентификация,001002,Номер станции ВМО,Numeric,0,0,10,Numeric,0,3,,,Operational
bufr4/0/01/003,01,Идентификация,001003,Номер региона ВМО/географическая область,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/01/004,01,Идентификация,001004,Номер региона ВМО/географическая область,Numeric,0,0,3,Numeric,0,1,(см. Примечание 3),42,Operational
bufr4/0/01/005,01,Идентификация,001005,Идентификатор буя/платформы,Numeric,0,0,17,Numeric,0,5,,,Operational
bufr4/0/01/006,01,Идентификация,001006,Номер рейса воздушного судна,CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/007,01,Идентификация,001007,Суб-идентификатор спутника,Code table,0,0,10,Code table,0,4,,,Operational
bufr4/0/01/008,01,Идентификация,001008,Регистрационный номер воздушного судна или другой идентификатор,CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/009,01,Идентификация,001009,Тип коммерческого самолета,CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/010,01,Идентификация,001010,"Идентификатор стационарной платформы буя, например, буи C-MAN",CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/011,01,Идентификация,001011,Идентификатор судна или подвижной наземной станции,CCITT IA5,0,0,72,Character,0,9,,,Operational
bufr4/0/01/012,01,Идентификация,001012,Скорость движения подвижной наблюдательной платформы,degree true,0,0,9,degree true,0,3,(см. Примечания 3 и 4),"125,60",Operational
bufr4/0/01/013,01,Идентификация,001013,Скорость движения подвижной наблюдательной платформы,m/s,0,0,10,m/s,0,3,(см. Примечания 3 и 4),"60,125",Operational
bufr4/0/01/014,01,Идентификация,001014,Скорость дрейфа платформы (высокая точность),m/s,2,0,10,m/s,2,4,,,Operational
bufr4/0/01/015,01,Идентификация,001015,Название станции или объекта,CCITT IA5,0,0,160,Character,0,20,,,Operational
bufr4/0/01/016,01,Идентификация,001016,Суб-идентификатор спутника,Numeric,0,0,16,Numeric,0,5,,,Operational
bufr4/0/01/018,01,Идентификация,001018,Короткое название станции или объекта,CCITT IA5,0,0,40,Character,0,5,,,Operational
bufr4/0/01/019,01,Идентификация,001019,Короткое название станции или объекта,CCITT IA5,0,0,256,Character,0,32,,,Operational
bufr4/0/01/020,01,Идентификация,001020,Номер региона ВМО/географическая область,Numeric,0,0,4,Numeric,0,2,,,Operational
bufr4/0/01/021,01,Идентификация,001021,Идентификатор синоптической особенности,Numeric,0,0,14,Numeric,0,4,,,Operational
bufr4/0/01/022,01,Идентификация,001022,(Название функции),CCITT IA5,0,0,224,Character,0,28,(см. Примечание 3),72,Operational
bufr4/0/01/023,01,Идентификация,001023,Номер последовательности наблюдения,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/01/024,01,Идентификация,001024,Скорость ветра,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/01/025,01,Идентификация,001025,Идентификатор шторма,CCITT IA5,0,0,24,Character,0,3,(см. Примечание 3),148,Operational
bufr4/0/01/026,01,Идентификация,001026,Название шторма ВМО,CCITT IA5,0,0,64,Character,0,8,(см. Примечание 3),43,Operational
bufr4/0/01/027,01,Идентификация,001027,Название шторма ВМО,CCITT IA5,0,0,80,Character,0,10,(см. Примечание 3),182,Operational
bufr4/0/01/028,01,Идентификация,001028,Оптическая толщина аэрозоля,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/01/029,01,Идентификация,001029,Источник SSI,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/01/030,01,Идентификация,001030,Идентификатор численной модели,CCITT IA5,0,0,128,Character,0,16,(см. Примечание 3),153,Operational
bufr4/0/01/031,01,Идентификация,001031,Идентификация исходного/генерирующего центра,Code table,0,0,16,Code table,0,5,(см. Примечание 3),44,Operational
bufr4/0/01/032,01,Идентификация,001032,Генерация приложения,Code table defined by originating/generating centre,0,0,8,Code table,0,3,"(Примечания 3, 4 и 5)","175,21,38",Operational
bufr4/0/01/033,01,Идентификация,001033,Идентификация исходного/генерирующего центра,Common Code table C-1,0,0,8,Common Code table C-1,0,3,,,Operational
bufr4/0/01/034,01,Идентификация,001034,Идентификация исходного/генерирующего центра,Common Code table C-12,0,0,8,Common Code table C-12,0,3,,,Operational
bufr4/0/01/035,01,Идентификация,001035,(Центр/подцентр происхождения),Common Code table C-11,0,0,16,Common Code table C-11,0,5,,,Operational
bufr4/0/01/036,01,Идентификация,001036,"Агентство, ответственное за управление наблюдательной платформой",Code table,0,0,20,Code table,0,7,,,Operational
bufr4/0/01/037,01,Идентификация,001037,Идентификатор последовательности SIGMET,CCITT IA5,0,0,24,Character,0,3,,,Operational
bufr4/0/01/038,01,Идентификация,001038,Доля морского льда,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/01/039,01,Идентификация,001039,Идентификатор последовательности графического прогноза по области (GFA),CCITT IA5,0,0,40,Character,0,5,,,Operational
bufr4/0/01/040,01,Идентификация,001040,Код идентификатора центра обработки,CCITT IA5,0,0,48,Character,0,6,,,Operational
bufr4/0/01/041,01,Идентификация,001041,Абсолютная скорость платформы - первая компонента,m/s,5,-1073741824,31,m/s,5,10,(см. Примечания 3 и 4),"134,154,95",Operational
bufr4/0/01/042,01,Идентификация,001042,Абсолютная скорость платформы - первая компонента,m/s,5,-1073741824,31,m/s,5,10,(см. Примечания 3 и 4),"134,154,95",Operational
bufr4/0/01/043,01,Идентификация,001043,Абсолютная скорость платформы - первая компонента,m/s,5,-1073741824,31,m/s,5,10,(см. Примечания 3 и 4),"134,154,95",Operational
bufr4/0/01/044,01,Идентификация,001044,Стандартная генерация приложения,Code table,0,0,8,Code table,0,3,,,Operational
bufr4/0/01/050,01,Идентификация,001050,Идентификационный номер передатчика платформы,Numeric,0,0,17,Numeric,0,6,,,Operational
bufr4/0/01/051,01,Идентификация,001051,Идентификационный номер передатчика платформы,CCITT IA5,0,0,96,Character,0,12,,,Operational
bufr4/0/01/052,01,Идентификация,001052,Идентификационный номер передатчика платформы,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/01/053,01,Идентификация,001053,"Последовательность отчета цунамометра, вызванная событием цунами.",Numeric,0,0,7,Numeric,0,2,,,Operational
bufr4/0/01/060,01,Идентификация,001060,Точка доклада воздушного судна (Идентификатор радиомаяка),CCITT IA5,0,0,64,Character,0,8,,,Operational
bufr4/0/01/062,01,Идентификация,001062,Индекс местоположения ИКАО,CCITT IA5,0,0,32,Character,0,4,,,Operational
bufr4/0/01/063,01,Идентификация,001063,Индекс местоположения ИКАО,CCITT IA5,0,0,64,Character,0,8,,,Operational
