Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,Status
07,Последовательности сводок о состоянии поверхности (море),D07001,Станция низкой высоты,,D01031,"Идентификация и тип станции, дата/время, местоположение (высокая точность), движение",,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07001,Станция низкой высоты,,D02011,Станция низкой высоты,Базовый отчет о поверхности,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07002,Станция низкой высоты,,D01032,"Идентификация и тип станции, дата/время, местоположение (высокая точность), движение",,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07002,Станция низкой высоты,,D02011,Станция низкой высоты,Базовый отчет о поверхности,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07003,Станция низкой высоты,,D07001,Станция низкой высоты,Местоположение (высокая точность) и базовый отчет,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07003,Станция низкой высоты,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07003,Станция низкой высоты,,D02005,Слой облаков,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07004,Станция низкой высоты,,D07002,Станция низкой высоты,Местоположение (высокая точность) и базовый отчет,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07004,Станция низкой высоты,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07004,Станция низкой высоты,,D02005,Слой облаков,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07005,Станция низкой высоты,,D07001,Станция низкой высоты,Местоположение (высокая точность) и базовый отчет,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07005,Станция низкой высоты,,R01004,Воспроизведите 5 дескрипторов 2 раза.,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07005,Станция низкой высоты,,D02005,Слой облаков,Слои,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07006,Станция низкой высоты,,D07002,Станция низкой высоты,Местоположение (высокая точность) и базовый отчет,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07006,Станция низкой высоты,,R01004,Воспроизведите 5 дескрипторов 2 раза.,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07006,Станция низкой высоты,,D02005,Слой облаков,Слои,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07007,Станция низкой высоты,,D01031,"Идентификация и тип станции, дата/время, местоположение (высокая точность), движение",,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07007,Станция низкой высоты,,D02012,Станция низкой высоты,Базовый отчет о поверхности,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07008,Станция низкой высоты,,D01032,"Идентификация и тип станции, дата/время, местоположение (высокая точность), движение",,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07008,Станция низкой высоты,,D02012,Станция низкой высоты,Базовый отчет о поверхности,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07009,,,D01031,"Идентификация и тип станции, дата/время, местоположение (высокая точность), движение",,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07009,,,D02013,Базовый отчет о поверхности,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B01063,Индекс местоположения ИКАО,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B02001,Тип станции,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D01011,"Год, месяц, день",Текст для перевода: YY,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D01012,"Час, минута, секунда","ГГ, гг",,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D01024,"Широта/долгота (грубая точность), высота станции",,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B07006,Высота станции,Высота анемометра,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B11001,Направление ветра,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B11016,Экстремальное против часовой стрелки направление переменного ветра,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B11017,Экстремальное против часовой стрелки направление переменного ветра,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B11002,Скорость ветра,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B11041,Максимальная скорость порывов ветра,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B07006,Высота станции,Высота термометра,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B12001,Температура/температура воздуха,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B12003,Температура точки росы,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B10052,Установка высотомера (QNH),,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,B20009,Общий показатель погоды (TAF/METAR),,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07012,(Горизонтальная видимость),,R03000,Отложенное воспроизведение 6 дескрипторов,До 3,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07012,(Горизонтальная видимость),,B08023,Статистические значения первого порядка следующие,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07012,(Горизонтальная видимость),,B05021,Пеленг или азимут,Направление наблюдаемой видимости,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07012,(Горизонтальная видимость),,B20001,(Горизонтальная видимость),ВВ,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07013,Тенденция видимости на ВПП,,R06000,Отложенное воспроизведение 6 дескрипторов,До 3,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07013,Тенденция видимости на ВПП,,B01064,Обозначение взлетно-посадочной полосы,ДРДР,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07013,Тенденция видимости на ВПП,,B08014,Тенденция видимости на ВПП,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07013,Тенденция видимости на ВПП,,B20061,Дальность видимости на ВПП,ВРВРВРВР,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07013,Тенденция видимости на ВПП,,B08014,Тенденция видимости на ВПП,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07013,Тенденция видимости на ВПП,,B20061,Дальность видимости на ВПП,ВРВРВРВР,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07013,Тенденция видимости на ВПП,,B20018,Тенденция видимости на ВПП,Я,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07014,(Значительная текущая или прогнозируемая погода),,R01000,Отложенное воспроизведение 6 дескрипторов,До 3,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07014,(Значительная текущая или прогнозируемая погода),,B20019,(Значительная текущая или прогнозируемая погода),в´в´,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07015,Группа(ы) облаков,,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07015,Группа(ы) облаков,,D02005,Слой облаков,"NsNsNs, CC, hshshs",,Operational
07,Последовательности сводок о состоянии поверхности (море),D07015,Группа(ы) облаков,,B20002,Вертикальная видимость,ВВхшхшхс - м,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07016,Другие погодные явления,,R01000,Отложенное воспроизведение 6 дескрипторов,До 3,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07016,Другие погодные явления,,B20020,Другие погодные явления,ПЕв´в´,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07017,(Сдвиг ветра на взлетно-посадочной полосе(-ах)),,R01000,Отложенное воспроизведение 6 дескрипторов,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07017,(Сдвиг ветра на взлетно-посадочной полосе(-ах)),,B11070,"Обозначение взлетно-посадочной полосы, затронутой сдвигом ветра (включая ВСЕ).",WS RWYDRDR,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,B08016,Изменить квалификатор прогноза типа тренда или прогноза аэродрома,ТТТТТТ,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,R02000,Отложенное воспроизведение 6 дескрипторов,До 3,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,B08017,"Квалификатор времени, когда ожидается изменение прогноза","ФМ, ТЛ, АТ",,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,D01012,"Час, минута, секунда","ГГ, гг",,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,R04000,Отложенное воспроизведение 6 дескрипторов,До 3,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,B07006,Высота станции,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,B11001,Направление ветра,ддд,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,B11002,Скорость ветра,фф,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,B11041,Максимальная скорость порывов ветра,фмфм - уз,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,B20009,Общий показатель погоды (TAF/METAR),,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,R01000,Отложенное воспроизведение 6 дескрипторов,До 3,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,B20001,(Горизонтальная видимость),ВВ,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07018,(Прогноз посадки по тренду),,D07014,(Значительная текущая или прогнозируемая погода),в´в´,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07020,(Краткий METAR/SPECI),,D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07020,(Краткий METAR/SPECI),,D07014,(Значительная текущая или прогнозируемая погода),в´в´,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07020,(Краткий METAR/SPECI),,D07016,Другие погодные явления,ПЕв´в´,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07011,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07012,(Горизонтальная видимость),ДвVVVV,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07013,Тенденция видимости на ВПП,ДРДР/ВРВРВРВР,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07014,(Значительная текущая или прогнозируемая погода),в´в´,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07015,Группа(ы) облаков,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07016,Другие погодные явления,ПЕв´в´,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07017,(Сдвиг ветра на взлетно-посадочной полосе(-ах)),,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07018,(Прогноз посадки по тренду),,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07021,(Основная часть данных для представления кода METAR/SPECI в формате BUFR),,D07015,Группа(ы) облаков,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07030,Данные озона - одиночное наблюдение,,B15001,Общее качество озона,,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07030,Данные озона - одиночное наблюдение,,B15002,Воздушная масса (наклонный путь на высоте 22 км),,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07031,Данные озона - одиночное наблюдение,,B08022,Общее количество (в отношении накопления или среднего значения),Количество измерений,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07031,Данные озона - одиночное наблюдение,,B08023,Статистические значения первого порядка следующие,= 4 Среднее значение,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07031,Данные озона - одиночное наблюдение,,B15001,Общее качество озона,Среднее значение измерения озона,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07031,Данные озона - одиночное наблюдение,,B08023,Статистические значения первого порядка следующие,= 9 Наилучшая оценка стандартного отклонения,,Operational
07,Последовательности сводок о состоянии поверхности (море),D07031,Данные озона - одиночное наблюдение,,B15001,Общее качество озона,Среднее значение измерения озона,,Operational
