Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/10/063/0,010063,Характеристика тенденции давления,0,"Увеличивается, затем уменьшается; атмосферное давление такое же или выше, чем три часа назад",,,,,Operational
bufr4/0/10/063/1,010063,Характеристика тенденции давления,1,"Сначала увеличивается, затем стабилизируется; или сначала увеличивается, затем увеличивается медленнее.","Увеличивается, затем уменьшается; атмосферное давление такое же или выше, чем три часа назад",,,,Operational
bufr4/0/10/063/2,010063,Характеристика тенденции давления,2,"Сначала увеличивается, затем стабилизируется; или сначала увеличивается, затем увеличивается медленнее.","Увеличивается, затем уменьшается; атмосферное давление такое же или выше, чем три часа назад",,,,Operational
bufr4/0/10/063/3,010063,Характеристика тенденции давления,3,"Сначала увеличивается, затем стабилизируется; или сначала увеличивается, затем увеличивается медленнее.","Увеличивается, затем уменьшается; атмосферное давление такое же или выше, чем три часа назад",,,,Operational
bufr4/0/10/063/4,010063,Характеристика тенденции давления,4,"Постоянное; атмосферное давление такое же, как три часа назад",,,,,Operational
bufr4/0/10/063/5,010063,Характеристика тенденции давления,5,"Увеличивается, затем уменьшается; атмосферное давление такое же или выше, чем три часа назад",,,,,Operational
bufr4/0/10/063/6,010063,Характеристика тенденции давления,6,"Сначала увеличивается, затем стабилизируется; или сначала увеличивается, затем увеличивается медленнее.","Постоянное; атмосферное давление такое же, как три часа назад",,,,Operational
bufr4/0/10/063/7,010063,Характеристика тенденции давления,7,Уменьшающийся (постепенно или неравномерно),"Постоянное; атмосферное давление такое же, как три часа назад",,,,Operational
bufr4/0/10/063/8,010063,Характеристика тенденции давления,8,"Сначала увеличивается, затем стабилизируется; или сначала увеличивается, затем увеличивается медленнее.","Постоянное; атмосферное давление такое же, как три часа назад",,,,Operational
bufr4/0/10/063/9-14,010063,Характеристика тенденции давления,9-14,Зарезервировано,,,,,Operational
bufr4/0/10/063/15,010063,Характеристика тенденции давления,15,Отсутствующее значение,,,,,Operational
bufr4/0/10/064/0,010064,Уровень полета SIGMET,0,Субзвуковой,,,,,Operational
bufr4/0/10/064/1,010064,Уровень полета SIGMET,1,Трансзвуковой,,,,,Operational
bufr4/0/10/064/2,010064,Уровень полета SIGMET,2,Сверхзвуковой,,,,,Operational
bufr4/0/10/064/3-6,010064,Уровень полета SIGMET,3-6,Зарезервировано,,,,,Operational
bufr4/0/10/064/7,010064,Уровень полета SIGMET,7,Отсутствующее значение,,,,,Operational
