Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/42/001,42,Океанографические элементы,042001,Доминирующее направление зыби спектральной части.,deg,0,0,9,deg,0,3,,,Operational
bufr4/0/42/002,42,Океанографические элементы,042002,Доминирующее направление зыби спектральной части.,m,1,0,9,m,1,3,,,Operational
bufr4/0/42/003,42,Океанографические элементы,042003,Доминирующее направление зыби спектральной части.,m,2,100,17,m,2,6,,,Operational
bufr4/0/42/004,42,Океанографические элементы,042004,Уверенность инверсии для каждой части спектра волн набегающего волнения,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/42/005,42,Океанографические элементы,042005,Фактор устранения неоднозначности для разделения зыби.,Numeric,5,-100000,18,Numeric,5,6,,,Operational
bufr4/0/42/006,42,Океанографические элементы,042006,Возраст волны,Numeric,2,1,8,Numeric,2,3,,,Operational
bufr4/0/42/007,42,Океанографические элементы,042007,Кратчайшая океанская длина волны на спектральном разрешении,m,2,0,16,m,2,5,,,Operational
bufr4/0/42/008,42,Океанографические элементы,042008,Нелинейная обратная спектральная ширина,m,2,0,16,m,2,5,,,Operational
bufr4/0/42/009,42,Океанографические элементы,042009,Ссылка на разделение бин.,Numeric,0,0,8,Numeric,0,3,,,Operational
bufr4/0/42/010,42,Океанографические элементы,042010,Номер раздела,Numeric,0,1,4,Numeric,0,2,,,Operational
bufr4/0/42/011,42,Океанографические элементы,042011,Коэффициент a1 направленного ряда Фурье,Numeric,4,-20000,15,Numeric,4,6,,,Operational
bufr4/0/42/012,42,Океанографические элементы,042012,Коэффициент a1 направленного ряда Фурье,Numeric,4,-20000,15,Numeric,4,6,,,Operational
bufr4/0/42/013,42,Океанографические элементы,042013,Коэффициент a1 направленного ряда Фурье,Numeric,4,-20000,15,Numeric,4,6,,,Operational
bufr4/0/42/014,42,Океанографические элементы,042014,Коэффициент a1 направленного ряда Фурье,Numeric,4,-20000,15,Numeric,4,6,,,Operational
bufr4/0/42/015,42,Океанографические элементы,042015,Проверьте коэффициент K,Numeric,2,0,12,Numeric,2,4,,,Operational
bufr4/0/42/016,42,Океанографические элементы,042016,"Потенциальная плотность морской воды, приведенная к уровню морской поверхности.",kg m-3,5,-10000000,24,kg m-3,5,9,,,Operational
bufr4/0/42/017,42,Океанографические элементы,042017,Качественный флаг спектров зыби,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/42/018,42,Океанографические элементы,042018,Качественный флаг спектров зыби,Code table,0,0,4,Code table,0,4,,,Operational
