Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/29/001/0,029001,Тип проекции,0,Гномоническая проекция,,,,,Operational
bufr4/0/29/001/1,029001,Тип проекции,1,Полярная стереографическая проекция,,,,,Operational
bufr4/0/29/001/2,029001,Тип проекции,2,Коническая проекция Ламберта в равновеликой форме,,,,,Operational
bufr4/0/29/001/3,029001,Тип проекции,3,Проекция Меркатора,,,,,Operational
bufr4/0/29/001/4,029001,Тип проекции,4,Сканирующий конус (радар),,,(см. Примечание),65,Operational
bufr4/0/29/001/5,029001,Тип проекции,5,Зарезервировано,,,,,Operational
bufr4/0/29/001/6,029001,Тип проекции,6,Нет проекции,,,,,Operational
bufr4/0/29/001/7,029001,Тип проекции,7,Отсутствующее значение,,,,,Operational
bufr4/0/29/002/0,029002,Тип координатной сетки,0,Декартов,,,,,Operational
bufr4/0/29/002/1,029002,Тип координатной сетки,1,Полярный,,,,,Operational
bufr4/0/29/002/2,029002,Тип координатной сетки,2,Другое,,,,,Operational
bufr4/0/29/002/3-6,029002,Тип координатной сетки,3-6,Зарезервировано,,,,,Operational
bufr4/0/29/002/7,029002,Тип координатной сетки,7,Отсутствующее значение,,,,,Operational
