Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/19/001/0,019001,Синоптические особенности,0,Депрессия или низкое давление (внетропическое).,,,,,Operational
bufr4/0/19/001/1,019001,Синоптические особенности,1,Тропическая депрессия,,,,,Operational
bufr4/0/19/001/2,019001,Синоптические особенности,2,Тропический циклон,,,,,Operational
bufr4/0/19/001/3,019001,Синоптические особенности,3,Тропический циклон,,,,,Operational
bufr4/0/19/001/4,019001,Синоптические особенности,4,Тайфун,,,,,Operational
bufr4/0/19/001/5-9,019001,Синоптические особенности,5-9,Зарезервировано,,,,,Operational
bufr4/0/19/001/10,019001,Синоптические особенности,10,Песчаная буря,,,,,Operational
bufr4/0/19/001/11-62,019001,Синоптические особенности,11-62,Зарезервировано,,,,,Operational
bufr4/0/19/001/63,019001,Синоптические особенности,63,Отсутствующее значение,,,,,Operational
bufr4/0/19/008/0,019008,Вертикальный охват циркуляции,0,Зарезервировано,,,,,Operational
bufr4/0/19/008/1,019008,Вертикальный охват циркуляции,1,Мелкий (верхняя граница циркуляции ниже уровня 700 гПа),,,,,Operational
bufr4/0/19/008/2,019008,Вертикальный охват циркуляции,2,Средний (верхний уровень между 700 гПа и 400 гПа).,,,,,Operational
bufr4/0/19/008/3,019008,Вертикальный охват циркуляции,3,Глубокий (верхний уровень выше 400 гПа).,,,,,Operational
bufr4/0/19/008/4-6,019008,Вертикальный охват циркуляции,4-6,Зарезервировано,,,,,Operational
bufr4/0/19/008/7,019008,Вертикальный охват циркуляции,7,Отсутствующее значение,,,,,Operational
bufr4/0/19/010/1,019010,Метод отслеживания центра синоптической особенности,1,Минимальный уровень давления,,,,,Operational
bufr4/0/19/010/2,019010,Метод отслеживания центра синоптической особенности,2,Максимальное значение относительной вихревости на уровне 850 гПа,,,,,Operational
bufr4/0/19/010/3-14,019010,Метод отслеживания центра синоптической особенности,3-14,Зарезервировано,,,,,Operational
bufr4/0/19/010/15,019010,Метод отслеживания центра синоптической особенности,15,Отсутствующее значение,,,,,Operational
bufr4/0/19/100/0-2,019100,Интервал времени для расчета движения тропического циклона,0-2,Не используется,,,,,Operational
bufr4/0/19/100/3,019100,Интервал времени для расчета движения тропического циклона,3,В течение предыдущих 15 минут,,,,,Operational
bufr4/0/19/100/4,019100,Интервал времени для расчета движения тропического циклона,4,В течение предыдущих 15 минут,,,,,Operational
bufr4/0/19/100/5,019100,Интервал времени для расчета движения тропического циклона,5,В течение предыдущих 15 минут,,,,,Operational
bufr4/0/19/100/6,019100,Интервал времени для расчета движения тропического циклона,6,В течение предыдущих 2 часов,,,,,Operational
bufr4/0/19/100/7,019100,Интервал времени для расчета движения тропического циклона,7,В течение предыдущих 2 часов,,,,,Operational
bufr4/0/19/100/8,019100,Интервал времени для расчета движения тропического циклона,8,В течение предыдущих 2 часов,,,,,Operational
bufr4/0/19/100/9,019100,Интервал времени для расчета движения тропического циклона,9,В течение периода более 6 часов,,,,,Operational
bufr4/0/19/100/10,019100,Интервал времени для расчета движения тропического циклона,10,Неопределённый,,,,,Operational
bufr4/0/19/100/11-14,019100,Интервал времени для расчета движения тропического циклона,11-14,Не используется,,,,,Operational
bufr4/0/19/100/15,019100,Интервал времени для расчета движения тропического циклона,15,Отсутствующее значение,,,,,Operational
bufr4/0/19/101/0,019101,Точность положения центра тропического циклона,0,Зарезервировано,,,,,Operational
