Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/21/001,21,(Данные радиолокационного луча),021001,Горизонтальная отражательная способность,dB,0,-64,7,dB,0,3,,,Operational
bufr4/0/21/002,21,(Данные радиолокационного луча),021002,Горизонтальная отражательная способность,dB,0,-64,7,dB,0,3,,,Operational
bufr4/0/21/003,21,(Данные радиолокационного луча),021003,Дифференциальная отражательная способность,dB,1,-5,7,dB,1,3,,,Operational
bufr4/0/21/004,21,(Данные радиолокационного луча),021004,Дифференциальная отражательная способность,dB,2,-800,11,dB,2,4,,,Operational
bufr4/0/21/005,21,(Данные радиолокационного луча),021005,Линейное отношение деполяризации,dB,0,-65,6,dB,0,2,,,Operational
bufr4/0/21/006,21,(Данные радиолокационного луча),021006,Круговое отношение деполяризации,dB,0,-65,6,dB,0,2,,,Operational
bufr4/0/21/007,21,(Данные радиолокационного луча),021007,Фактор отражательной способности радара,dB,2,-9000,15,dB,0,0,,,Operational
bufr4/0/21/008,21,(Данные радиолокационного луча),021008,Фактор отражательной способности радара,dB,2,0,13,dB,0,0,,,Operational
bufr4/0/21/009,21,(Данные радиолокационного луча),021009,Вертикальная доплеровская скорость,m/s,2,-10000,15,m/s,0,0,,,Operational
bufr4/0/21/010,21,(Данные радиолокационного луча),021010,Вертикальная доплеровская скорость,m/s,2,-10000,15,m/s,0,0,,,Operational
bufr4/0/21/011,21,(Данные радиолокационного луча),021011,Доплеровская средняя скорость в направлении x,m/s,0,-128,8,m/s,0,3,,,Operational
bufr4/0/21/012,21,(Данные радиолокационного луча),021012,Доплеровская средняя скорость в направлении x,m/s,0,-128,8,m/s,0,3,,,Operational
bufr4/0/21/013,21,(Данные радиолокационного луча),021013,Доплеровская средняя скорость в направлении z,m/s,0,-128,8,m/s,0,3,,,Operational
bufr4/0/21/014,21,(Данные радиолокационного луча),021014,Доплеровская средняя скорость в направлении x,m/s,1,-4096,13,m/s,1,4,,,Operational
bufr4/0/21/017,21,(Данные радиолокационного луча),021017,Ширина спектра доплеровской скорости,m/s,1,0,8,m/s,1,3,,,Operational
bufr4/0/21/018,21,(Данные радиолокационного луча),021018,Расширенная скорость NYQUIST,m/s,1,0,10,m/s,1,4,,,Operational
bufr4/0/21/019,21,(Данные радиолокационного луча),021019,Расширенная скорость NYQUIST,m/s,1,0,10,m/s,1,3,,,Operational
bufr4/0/21/020,21,(Данные радиолокационного луча),021020,Динамическая коррекция атмосферной нагрузки,Numeric,3,-65536,17,,,,,,Operational
bufr4/0/21/021,21,(Данные радиолокационного луча),021021,Эхо-топы,m,-3,0,4,m,-3,2,,,Operational
bufr4/0/21/022,21,(Данные радиолокационного луча),021022,Смещение диапазонного бинa,m,1,0,14,m,1,5,,,Operational
bufr4/0/21/023,21,(Данные радиолокационного луча),021023,Размер диапазонного бинa,m,0,0,14,m,0,5,,,Operational
bufr4/0/21/024,21,(Данные радиолокационного луча),021024,Угол азимута,deg,1,0,12,deg,1,4,,,Operational
