Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,Status
35,Мониторинг информации,D35001,(Укажите станцию мониторинга),,B08035,Тип упражнения по мониторингу,,,Operational
35,Мониторинг информации,D35001,(Укажите станцию мониторинга),,B35001,Период мониторинга,,,Operational
35,Мониторинг информации,D35001,(Укажите станцию мониторинга),,B08036,"Тип центра или станции, выполняющей мониторинг",,,Operational
35,Мониторинг информации,D35001,(Укажите станцию мониторинга),,D01001,Номера блока и станции ВМО,,,Operational
35,Мониторинг информации,D35002,(Укажите станцию мониторинга),,B08035,Тип упражнения по мониторингу,,,Operational
35,Мониторинг информации,D35002,(Укажите станцию мониторинга),,B35001,Период мониторинга,,,Operational
35,Мониторинг информации,D35002,(Укажите станцию мониторинга),,B08036,"Тип центра или станции, выполняющей мониторинг",,,Operational
35,Мониторинг информации,D35002,(Укажите станцию мониторинга),,B01033,Идентификация исходного/генерирующего центра,,,Operational
35,Мониторинг информации,D35003,Период мониторинга,,B08021,Значение времени,= 23 Период мониторинга,,Operational
35,Мониторинг информации,D35003,Период мониторинга,,B04001,Год,,,Operational
35,Мониторинг информации,D35003,Период мониторинга,,B04002,Месяц,,,Operational
35,Мониторинг информации,D35003,Период мониторинга,,B04003,День,,,Operational
35,Мониторинг информации,D35003,Период мониторинга,,B04004,Час,,,Operational
35,Мониторинг информации,D35003,Период мониторинга,,B04073,Период времени или смещение,,,Operational
35,Мониторинг информации,D35004,(Укажите тип отчета и одну станцию мониторинга),,B08021,Значение времени,Согласованный срок получения отчета,,Operational
35,Мониторинг информации,D35004,(Укажите тип отчета и одну станцию мониторинга),,B04004,Час,,,Operational
35,Мониторинг информации,D35004,(Укажите тип отчета и одну станцию мониторинга),,B08021,Значение времени,Номинальное время отчета,,Operational
35,Мониторинг информации,D35004,(Укажите тип отчета и одну станцию мониторинга),,B04004,Час,,,Operational
35,Мониторинг информации,D35004,(Укажите тип отчета и одну станцию мониторинга),,B35000,FM и региональный кодовый номер,,,Operational
35,Мониторинг информации,D35004,(Укажите тип отчета и одну станцию мониторинга),,D01001,Номера блока и станции ВМО,,,Operational
35,Мониторинг информации,D35004,(Укажите тип отчета и одну станцию мониторинга),,B35011,Количество фактически полученных отчетов,,,Operational
35,Мониторинг информации,D35005,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B08021,Значение времени,Согласованный срок получения отчета,,Operational
35,Мониторинг информации,D35005,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B04004,Час,,,Operational
35,Мониторинг информации,D35005,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B08021,Значение времени,Номинальное время отчета,,Operational
35,Мониторинг информации,D35005,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B04004,Час,,,Operational
35,Мониторинг информации,D35005,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B35000,FM и региональный кодовый номер,,,Operational
35,Мониторинг информации,D35005,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B01001,Номер блока ВМО,,,Operational
35,Мониторинг информации,D35005,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B35011,Количество фактически полученных отчетов,,,Operational
35,Мониторинг информации,D35006,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B08021,Значение времени,Согласованный срок получения отчета,,Operational
35,Мониторинг информации,D35006,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B04004,Час,,,Operational
35,Мониторинг информации,D35006,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B08021,Значение времени,Номинальное время отчета,,Operational
35,Мониторинг информации,D35006,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B04004,Час,,,Operational
35,Мониторинг информации,D35006,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B35000,FM и региональный кодовый номер,,,Operational
35,Мониторинг информации,D35006,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B01003,Номер региона ВМО/географическая область,,,Operational
35,Мониторинг информации,D35006,"(Укажите тип отчета и блок ВМО, который отслеживается)",,B35011,Количество фактически полученных отчетов,,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,B08021,Значение времени,Согласованный срок получения отчета,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,B04004,Час,,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,B08021,Значение времени,Номинальное время отчета,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,B04004,Час,,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,B35000,FM и региональный кодовый номер,,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,B01001,Номер блока ВМО,,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,R02000,Отложенное воспроизведение 6 дескрипторов,Количество станций,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,B01002,Номер станции ВМО,,,Operational
35,Мониторинг информации,D35007,(Укажите тип отчета и одну станцию мониторинга),,B35011,Количество фактически полученных отчетов,,,Operational
35,Мониторинг информации,D35010,(Укажите тип отчета и одну станцию мониторинга),,D35002,Укажите центр мониторинга,,,Operational
35,Мониторинг информации,D35010,(Укажите тип отчета и одну станцию мониторинга),,D35003,Период мониторинга,,,Operational
35,Мониторинг информации,D35010,(Укажите тип отчета и одну станцию мониторинга),,D35007,(Укажите тип отчета и одну станцию мониторинга),,,Operational
