Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/20/001,20,Наблюдаемые явления,020001,(Горизонтальная видимость),m,-1,0,13,m,-1,4,,,Operational
bufr4/0/20/002,20,Наблюдаемые явления,020002,Вертикальная видимость,m,-1,0,7,m,-1,3,,,Operational
bufr4/0/20/003,20,Наблюдаемые явления,020003,Текущая погода,Code table,0,0,9,Code table,0,3,(см. Примечание 3),172,Operational
bufr4/0/20/004,20,Наблюдаемые явления,020004,Прошедшая погода (1),Code table,0,0,5,Code table,0,2,(см. Примечание 3),171,Operational
bufr4/0/20/005,20,Наблюдаемые явления,020005,Прошедшая погода (1),Code table,0,0,5,Code table,0,2,(см. Примечание 3),171,Operational
bufr4/0/20/006,20,Наблюдаемые явления,020006,Правила полетов,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/20/008,20,Наблюдаемые явления,020008,Облачное распределение для авиации,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/20/009,20,Наблюдаемые явления,020009,Общий показатель погоды (TAF/METAR),Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/010,20,Наблюдаемые явления,020010,Облачность (общая),%,0,0,7,%,0,3,(см. Примечание 3),20,Operational
bufr4/0/20/011,20,Наблюдаемые явления,020011,Количество облачности,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/012,20,Наблюдаемые явления,020012,Тип облака,Code table,0,0,6,Code table,0,2,,,Operational
bufr4/0/20/013,20,Наблюдаемые явления,020013,Высота вершины облака,m,-1,-40,11,m,-1,4,(см. Примечание 3),170,Operational
bufr4/0/20/014,20,Наблюдаемые явления,020014,Высота вершины облака,m,-1,-40,11,m,-1,4,,,Operational
bufr4/0/20/015,20,Наблюдаемые явления,020015,Давление на вершине облака,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/20/016,20,Наблюдаемые явления,020016,Давление на вершине облака,Pa,-1,0,14,Pa,-1,5,,,Operational
bufr4/0/20/017,20,Наблюдаемые явления,020017,Описание верхней границы облаков,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/018,20,Наблюдаемые явления,020018,Тенденция видимости на ВПП,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/20/019,20,Наблюдаемые явления,020019,(Значительная текущая или прогнозируемая погода),CCITT IA5,0,0,72,Character,0,9,(см. Примечание 3),118,Operational
bufr4/0/20/020,20,Наблюдаемые явления,020020,Другие погодные явления,CCITT IA5,0,0,32,Character,0,4,(см. Примечание 3),118,Operational
bufr4/0/20/021,20,Наблюдаемые явления,020021,ОСАДКИ - неизвестный тип,Flag table,0,0,30,Flag table,0,10,,,Operational
bufr4/0/20/022,20,Наблюдаемые явления,020022,Характер осадков,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/023,20,Наблюдаемые явления,020023,Другие погодные явления,Flag table,0,0,18,Flag table,0,6,,,Operational
bufr4/0/20/024,20,Наблюдаемые явления,020024,Интенсивность явлений,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/20/025,20,Наблюдаемые явления,020025,Затемнение,Flag table,0,0,21,Flag table,0,7,,,Operational
bufr4/0/20/026,20,Наблюдаемые явления,020026,Затемнение,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/027,20,Наблюдаемые явления,020027,Происхождение явлений,Flag table,0,0,9,Flag table,0,3,,,Operational
bufr4/0/20/028,20,Наблюдаемые явления,020028,Ожидаемое изменение интенсивности,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/20/029,20,Наблюдаемые явления,020029,Флаг дождя,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/20/031,20,Наблюдаемые явления,020031,Ледяной отложение (толщина),m,2,0,7,m,2,3,,,Operational
bufr4/0/20/032,20,Наблюдаемые явления,020032,Скорость образования льда (оценочная),Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/20/033,20,Наблюдаемые явления,020033,Причина обледенения,Flag table,0,0,4,Flag table,0,2,,,Operational
bufr4/0/20/034,20,Наблюдаемые явления,020034,Концентрация морского льда,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/20/035,20,Наблюдаемые явления,020035,Количество и тип льда,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/036,20,Наблюдаемые явления,020036,Ледовая обстановка,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/20/037,20,Наблюдаемые явления,020037,Развитие льда,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/20/038,20,Наблюдаемые явления,020038,Положение края льда,degree true,0,0,12,degree true,0,3,(см. Примечание 3),135,Operational
bufr4/0/20/039,20,Наблюдаемые явления,020039,Дистанция до льда,m,-1,0,13,m,-1,4,,,Operational
bufr4/0/20/040,20,Наблюдаемые явления,020040,Эволюция переноса снега,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/041,20,Наблюдаемые явления,020041,Обледенение планера,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/042,20,Наблюдаемые явления,020042,Обледенение планера,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/20/043,20,Наблюдаемые явления,020043,Максимальное содержание жидкой воды,kg m-3,4,0,7,kg m-3,4,2,,,Operational
bufr4/0/20/044,20,Наблюдаемые явления,020044,Среднее содержание жидкой воды,kg m-3,4,0,7,kg m-3,4,2,,,Operational
bufr4/0/20/045,20,Наблюдаемые явления,020045,Условия с переохлажденными крупными каплями (SLD).,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/20/048,20,Наблюдаемые явления,020048,Эволюция функции,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/050,20,Наблюдаемые явления,020050,Индекс облачности,Code table,0,0,8,Code table,0,3,,,Operational
bufr4/0/20/051,20,Наблюдаемые явления,020051,Количество низких облаков,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/052,20,Наблюдаемые явления,020052,Количество средней облачности,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/053,20,Наблюдаемые явления,020053,Количество низких облаков,%,0,0,7,%,0,3,,,Operational
bufr4/0/20/054,20,Наблюдаемые явления,020054,"Истинное направление, из которого движется явление или облака, или в котором они наблюдаются.",degree true,0,0,9,degree true,0,3,(см. Примечание 3),159,Operational
bufr4/0/20/055,20,Наблюдаемые явления,020055,Состояние неба в тропиках,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/20/056,20,Наблюдаемые явления,020056,Фаза облака,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/20/058,20,Наблюдаемые явления,020058,Видимость в сторону моря с прибрежной станции,m,-1,0,13,m,-1,4,,,Operational
bufr4/0/20/059,20,Наблюдаемые явления,020059,Минимальная горизонтальная видимость,m,-1,0,9,m,-1,3,,,Operational
bufr4/0/20/060,20,Наблюдаемые явления,020060,(Горизонтальная видимость),m,-1,0,10,m,-1,4,(см. Примечание 3),24,Operational
bufr4/0/20/061,20,Наблюдаемые явления,020061,Дальность видимости на ВПП,m,0,0,12,m,0,4,,,Operational
bufr4/0/20/062,20,Наблюдаемые явления,020062,Состояние поверхности (снег или его отсутствие),Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/20/063,20,Наблюдаемые явления,020063,Особые явления,Code table,0,0,10,Code table,0,4,,,Operational
bufr4/0/20/065,20,Наблюдаемые явления,020065,Снежный покров,%,0,0,7,%,0,3,(см. Примечание 3),120,Operational
bufr4/0/20/066,20,Наблюдаемые явления,020066,Максимальный диаметр градин,m,3,0,8,m,3,3,,,Operational
bufr4/0/20/067,20,Наблюдаемые явления,020067,Диаметр осадка,m,3,0,9,m,3,3,,,Operational
