Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/00/002/1/000002,00,Последовательности элементов таблицы BUFR,300002,,,000002,"Таблица A: описание категории данных, строка 1",,,,Operational
bufr4/3/00/002/2/000003,00,Последовательности элементов таблицы BUFR,300002,,,000003,"Таблица A: описание категории данных, строка 1",,,,Operational
bufr4/3/00/003/1/000010,00,Последовательности элементов таблицы BUFR,300003,"(Добавить или определить F, X, Y дескриптора)",,000010,"(Добавить или определить F, X, Y дескриптора)",,,,Operational
bufr4/3/00/003/2/000011,00,Последовательности элементов таблицы BUFR,300003,"(Добавить или определить F, X, Y дескриптора)",,000011,Добавить или определить X дескриптор,,,,Operational
bufr4/3/00/003/3/000012,00,Последовательности элементов таблицы BUFR,300003,"(Добавить или определить F, X, Y дескриптора)",,000012,"(Добавить или определить F, X, Y дескриптора)",,,,Operational
bufr4/3/00/004/1/300003,00,Последовательности элементов таблицы BUFR,300004,,,300003,"(Добавить или определить F, X, Y дескриптора)",,,,Operational
bufr4/3/00/004/2/000013,00,Последовательности элементов таблицы BUFR,300004,,,000013,Название элемента,,,,Operational
bufr4/3/00/004/3/000014,00,Последовательности элементов таблицы BUFR,300004,,,000014,Название элемента,,,,Operational
bufr4/3/00/004/4/000015,00,Последовательности элементов таблицы BUFR,300004,,,000015,Название единиц,,,,Operational
bufr4/3/00/004/5/000016,00,Последовательности элементов таблицы BUFR,300004,,,000016,Знак масштаба единиц,,,,Operational
bufr4/3/00/004/6/000017,00,Последовательности элементов таблицы BUFR,300004,,,000017,Знак масштаба единиц,,,,Operational
bufr4/3/00/004/7/000018,00,Последовательности элементов таблицы BUFR,300004,,,000018,Справочное значение единиц,,,,Operational
bufr4/3/00/004/8/000019,00,Последовательности элементов таблицы BUFR,300004,,,000019,Справочное значение единиц,,,,Operational
bufr4/3/00/004/9/000020,00,Последовательности элементов таблицы BUFR,300004,,,000020,Ширина данных элемента,,,,Operational
bufr4/3/00/010/1/300003,00,Последовательности элементов таблицы BUFR,300010,,,300003,"(Добавить или определить F, X, Y дескриптора)",,,,Operational
bufr4/3/00/010/2/101000,00,Последовательности элементов таблицы BUFR,300010,,,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/00/010/3/031001,00,Последовательности элементов таблицы BUFR,300010,,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/00/010/4/000030,00,Последовательности элементов таблицы BUFR,300010,,,000030,"Дескриптор, определяющий последовательность",,,,Operational
bufr4/3/00/015/1/000030,00,Последовательности элементов таблицы BUFR,300015,Таблица кодов,,000030,"Дескриптор, определяющий последовательность",,,,Operational
bufr4/3/00/015/2/102000,00,Последовательности элементов таблицы BUFR,300015,Таблица кодов,,102000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/00/015/3/031002,00,Последовательности элементов таблицы BUFR,300015,Таблица кодов,,031002,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/00/015/4/000024,00,Последовательности элементов таблицы BUFR,300015,Таблица кодов,,000024,Кодовая цифра,,,,Operational
bufr4/3/00/015/5/000025,00,Последовательности элементов таблицы BUFR,300015,Таблица кодов,,000025,Кодовая цифра,,,,Operational
bufr4/3/00/016/1/000030,00,Последовательности элементов таблицы BUFR,300016,(Определение таблицы флагов),,000030,"Дескриптор, определяющий последовательность",,,,Operational
bufr4/3/00/016/2/102000,00,Последовательности элементов таблицы BUFR,300016,(Определение таблицы флагов),,102000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/00/016/3/031001,00,Последовательности элементов таблицы BUFR,300016,(Определение таблицы флагов),,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/00/016/4/000026,00,Последовательности элементов таблицы BUFR,300016,(Определение таблицы флагов),,000026,Номер бита,,,,Operational
bufr4/3/00/016/5/000027,00,Последовательности элементов таблицы BUFR,300016,(Определение таблицы флагов),,000027,Номер бита,,,,Operational
