Id,FXY,ElementName_rus,CodeFigure,EntryName_rus,EntryName_sub1_rus,EntryName_sub2_rus,Note_rus,noteIDs,Status
bufr4/0/11/030/0,011030,Расширенная степень турбулентности,0,Ноль,В облаке,,,,Operational
bufr4/0/11/030/1,011030,Расширенная степень турбулентности,1,Свет,В облаке,,,,Operational
bufr4/0/11/030/2,011030,Расширенная степень турбулентности,2,Умеренный,В облаке,,,,Operational
bufr4/0/11/030/3,011030,Расширенная степень турбулентности,3,Серьезный,В облаке,,,,Operational
bufr4/0/11/030/4,011030,Расширенная степень турбулентности,4,Ноль,в чистом воздухе,,,,Operational
bufr4/0/11/030/5,011030,Расширенная степень турбулентности,5,Свет,в чистом воздухе,,,,Operational
bufr4/0/11/030/6,011030,Расширенная степень турбулентности,6,Умеренный,в чистом воздухе,,,,Operational
bufr4/0/11/030/7,011030,Расширенная степень турбулентности,7,Серьезный,в чистом воздухе,,,,Operational
bufr4/0/11/030/8,011030,Расширенная степень турбулентности,8,Ноль,облако/ясный воздух не указан,,,,Operational
bufr4/0/11/030/9,011030,Расширенная степень турбулентности,9,Свет,облако/ясный воздух не указан,,,,Operational
bufr4/0/11/030/10,011030,Расширенная степень турбулентности,10,Умеренный,облако/ясный воздух не указан,,,,Operational
bufr4/0/11/030/11,011030,Расширенная степень турбулентности,11,Серьезный,облако/ясный воздух не указан,,,,Operational
bufr4/0/11/030/12,011030,Расширенная степень турбулентности,12,"Экстремальный, в чистом воздухе",,,,,Operational
bufr4/0/11/030/13,011030,Расширенная степень турбулентности,13,"Экстремальный, в облаке",,,,,Operational
bufr4/0/11/030/14,011030,Расширенная степень турбулентности,14,облако/ясный воздух не указан,,,,,Operational
bufr4/0/11/030/15,011030,Расширенная степень турбулентности,15,"Светлый, изолированный умеренный",,,,,Operational
bufr4/0/11/030/16,011030,Расширенная степень турбулентности,16,"Светлый, редкий умеренный",,,,,Operational
bufr4/0/11/030/17,011030,Расширенная степень турбулентности,17,"Светлый, редкий умеренный",,,,,Operational
bufr4/0/11/030/18,011030,Расширенная степень турбулентности,18,"Умеренный, изолированный тяжелый",,,,,Operational
bufr4/0/11/030/19,011030,Расширенная степень турбулентности,19,"Умеренный, изолированный тяжелый",,,,,Operational
bufr4/0/11/030/20,011030,Расширенная степень турбулентности,20,"Умеренный, изолированный тяжелый",,,,,Operational
bufr4/0/11/030/21,011030,Расширенная степень турбулентности,21,"Умеренный, изолированный тяжелый",,,,,Operational
bufr4/0/11/030/22,011030,Расширенная степень турбулентности,22,"Серьезный, иногда экстремальный",,,,,Operational
bufr4/0/11/030/23,011030,Расширенная степень турбулентности,23,"Серьезный, иногда экстремальный",,,,,Operational
bufr4/0/11/030/24-62,011030,Расширенная степень турбулентности,24-62,Зарезервировано,,,,,Operational
bufr4/0/11/030/63,011030,Расширенная степень турбулентности,63,Отсутствующее значение,,,,,Operational
bufr4/0/11/031/0,011031,Расширенная степень турбулентности,0,Ноль,В облаке,,,,Operational
bufr4/0/11/031/1,011031,Расширенная степень турбулентности,1,Свет,В облаке,,,,Operational
bufr4/0/11/031/2,011031,Расширенная степень турбулентности,2,Умеренный,В облаке,,,,Operational
bufr4/0/11/031/3,011031,Расширенная степень турбулентности,3,Серьезный,В облаке,,,,Operational
bufr4/0/11/031/4,011031,Расширенная степень турбулентности,4,Ноль,в чистом воздухе,,,,Operational
bufr4/0/11/031/5,011031,Расширенная степень турбулентности,5,Свет,в чистом воздухе,,,,Operational
bufr4/0/11/031/6,011031,Расширенная степень турбулентности,6,Умеренный,в чистом воздухе,,,,Operational
bufr4/0/11/031/7,011031,Расширенная степень турбулентности,7,Серьезный,в чистом воздухе,,,,Operational
bufr4/0/11/031/8,011031,Расширенная степень турбулентности,8,Ноль,облако/ясный воздух не указан,,,,Operational
bufr4/0/11/031/9,011031,Расширенная степень турбулентности,9,Свет,облако/ясный воздух не указан,,,,Operational
bufr4/0/11/031/10,011031,Расширенная степень турбулентности,10,Умеренный,облако/ясный воздух не указан,,,,Operational
bufr4/0/11/031/11,011031,Расширенная степень турбулентности,11,Серьезный,облако/ясный воздух не указан,,,,Operational
bufr4/0/11/031/12,011031,Расширенная степень турбулентности,12,"Экстремальный, в чистом воздухе",,,,,Operational
bufr4/0/11/031/13,011031,Расширенная степень турбулентности,13,"Экстремальный, в облаке",,,,,Operational
bufr4/0/11/031/14,011031,Расширенная степень турбулентности,14,облако/ясный воздух не указан,,,,,Operational
bufr4/0/11/031/15,011031,Расширенная степень турбулентности,15,Отсутствующее значение,,,,,Operational
bufr4/0/11/037/0,011037,Индекс турбулентности,0,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/1,011037,Индекс турбулентности,1,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/2,011037,Индекс турбулентности,2,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/3,011037,Индекс турбулентности,3,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/4,011037,Индекс турбулентности,4,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/5,011037,Индекс турбулентности,5,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/6,011037,Индекс турбулентности,6,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/7,011037,Индекс турбулентности,7,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/8,011037,Индекс турбулентности,8,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/9,011037,Индекс турбулентности,9,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/10,011037,Индекс турбулентности,10,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/11,011037,Индекс турбулентности,11,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/12,011037,Индекс турбулентности,12,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/13,011037,Индекс турбулентности,13,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/14,011037,Индекс турбулентности,14,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/15,011037,Индекс турбулентности,15,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/16,011037,Индекс турбулентности,16,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/17,011037,Индекс турбулентности,17,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/18,011037,Индекс турбулентности,18,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/19,011037,Индекс турбулентности,19,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/20,011037,Индекс турбулентности,20,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/21,011037,Индекс турбулентности,21,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/22,011037,Индекс турбулентности,22,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/23,011037,Индекс турбулентности,23,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/24,011037,Индекс турбулентности,24,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/25,011037,Индекс турбулентности,25,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/26,011037,Индекс турбулентности,26,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/27,011037,Индекс турбулентности,27,"ср < 0,1","пик <0,1>",,,,Operational
bufr4/0/11/037/28,011037,Индекс турбулентности,28,Ноль,Ноль,,,,Operational
bufr4/0/11/037/29-62,011037,Индекс турбулентности,29-62,Зарезервировано,Зарезервировано,,,,Operational
bufr4/0/11/037/63,011037,Индекс турбулентности,63,Отсутствующее значение,Отсутствующее значение,,,,Operational
bufr4/0/11/038/0,011038,Время возникновения пиковой скорости диссипации вихрей,0,мин < 1,,,,,Operational
bufr4/0/11/038/1,011038,Время возникновения пиковой скорости диссипации вихрей,1,мин < 1,,,,,Operational
bufr4/0/11/038/2,011038,Время возникновения пиковой скорости диссипации вихрей,2,2 =< мин < 3,,,,,Operational
bufr4/0/11/038/3,011038,Время возникновения пиковой скорости диссипации вихрей,3,2 =< мин < 3,,,,,Operational
bufr4/0/11/038/4,011038,Время возникновения пиковой скорости диссипации вихрей,4,4 =< мин < 5,,,,,Operational
bufr4/0/11/038/5,011038,Время возникновения пиковой скорости диссипации вихрей,5,4 =< мин < 5,,,,,Operational
bufr4/0/11/038/6,011038,Время возникновения пиковой скорости диссипации вихрей,6,6 =< мин < 7,,,,,Operational
bufr4/0/11/038/7,011038,Время возникновения пиковой скорости диссипации вихрей,7,6 =< мин < 7,,,,,Operational
bufr4/0/11/038/8,011038,Время возникновения пиковой скорости диссипации вихрей,8,8 =< мин < 9,,,,,Operational
bufr4/0/11/038/9,011038,Время возникновения пиковой скорости диссипации вихрей,9,8 =< мин < 9,,,,,Operational
bufr4/0/11/038/10,011038,Время возникновения пиковой скорости диссипации вихрей,10,8 =< мин < 9,,,,,Operational
bufr4/0/11/038/11,011038,Время возникновения пиковой скорости диссипации вихрей,11,11 =< мин < 12,,,,,Operational
bufr4/0/11/038/12,011038,Время возникновения пиковой скорости диссипации вихрей,12,11 =< мин < 12,,,,,Operational
bufr4/0/11/038/13,011038,Время возникновения пиковой скорости диссипации вихрей,13,11 =< мин < 12,,,,,Operational
bufr4/0/11/038/14,011038,Время возникновения пиковой скорости диссипации вихрей,14,14 =< мин < 15,,,,,Operational
bufr4/0/11/038/15,011038,Время возникновения пиковой скорости диссипации вихрей,15,Информация о времени недоступна,,,,,Operational
bufr4/0/11/038/16-30,011038,Время возникновения пиковой скорости диссипации вихрей,16-30,Зарезервировано,,,,,Operational
bufr4/0/11/038/31,011038,Время возникновения пиковой скорости диссипации вихрей,31,Отсутствующее значение,,,,,Operational
bufr4/0/11/039/0,011039,Время возникновения пиковой скорости диссипации вихрей,0,мин < 1,,,,,Operational
bufr4/0/11/039/1,011039,Время возникновения пиковой скорости диссипации вихрей,1,2 =< мин < 3,,,,,Operational
bufr4/0/11/039/2,011039,Время возникновения пиковой скорости диссипации вихрей,2,2 =< мин < 3,,,,,Operational
bufr4/0/11/039/3,011039,Время возникновения пиковой скорости диссипации вихрей,3,2 =< мин < 3,,,,,Operational
bufr4/0/11/039/4,011039,Время возникновения пиковой скорости диссипации вихрей,4,4 =< мин < 5,,,,,Operational
