Id,ClassNo,ClassName_rus,FXY,ElementName_rus,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_rus,noteIDs,Status
bufr4/0/22/001,22,Океанографические элементы,022001,"Среднее направление, откуда приходят волны",degree true,0,0,9,degree true,0,3,(см. Примечание 3),136,Operational
bufr4/0/22/002,22,Океанографические элементы,022002,Направление ветра,degree true,0,0,9,degree true,0,3,(см. Примечание 3),136,Operational
bufr4/0/22/003,22,Океанографические элементы,022003,Направление зыби.,degree true,0,0,9,degree true,0,3,(см. Примечание 3),136,Operational
bufr4/0/22/004,22,Океанографические элементы,022004,Направление тока,degree true,0,0,9,degree true,0,3,(см. Примечание 3),54,Operational
bufr4/0/22/005,22,Океанографические элементы,022005,Направление течения моря/воды на уровне,degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/22/011,22,Океанографические элементы,022011,Период волн,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/012,22,Океанографические элементы,022012,Период волн,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/013,22,Океанографические элементы,022013,Период зыби.,s,0,0,6,s,0,2,,,Operational
bufr4/0/22/021,22,Океанографические элементы,022021,Средняя высота волн,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/022,22,Океанографические элементы,022022,Высота ветровых волн,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/023,22,Океанографические элементы,022023,Высота зыби,m,1,0,10,m,1,4,,,Operational
bufr4/0/22/025,22,Океанографические элементы,022025,Среднеквадратичная высота волн,m,2,0,10,m,2,4,,,Operational
bufr4/0/22/026,22,Океанографические элементы,022026,Среднеквадратичная высота волн,m,2,0,10,m,2,4,,,Operational
bufr4/0/22/031,22,Океанографические элементы,022031,Скорость тока,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/22/032,22,Океанографические элементы,022032,Скорость течения моря/воды на уровне,m/s,2,0,13,m/s,2,4,,,Operational
bufr4/0/22/035,22,Океанографические элементы,022035,Приливная высота относительно местного картографического датума.,m,2,0,14,m,2,4,,,Operational
bufr4/0/22/036,22,Океанографические элементы,022036,Метеорологическое остаточное приливное поднятие (нагнетание или смещение),m,2,0,14,m,2,4,,,Operational
bufr4/0/22/037,22,Океанографические элементы,022037,Приливная высота относительно местного картографического датума.,m,3,-10000,15,m,3,5,,,Operational
bufr4/0/22/038,22,Океанографические элементы,022038,Приливная высота относительно местного картографического датума.,m,3,-10000,15,m,3,5,,,Operational
bufr4/0/22/039,22,Океанографические элементы,022039,Метеорологическое остаточное приливное поднятие (нагнетание или смещение),m,3,-5000,13,m,3,4,(см. Примечание 3),55,Operational
bufr4/0/22/040,22,Океанографические элементы,022040,Метеорологическое остаточное приливное поднятие (нагнетание или смещение),m,3,-5000,14,m,3,5,(см. Примечание 3),55,Operational
bufr4/0/22/041,22,Океанографические элементы,022041,Температура поверхности моря (скользящая средняя за 15 дней),K,1,0,12,K,1,4,,,Operational
bufr4/0/22/042,22,Океанографические элементы,022042,Температура поверхности моря,K,1,0,12,K,1,4,,,Operational
bufr4/0/22/043,22,Океанографические элементы,022043,Температура поверхности моря,K,2,0,15,K,2,5,,,Operational
bufr4/0/22/044,22,Океанографические элементы,022044,Скорость звука,m/s,1,0,14,m/s,1,5,,,Operational
bufr4/0/22/045,22,Океанографические элементы,022045,Температура поверхности моря,K,3,0,19,K,3,6,,,Operational
bufr4/0/22/046,22,Океанографические элементы,022046,Доля морского льда,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/22/049,22,Океанографические элементы,022049,Температура поверхности моря,K,2,0,15,K,2,5,,,Operational
bufr4/0/22/050,22,Океанографические элементы,022050,Стандартное отклонение температуры поверхности моря,K,2,0,8,K,2,3,,,Operational
bufr4/0/22/055,22,Океанографические элементы,022055,Номер цикла плавучести,Numeric,0,0,10,Numeric,0,3,,,Operational
bufr4/0/22/056,22,Океанографические элементы,022056,Направление профиля,Code table,0,0,2,Code table,0,1,,,Operational
bufr4/0/22/059,22,Океанографические элементы,022059,Соленость на уровне,0/00,2,0,14,0/00,2,5,,,Operational
bufr4/0/22/060,22,Океанографические элементы,022060,Статус дрейфующего устройства лагранжева буя,Code table,0,0,3,Code table,0,1,,,Operational
bufr4/0/22/061,22,Океанографические элементы,022061,Состояние моря,Code table,0,0,4,Code table,0,2,,,Operational
bufr4/0/22/062,22,Океанографические элементы,022062,Соленость на уровне,0/00,2,0,14,0/00,2,5,,,Operational
bufr4/0/22/063,22,Океанографические элементы,022063,Общая глубина воды,m,0,0,14,m,0,5,,,Operational
bufr4/0/22/064,22,Океанографические элементы,022064,Соленость на уровне,0/00,3,0,17,0/00,3,6,,,Operational
bufr4/0/22/065,22,Океанографические элементы,022065,Давление воды на уровне,Pa,-3,0,17,Pa,-3,6,,,Operational
bufr4/0/22/066,22,Океанографические элементы,022066,Водопроводимость,S/m,6,0,26,S/m,6,8,,,Operational
bufr4/0/22/067,22,Океанографические элементы,022067,Квалификатор измерения температуры/солености,Code table,0,0,10,Code table,0,4,,,Operational
bufr4/0/22/068,22,Океанографические элементы,022068,Типы регистраторов профиля температуры воды,Code table,0,0,7,Code table,0,3,,,Operational
bufr4/0/22/069,22,Океанографические элементы,022069,Отношение спектральной плотности волн,m2/Hz,3,0,22,m2/Hz,3,7,,,Operational
bufr4/0/22/070,22,Океанографические элементы,022070,Средняя высота волн,m,2,0,13,m,2,4,(см. Примечание 3),146,Operational
bufr4/0/22/071,22,Океанографические элементы,022071,Период волны спектрального пика,s,1,0,9,s,1,3,,,Operational
bufr4/0/22/072,22,Океанографические элементы,022072,Период волны спектрального пика,m,0,0,13,m,0,4,,,Operational
bufr4/0/22/073,22,Океанографические элементы,022073,Средняя высота волн,m,2,0,13,m,2,4,,,Operational
bufr4/0/22/074,22,Океанографические элементы,022074,Средний период волны,s,1,0,9,s,1,3,,,Operational
bufr4/0/22/075,22,Океанографические элементы,022075,Средняя длина волны,m,0,0,13,m,0,4,,,Operational
bufr4/0/22/076,22,Океанографические элементы,022076,"Направление, откуда приходят доминирующие волны",degree true,0,0,9,degree true,0,3,(см. Примечание 3),137,Operational
bufr4/0/22/077,22,Океанографические элементы,022077,Направленное распространение волны,deg,0,0,9,deg,0,3,(см. Примечание 3),137,Operational
bufr4/0/22/078,22,Океанографические элементы,022078,Длительность записи волны,s,0,0,12,s,0,4,,,Operational
bufr4/0/22/079,22,Океанографические элементы,022079,Длительность записи волны,m,0,0,16,m,0,5,,,Operational
bufr4/0/22/080,22,Океанографические элементы,022080,Центральная частота диапазона.,Hz,3,0,10,Hz,3,4,,,Operational
bufr4/0/22/081,22,Океанографические элементы,022081,Центральная частота диапазона.,/m,5,0,13,/m,5,4,,,Operational
bufr4/0/22/082,22,Океанографические элементы,022082,Масштабированная максимальная ненаправленная спектральная плотность волн по частоте,m2 s,2,0,20,m2 s,2,7,,,Operational
bufr4/0/22/083,22,Океанографические элементы,022083,Максимальное ненаправленное спектральное число волны,m3,2,0,20,m3,2,7,,,Operational
bufr4/0/22/084,22,Океанографические элементы,022084,Масштабированная максимальная ненаправленная спектральная плотность волн по частоте,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/085,22,Океанографические элементы,022085,Отношение спектральной плотности волн,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/086,22,Океанографические элементы,022086,"Среднее направление, откуда приходят волны",degree true,0,0,9,degree true,0,3,(см. Примечание 3),100,Operational
bufr4/0/22/087,22,Океанографические элементы,022087,"Направление, откуда приходят доминирующие волны",degree true,0,0,9,degree true,0,3,,,Operational
bufr4/0/22/088,22,Океанографические элементы,022088,Первая нормализованная полярная координата из коэффициентов Фурье,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/22/089,22,Океанографические элементы,022089,Первая нормализованная полярная координата из коэффициентов Фурье,Numeric,2,0,7,Numeric,2,3,,,Operational
bufr4/0/22/090,22,Океанографические элементы,022090,Ненаправленная спектральная оценка по частоте волн,m2 s,2,0,20,m2 s,2,7,,,Operational
bufr4/0/22/091,22,Океанографические элементы,022091,Ненаправленная спектральная оценка по частоте волн,m3,2,0,20,m3,2,7,,,Operational
bufr4/0/22/092,22,Океанографические элементы,022092,Ненаправленная спектральная оценка по частоте волн,m2 rad-1 s,2,0,20,m2 rad-1 s,2,7,,,Operational
bufr4/0/22/093,22,Океанографические элементы,022093,Ненаправленная спектральная оценка по частоте волн,m4,2,0,20,m4,2,7,,,Operational
bufr4/0/22/094,22,Океанографические элементы,022094,Общее количество диапазонов волн,Numeric,0,0,7,Numeric,0,3,,,Operational
bufr4/0/22/095,22,Океанографические элементы,022095,Направленное распространение волны,deg,0,0,8,deg,0,3,,,Operational
bufr4/0/22/096,22,Океанографические элементы,022096,Ширина спектральной полосы,/s,3,0,4,/s,3,2,,,Operational
bufr4/0/22/097,22,Океанографические элементы,022097,Средняя длина волны > 731 м спектра изображения при низких волновых числах,m,0,0,14,m,0,5,(см. Примечание 3),107,Operational
bufr4/0/22/098,22,Океанографические элементы,022098,Распространение длины волны (длина волны > 731 м) при низких волновых числах,m,0,0,14,m,0,5,(см. Примечание 3),107,Operational
bufr4/0/22/099,22,Океанографические элементы,022099,Среднее направление при низких волновых числах (длина волны > 731 м),degree true,0,0,9,degree true,0,3,(см. Примечание 3),107,Operational
bufr4/0/22/100,22,Океанографические элементы,022100,Распространение длины волны (длина волны > 731 м) при низких волновых числах,deg,0,0,9,deg,0,3,(см. Примечание 3),107,Operational
bufr4/0/22/101,22,Океанографические элементы,022101,Полная энергия (длина волны > 731 м) при низких волновых числах,Numeric,0,0,31,Numeric,0,10,(см. Примечание 3),107,Operational
bufr4/0/22/102,22,Океанографические элементы,022102,Масштабированная максимальная ненаправленная спектральная плотность волн по частоте,m2 s,0,0,14,m2 s,0,5,(см. Примечание 3),104,Operational
bufr4/0/22/103,22,Океанографические элементы,022103,Масштабированная максимальная ненаправленная спектральная плотность волн по частоте,m3,0,0,14,m3,0,5,(см. Примечание 3),104,Operational
bufr4/0/22/104,22,Океанографические элементы,022104,Масштабированная максимальная ненаправленная спектральная плотность волн по частоте,m2 s,0,0,14,m2 s,0,5,(см. Примечание 3),104,Operational
bufr4/0/22/105,22,Океанографические элементы,022105,Масштабированная максимальная ненаправленная спектральная плотность волн по частоте,m3,0,0,14,m3,0,5,(см. Примечание 3),104,Operational
bufr4/0/22/106,22,Океанографические элементы,022106,Масштабированная максимальная ненаправленная спектральная плотность волн по частоте,m2 s rad-1,0,0,14,m2 s rad-1,0,5,(см. Примечание 3),104,Operational
bufr4/0/22/107,22,Океанографические элементы,022107,Масштабированная максимальная ненаправленная спектральная плотность волн по частоте,m4,0,0,14,m4,0,5,(см. Примечание 3),104,Operational
bufr4/0/22/108,22,Океанографические элементы,022108,Отношение спектральной плотности волн,%,0,0,7,%,0,3,,,Operational
bufr4/0/22/120,22,Океанографические элементы,022120,Автоматическая проверка уровня воды на приливной станции,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/121,22,Океанографические элементы,022121,Автоматическая проверка уровня воды на приливной станции,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/122,22,Океанографические элементы,022122,Автоматическая проверка метеорологических данных на приливной станции,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/123,22,Океанографические элементы,022123,Автоматическая проверка метеорологических данных на приливной станции,Code table,0,0,5,Code table,0,2,,,Operational
bufr4/0/22/130,22,Океанографические элементы,022130,Количество действительных точек для конкретного диапазона,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/131,22,Океанографические элементы,022131,СКО значительной высоты волн в определённой полосе,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/132,22,Океанографические элементы,022132,Количество действительных точек для значимой высоты волн конкретного диапазона,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/133,22,Океанографические элементы,022133,"Инструментальная коррекция значительной высоты волн, специфичной для диапазона.",m,3,-1000,11,m,3,4,,,Operational
bufr4/0/22/134,22,Океанографические элементы,022134,Количество действительных точек для обратного рассеяния конкретного диапазона,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/141,22,Океанографические элементы,022141,Температура поверхности моря (скользящая средняя за 15 дней),K,2,0,15,K,2,5,,,Operational
bufr4/0/22/142,22,Океанографические элементы,022142,Средняя высота волн,m2,3,-33554432,26,m2,3,8,,,Operational
bufr4/0/22/143,22,Океанографические элементы,022143,СТД 20 Гц SWH в квадрате,m2,3,-8388608,24,m2,3,8,,,Operational
bufr4/0/22/144,22,Океанографические элементы,022144,Количество допустимых точек 20 Гц для SWH в квадрате,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/22/145,22,Океанографические элементы,022145,СТД океанического диапазона 20 Гц,m,3,-33554432,31,m,3,10,,,Operational
bufr4/0/22/146,22,Океанографические элементы,022146,Диапазон OCOG,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/147,22,Океанографические элементы,022147,СТД диапазона OCOG с частотой 20 Гц,m,3,-8388608,31,m,3,10,,,Operational
bufr4/0/22/148,22,Океанографические элементы,022148,Количество допустимых точек 20 Гц для океанического диапазона,Numeric,0,0,9,Numeric,0,3,,,Operational
bufr4/0/22/149,22,Океанографические элементы,022149,Средняя высота волн,m2,3,-33554432,26,m2,3,8,,,Operational
bufr4/0/22/150,22,Океанографические элементы,022150,Количество допустимых точек 18 Гц для Ku-диапазона,Numeric,0,0,10,Numeric,0,4,,,Operational
bufr4/0/22/151,22,Океанографические элементы,022151,Диапазон Ku-диапазона,m,3,0,31,m,3,10,,,Operational
bufr4/0/22/152,22,Океанографические элементы,022152,СТД океанического диапазона 20 Гц,m,3,0,16,m,3,5,,,Operational
bufr4/0/22/153,22,Океанографические элементы,022153,Количество допустимых точек 18 Гц для S-диапазона,Numeric,0,0,10,Numeric,0,4,,,Operational
