Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/21/001/1/002101,21,Последовательности отчетов радара,321001,Ветровой профилер - характеристики антенны,,002101,Тип антенны,,,,Operational
bufr4/3/21/001/2/002114,21,Последовательности отчетов радара,321001,Ветровой профилер - характеристики антенны,,002114,Эффективная площадь антенны,,,,Operational
bufr4/3/21/001/3/002105,21,Последовательности отчетов радара,321001,Ветровой профилер - характеристики антенны,,002105,Максимальный коэффициент усиления антенны,,,,Operational
bufr4/3/21/001/4/002106,21,Последовательности отчетов радара,321001,Ветровой профилер - характеристики антенны,,002106,Ширина луча на уровне -3 дБ,,,,Operational
bufr4/3/21/001/5/002107,21,Последовательности отчетов радара,321001,Ветровой профилер - характеристики антенны,,002107,Подавление боковых лепестков,,,,Operational
bufr4/3/21/001/6/002121,21,Последовательности отчетов радара,321001,Ветровой профилер - характеристики антенны,,002121,Средняя частота,,,,Operational
bufr4/3/21/003/1/021051,21,Последовательности отчетов радара,321003,(Ветровой профилер - данные момента),,021051,Мощность сигнала выше 1 мВт,,,,Operational
bufr4/3/21/003/2/021014,21,Последовательности отчетов радара,321003,(Ветровой профилер - данные момента),,021014,Доплеровская средняя скорость в направлении x,,,,Operational
bufr4/3/21/003/3/021017,21,Последовательности отчетов радара,321003,(Ветровой профилер - данные момента),,021017,Ширина спектра доплеровской скорости,,,,Operational
bufr4/3/21/003/4/021030,21,Последовательности отчетов радара,321003,(Ветровой профилер - данные момента),,021030,Среднее отношение сигнал/шум,,,,Operational
bufr4/3/21/004/1/301031,21,Последовательности отчетов радара,321004,(Ветровой профилер - данные момента),,301031,"Идентификация и тип станции, дата/время, местоположение (высокая точность), движение",,,,Operational
bufr4/3/21/004/2/002003,21,Последовательности отчетов радара,321004,(Ветровой профилер - данные момента),,002003,Тип используемого измерительного оборудования,,,,Operational
bufr4/3/21/004/3/101000,21,Последовательности отчетов радара,321004,(Ветровой профилер - данные момента),,101000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/21/004/4/031001,21,Последовательности отчетов радара,321004,(Ветровой профилер - данные момента),,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/21/004/5/321003,21,Последовательности отчетов радара,321004,(Ветровой профилер - данные момента),,321003,(Ветровой профилер - данные момента),,,,Operational
bufr4/3/21/005/1/025004,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,025004,Обработка эха,,,,Operational
bufr4/3/21/005/2/002121,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002121,Средняя частота,,,,Operational
bufr4/3/21/005/3/002122,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002122,Диапазон частотной перестройки,,,,Operational
bufr4/3/21/005/4/002123,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002123,Пиковая мощность,,,,Operational
bufr4/3/21/005/5/002124,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002124,Средняя мощность,,,,Operational
bufr4/3/21/005/6/002125,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002125,Частота повторения импульсов,,,,Operational
bufr4/3/21/005/7/002126,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002126,Ширина импульса,,,,Operational
bufr4/3/21/005/8/002127,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002127,Промежуточная частота приемника,,,,Operational
bufr4/3/21/005/9/002128,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002128,Полоса пропускания промежуточной частоты,,,,Operational
bufr4/3/21/005/10/002129,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002129,Минимально обнаруживаемый сигнал,,,,Operational
bufr4/3/21/005/11/002130,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002130,Динамический диапазон,,,,Operational
bufr4/3/21/005/12/002131,21,Последовательности отчетов радара,321005,(Характеристики передатчика-приемника),,002131,Управление временем чувствительности (STC),,,,Operational
bufr4/3/21/006/1/025001,21,Последовательности отчетов радара,321006,(Характеристики интеграции),,025001,Длина диапазона ворот,,,,Operational
bufr4/3/21/006/2/025002,21,Последовательности отчетов радара,321006,(Характеристики интеграции),,025002,Среднее количество ворот,,,,Operational
bufr4/3/21/006/3/025003,21,Последовательности отчетов радара,321006,(Характеристики интеграции),,025003,Количество интегрированных импульсов,,,,Operational
bufr4/3/21/006/4/025005,21,Последовательности отчетов радара,321006,(Характеристики интеграции),,025005,Интеграция эха,,,,Operational
bufr4/3/21/007/1/025009,21,Последовательности отчетов радара,321007,(Исправления),,025009,Метод калибровки,,,,Operational
bufr4/3/21/007/2/025010,21,Последовательности отчетов радара,321007,(Исправления),,025010,Лечение беспорядка,,,,Operational
bufr4/3/21/007/3/025011,21,Последовательности отчетов радара,321007,(Исправления),,025011,Коррекция наземной оккультации (экранирование),,,,Operational
bufr4/3/21/007/4/025012,21,Последовательности отчетов радара,321007,(Исправления),,025012,Коррекция ослабления диапазона,,,,Operational
bufr4/3/21/007/5/025013,21,Последовательности отчетов радара,321007,(Исправления),,025013,Коррекция яркой полосы,,,,Operational
bufr4/3/21/007/6/025015,21,Последовательности отчетов радара,321007,(Исправления),,025015,Коррекция ослабления радиопрозрачного обтекателя,,,,Operational
bufr4/3/21/007/7/025016,21,Последовательности отчетов радара,321007,(Исправления),,025016,Коррекция ослабления в ясной атмосфере,,,,Operational
bufr4/3/21/007/8/025017,21,Последовательности отчетов радара,321007,(Исправления),,025017,Коррекция ослабления при осадках,,,,Operational
bufr4/3/21/008/1/025006,21,Последовательности отчетов радара,321008,Преобразование Z в R,,025006,Преобразование Z в R,,,,Operational
bufr4/3/21/008/2/025007,21,Последовательности отчетов радара,321008,Преобразование Z в R,,025007,Преобразование Z в R,,,,Operational
