Id,Category,CategoryOfSequences_rus,FXY1,Title_rus,SubTitle_rus,FXY2,ElementName_rus,ElementDescription_rus,Note_rus,noteIDs,Status
bufr4/3/06/001/1/002032,06,Последовательности океанографических сводок,306001,"Глубина, температура",,002032,Индикатор для цифровизации,,,,Operational
bufr4/3/06/001/2/102000,06,Последовательности океанографических сводок,306001,"Глубина, температура",,102000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/06/001/3/031001,06,Последовательности океанографических сводок,306001,"Глубина, температура",,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/06/001/4/007062,06,Последовательности океанографических сводок,306001,"Глубина, температура",,007062,Глубина ниже поверхности моря/воды,,,,Operational
bufr4/3/06/001/5/022042,06,Последовательности океанографических сводок,306001,"Глубина, температура",,022042,Температура поверхности моря,,,,Operational
bufr4/3/06/002/1/002031,06,Последовательности океанографических сводок,306002,(Текущий),,002031,Продолжительность и время текущего измерения,,,,Operational
bufr4/3/06/002/2/022004,06,Последовательности океанографических сводок,306002,(Текущий),,022004,Направление тока,,,,Operational
bufr4/3/06/002/3/022031,06,Последовательности океанографических сводок,306002,(Текущий),,022031,Скорость тока,,,,Operational
bufr4/3/06/003/1/002002,06,Последовательности океанографических сводок,306003,(Приземный ветер и температура),,002002,Тип приборов для измерения ветра,,,,Operational
bufr4/3/06/003/2/011011,06,Последовательности океанографических сводок,306003,(Приземный ветер и температура),,011011,Модель направления ветра на высоте 10 м,,,,Operational
bufr4/3/06/003/3/011012,06,Последовательности океанографических сводок,306003,(Приземный ветер и температура),,011012,Скорость ветра,,,,Operational
bufr4/3/06/003/4/012004,06,Последовательности океанографических сводок,306003,(Приземный ветер и температура),,012004,Температура воздуха на высоте 2 м,,,,Operational
bufr4/3/06/004/1/002032,06,Последовательности океанографических сводок,306004,"Глубина, температура, соленость",,002032,Индикатор для цифровизации,,,,Operational
bufr4/3/06/004/2/002033,06,Последовательности океанографических сводок,306004,"Глубина, температура, соленость",,002033,Метод измерения солености/глубины,,,,Operational
bufr4/3/06/004/3/103000,06,Последовательности океанографических сводок,306004,"Глубина, температура, соленость",,103000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/06/004/4/031001,06,Последовательности океанографических сводок,306004,"Глубина, температура, соленость",,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
bufr4/3/06/004/5/007062,06,Последовательности океанографических сводок,306004,"Глубина, температура, соленость",,007062,Глубина ниже поверхности моря/воды,,,,Operational
bufr4/3/06/004/6/022043,06,Последовательности океанографических сводок,306004,"Глубина, температура, соленость",,022043,Температура поверхности моря,,,,Operational
bufr4/3/06/004/7/022062,06,Последовательности океанографических сводок,306004,"Глубина, температура, соленость",,022062,Соленость на уровне,,,,Operational
bufr4/3/06/005/1/002031,06,Последовательности океанографических сводок,306005,,,002031,Продолжительность и время текущего измерения,,,,Operational
bufr4/3/06/005/2/103000,06,Последовательности океанографических сводок,306005,,,103000,Отложенное воспроизведение 6 дескрипторов,,,,Operational
bufr4/3/06/005/3/031001,06,Последовательности океанографических сводок,306005,,,031001,Фактор отложенного воспроизведения дескрипторов,,,,Operational
